time_s,voltage_V,current_A,soc_thuc,Total (mAh)
6755.056,4.044,0.1,0.666848333,800.218
6756.052,4.048,-0.2,0.666848333,800.218
6757.065,4.044,0.2,0.666848333,800.218
6758.063,4.044,0,0.666848333,800.218
6759.058,4.044,0.1,0.666848333,800.218
6760.067,4.044,0,0.666848333,800.218
6761.064,4.048,-0.2,0.666848333,800.218
6762.062,4.044,0,0.666848333,800.218
6763.058,4.044,-0.1,0.666848333,800.218
6764.055,4.048,0.2,0.666848333,800.218
6765.054,4.044,-0.1,0.666848333,800.218
6766.053,4.044,0.1,0.666848333,800.218
6767.053,4.044,-0.1,0.666848333,800.218
6768.064,4.044,-0.1,0.666848333,800.218
6769.065,4.044,-0.1,0.666848333,800.218
6770.062,4.044,0,0.666848333,800.218
6771.059,4.044,0,0.666848333,800.218
6772.054,4.048,-0.1,0.666848333,800.218
6773.067,4.044,-0.2,0.666848333,800.218
6774.063,4.044,0.2,0.666848333,800.218
6775.061,4.044,-0.1,0.666848333,800.218
6776.055,4.044,-0.2,0.666848333,800.218
6777.053,4.044,-0.4,0.666848333,800.218
6778.062,4.044,-0.2,0.666848333,800.218
6779.061,4.048,-0.1,0.666848333,800.218
6780.061,4.044,0,0.666848333,800.218
6781.06,4.044,0.1,0.666848333,800.218
6782.052,4.044,-0.2,0.666848333,800.218
6783.055,4.044,0,0.666848333,800.218
6784.053,4.044,-0.1,0.666848333,800.218
6785.062,4.048,0.1,0.666848333,800.218
6786.062,4.044,0,0.666848333,800.218
6787.06,4.044,0,0.666848333,800.218
6788.055,4.044,0,0.666848333,800.218
6789.055,4.044,0,0.666848333,800.218
6790.067,4.044,0.3,0.666848333,800.218
6791.067,4.044,0.2,0.666848333,800.218
6792.051,4.044,-0.1,0.666848333,800.218
6793.065,4.044,-0.2,0.666848333,800.218
6794.058,4.044,-0.2,0.666848333,800.218
6795.054,4.044,0.1,0.666848333,800.218
6796.065,4.048,0.2,0.666848333,800.218
6797.061,4.044,-0.2,0.666848333,800.218
6798.059,4.048,0,0.666848333,800.218
6799.054,4.044,0,0.666848333,800.218
6800.052,4.048,-0.1,0.666848333,800.218
6801.065,4.044,0.1,0.666848333,800.218
6802.063,4.044,-0.1,0.666848333,800.218
6803.061,4.044,0.3,0.666848333,800.218
6804.063,4.048,-0.1,0.666848333,800.218
6805.061,4.044,0,0.666848333,800.218
6806.057,4.044,0.1,0.666848333,800.218
6807.054,4.044,0.1,0.666848333,800.218
6808.056,4.044,0.2,0.666848333,800.218
6809.053,4.044,0.1,0.666848333,800.218
6810.058,4.044,0.1,0.666848333,800.218
6811.059,4.044,0.1,0.666848333,800.218
6812.053,4.044,-0.1,0.666848333,800.218
6813.053,4.044,0,0.666848333,800.218
6814.064,4.044,0,0.666848333,800.218
6815.06,4.044,-0.1,0.666848333,800.218
6816.061,4.044,0,0.666848333,800.218
6817.058,4.044,0,0.666848333,800.218
6818.057,4.044,0,0.666848333,800.218
6819.054,4.044,0,0.666848333,800.218
6820.054,4.044,0,0.666848333,800.218
6821.051,4.044,-0.2,0.666848333,800.218
6822.064,4.044,-0.3,0.666848333,800.218
6823.059,4.044,0.1,0.666848333,800.218
6824.059,4.044,0,0.666848333,800.218
6825.058,4.044,0.1,0.666848333,800.218
6826.056,4.044,0.1,0.666848333,800.218
6827.055,4.044,0,0.666848333,800.218
6828.052,4.044,-0.1,0.666848333,800.218
6829.052,4.044,-0.1,0.666848333,800.218
6830.052,4.044,0.1,0.666848333,800.218
6831.061,4.044,0,0.666848333,800.218
6832.059,4.044,0,0.666848333,800.218
6833.057,4.044,0.1,0.666848333,800.218
6834.052,4.044,0,0.666848333,800.218
6835.064,4.044,-0.2,0.666848333,800.218
6836.059,4.044,0,0.666848333,800.218
6837.057,4.044,0.2,0.666848333,800.218
6838.052,4.044,-0.2,0.666848333,800.218
6839.058,4.044,-0.2,0.666848333,800.218
6840.055,4.048,0,0.666848333,800.218
6841.064,4.044,0,0.666848333,800.218
6842.061,4.044,-0.1,0.666848333,800.218
6843.061,4.044,0.1,0.666848333,800.218
6844.057,4.044,-0.1,0.666848333,800.218
6845.055,4.044,0.3,0.666848333,800.218
6846.064,4.044,0,0.666848333,800.218
6847.06,4.044,0,0.666848333,800.218
6848.065,4.044,0,0.666848333,800.218
6849.06,4.044,0.1,0.666848333,800.218
6850.06,4.044,0.1,0.666848333,800.218
6851.055,4.04,-0.2,0.666848333,800.218
6852.058,4.044,0,0.666848333,800.218
6853.063,4.044,0.2,0.666848333,800.218
6854.058,4.044,-0.1,0.666848333,800.218
6855.058,4.044,-0.1,0.666848333,800.218
6856.057,4.044,0,0.666848333,800.218
6857.058,4.044,0.2,0.666848333,800.218
6858.055,4.044,-0.1,0.666848333,800.218
6859.052,4.044,0.2,0.666848333,800.218
6860.05,4.044,0,0.666848333,800.218
6861.062,4.04,-0.1,0.666848333,800.218
6862.055,4.044,0.1,0.666848333,800.218
6863.053,4.044,-0.1,0.666848333,800.218
6864.052,4.044,-0.1,0.666848333,800.218
6865.052,4.044,0,0.666848333,800.218
6866.049,4.044,0,0.666848333,800.218
6867.06,4.044,0.2,0.666848333,800.218
6868.054,4.044,-0.2,0.666848333,800.218
6869.063,4.044,0,0.666848333,800.218
6870.063,4.044,-0.1,0.666848333,800.218
6871.061,4.044,0,0.666848333,800.218
6872.056,4.044,-0.2,0.666848333,800.218
6873.056,4.044,0,0.666848333,800.218
6874.054,4.044,-0.2,0.666848333,800.218
6875.053,4.044,0.1,0.666848333,800.218
6876.064,4.044,0.2,0.666848333,800.218
6877.051,4.044,0.1,0.666848333,800.218
6878.05,4.04,0.2,0.666848333,800.218
6879.054,4.044,0.1,0.666848333,800.218
6880.062,4.044,0.1,0.666848333,800.218
6881.052,4.048,-0.2,0.666848333,800.218
6882.05,4.044,0.1,0.666848333,800.218
6883.063,4.044,-0.1,0.666848333,800.218
6884.059,4.044,0.2,0.666848333,800.218
6885.062,4.044,0,0.666848333,800.218
6886.06,4.044,-0.1,0.666848333,800.218
6887.056,4.044,-0.2,0.666848333,800.218
6888.058,4.044,-0.3,0.666848333,800.218
6889.057,4.044,0,0.666848333,800.218
6890.055,4.04,0.1,0.666848333,800.218
6891.053,4.044,-0.1,0.666848333,800.218
6892.051,4.044,0.2,0.666848333,800.218
6893.05,4.044,0,0.666848333,800.218
6894.063,4.044,0.1,0.666848333,800.218
6895.058,4.044,0,0.666848333,800.218
6896.057,4.044,0,0.666848333,800.218
6897.056,4.044,0.1,0.666848333,800.218
6898.053,4.044,-0.1,0.666848333,800.218
6899.059,4.044,0.3,0.666848333,800.218
6900.054,4.044,0.1,0.666848333,800.218
6901.06,4.044,-0.1,0.666848333,800.218
6902.06,4.044,0.1,0.666848333,800.218
6903.058,4.044,-0.1,0.666848333,800.218
6904.055,4.044,0,0.666848333,800.218
6905.053,4.044,0.1,0.666848333,800.218
6906.056,4.04,-0.2,0.666848333,800.218
6907.057,4.04,0,0.666848333,800.218
6908.057,4.044,-0.1,0.666848333,800.218
6909.053,4.044,-0.1,0.666848333,800.218
6910.049,4.044,0.1,0.666848333,800.218
6911.062,4.044,0.2,0.666848333,800.218
6912.06,4.044,0,0.666848333,800.218
6913.061,4.044,0,0.666848333,800.218
6914.062,4.044,0,0.666848333,800.218
6915.06,4.04,0,0.666848333,800.218
6916.056,4.04,0.1,0.666848333,800.218
6917.055,4.04,0,0.666848333,800.218
6918.058,4.044,0,0.666848333,800.218
6919.055,4.04,0,0.666848333,800.218
6920.054,4.044,0.1,0.666848333,800.218
6921.054,4.044,0.1,0.666848333,800.218
6922.049,4.04,-0.1,0.666848333,800.218
6923.051,4.044,0,0.666848333,800.218
6924.052,4.04,0.2,0.666848333,800.218
6925.063,4.04,0.2,0.666848333,800.218
6926.057,4.04,0.1,0.666848333,800.218
6927.054,4.044,0.1,0.666848333,800.218
6928.053,4.04,-0.1,0.666848333,800.218
6929.062,4.048,0,0.666848333,800.218
6930.059,4.04,0,0.666848333,800.218
6931.055,4.044,-0.1,0.666848333,800.218
6932.054,4.04,-0.2,0.666848333,800.218
6933.063,4.044,0.1,0.666848333,800.218
6934.063,4.04,-0.1,0.666848333,800.218
6935.061,4.044,0.1,0.666848333,800.218
6936.057,4.044,-0.1,0.666848333,800.218
6937.055,4.044,0,0.666848333,800.218
6938.048,4.044,0,0.666848333,800.218
6939.058,4.044,-0.1,0.666848333,800.218
6940.057,4.044,0.2,0.666848333,800.218
6941.054,4.044,-0.1,0.666848333,800.218
6942.05,4.04,0,0.666848333,800.218
6943.048,4.04,0,0.666848333,800.218
6944.062,4.044,0.1,0.666848333,800.218
6945.047,4.044,0,0.666848333,800.218
6946.059,4.044,0.1,0.666848333,800.218
6947.054,4.04,-0.1,0.666848333,800.218
6948.055,4.04,0.2,0.666848333,800.218
6949.052,4.04,-0.1,0.666848333,800.218
6950.052,4.04,0.1,0.666848333,800.218
6951.061,4.04,0.1,0.666848333,800.218
6952.055,4.044,0.1,0.666848333,800.218
6953.053,4.044,-0.1,0.666848333,800.218
6954.055,4.044,-0.1,0.666848333,800.218
6955.053,4.044,0,0.666848333,800.218
6956.047,4.044,-0.1,0.666848333,800.218
6957.06,4.04,0,0.666848333,800.218
6958.054,4.044,-0.2,0.666848333,800.218
6959.054,4.04,-0.1,0.666848333,800.218
6960.052,4.044,0,0.666848333,800.218
6961.062,4.04,-0.1,0.666848333,800.218
6962.047,4.044,0.3,0.666848333,800.218
6963.051,4.044,0.3,0.666848333,800.218
6964.061,4.044,0.1,0.666848333,800.218
6965.047,4.04,-0.3,0.666848333,800.218
6966.059,4.044,0,0.666848333,800.218
6967.053,4.044,0,0.666848333,800.218
6968.055,4.044,0,0.666848333,800.218
6969.051,4.044,-0.1,0.666848333,800.218
6970.061,4.044,0.2,0.666848333,800.218
6971.048,4.04,0,0.666848333,800.218
6972.062,4.04,0.1,0.666848333,800.218
6973.051,4.04,0.1,0.666848333,800.218
6974.052,4.04,-0.1,0.666848333,800.218
6975.062,4.044,-0.2,0.666848333,800.218
6976.049,4.04,-0.1,0.666848333,800.218
6977.052,4.044,-0.1,0.666848333,800.218
6978.052,4.044,0.2,0.666848333,800.218
6979.058,4.04,0,0.666848333,800.218
6980.055,4.04,0.1,0.666848333,800.218
6981.05,4.04,0.1,0.666848333,800.218
6982.056,4.044,0.2,0.666848333,800.218
6983.053,4.04,-0.3,0.666848333,800.218
6984.051,4.044,0,0.666848333,800.218
6985.061,4.04,0,0.666848333,800.218
6986.06,4.044,0,0.666848333,800.218
6987.055,4.044,0,0.666848333,800.218
6988.053,4.044,0.1,0.666848333,800.218
6989.058,4.04,0.1,0.666848333,800.218
6990.053,4.04,0.1,0.666848333,800.218
6991.052,4.04,0.1,0.666848333,800.218
6992.054,4.044,0,0.666848333,800.218
6993.056,4.04,-0.1,0.666848333,800.218
6994.053,4.044,-0.1,0.666848333,800.218
6995.051,4.044,-0.1,0.666848333,800.218
6996.051,4.044,0.1,0.666848333,800.218
6997.047,4.04,0,0.666848333,800.218
6998.058,4.04,0,0.666848333,800.218
6999.056,4.044,-0.1,0.666848333,800.218
7000.053,4.04,0,0.666848333,800.218
7001.049,4.044,0.1,0.666848333,800.218
7002.047,4.044,0.1,0.666848333,800.218
7003.061,4.04,0.1,0.666848333,800.218
7004.046,4.04,0.1,0.666848333,800.218
7005.055,4.04,0.3,0.666848333,800.218
7006.055,4.04,0.1,0.666848333,800.218
7007.053,4.04,0,0.666848333,800.218
7008.051,4.044,0,0.666848333,800.218
7009.054,4.04,0,0.666848333,800.218
7010.05,4.04,0.1,0.666848333,800.218
7011.049,4.04,-0.1,0.666848333,800.218
7012.046,4.04,0,0.666848333,800.218
7013.054,4.044,0.3,0.666848333,800.218
7014.05,4.044,-0.2,0.666848333,800.218
7015.053,4.04,-0.1,0.666848333,800.218
7016.053,4.044,-0.1,0.666848333,800.218
7017.05,4.04,-0.2,0.666848333,800.218
7018.06,4.04,0.1,0.666848333,800.218
7019.054,4.04,0.2,0.666848333,800.218
7020.052,4.04,0,0.666848333,800.218
7021.051,4.04,-0.1,0.666848333,800.218
7022.048,4.04,0.4,0.666848333,800.218
7023.046,4.044,0,0.666848333,800.218
7024.058,4.04,0.2,0.666848333,800.218
7025.056,4.04,0.1,0.666848333,800.218
7026.054,4.04,0,0.666848333,800.218
7027.053,4.044,-0.2,0.666848333,800.218
7028.05,4.04,0.1,0.666848333,800.218
7029.052,4.044,-0.1,0.666848333,800.218
7030.052,4.04,0.2,0.666848333,800.218
7031.057,4.044,-0.2,0.666848333,800.218
7032.054,4.04,-0.1,0.666848333,800.218
7033.05,4.044,-0.1,0.666848333,800.218
7034.046,4.04,0,0.666848333,800.218
7035.054,4.04,0,0.666848333,800.218
7036.054,4.044,0,0.666848333,800.218
7037.054,4.044,-0.1,0.666848333,800.218
7038.053,4.04,-0.1,0.666848333,800.218
7039.049,4.04,0,0.666848333,800.218
7040.059,4.04,0.3,0.666848333,800.218
7041.06,4.04,0,0.666848333,800.218
7042.054,4.04,-0.1,0.666848333,800.218
7043.05,4.044,0.1,0.666848333,800.218
7044.049,4.04,0.1,0.666848333,800.218
7045.059,4.04,-0.1,0.666848333,800.218
7046.057,4.04,0,0.666848333,800.218
7047.051,4.04,0,0.666848333,800.218
7048.049,4.04,0.2,0.666848333,800.218
7049.047,4.04,0.1,0.666848333,800.218
7050.057,4.044,0,0.666848333,800.218
7051.056,4.04,0,0.666848333,800.218
7052.055,4.04,0,0.666848333,800.218
7053.054,4.044,-0.3,0.666848333,800.218
7054.05,4.04,0,0.666848333,800.218
7055.059,4.044,-0.1,0.666848333,800.218
7056.056,4.036,0.1,0.666848333,800.218
7057.047,4.04,-0.1,0.666848333,800.218
7058.058,4.04,-0.2,0.666848333,800.218
7059.052,4.04,0,0.666848333,800.218
7060.045,4.04,-0.2,0.666848333,800.218
7061.058,4.04,0,0.666848333,800.218
7062.056,4.044,0.1,0.666848333,800.218
7063.048,4.04,0.1,0.666848333,800.218
7064.045,4.04,-0.1,0.666848333,800.218
7065.059,4.04,0,0.666848333,800.218
7066.046,4.04,-0.3,0.666848333,800.218
7067.047,4.04,0.1,0.666848333,800.218
7068.058,4.04,0,0.666848333,800.218
7069.058,4.044,0.1,0.666848333,800.218
7070.053,4.04,0.1,0.666848333,800.218
7071.055,4.04,0.1,0.666848333,800.218
7072.053,4.04,0.1,0.666848333,800.218
7073.056,4.04,0.1,0.666848333,800.218
7074.05,4.04,-0.1,0.666848333,800.218
7075.045,4.04,0.2,0.666848333,800.218
7076.047,4.04,0.1,0.666848333,800.218
7077.058,4.04,-0.1,0.666848333,800.218
7078.047,4.04,0.1,0.666848333,800.218
7079.056,4.044,-0.3,0.666848333,800.218
7080.054,4.044,0.1,0.666848333,800.218
7081.055,4.04,-0.1,0.666848333,800.218
7082.053,4.04,0,0.666848333,800.218
7083.051,4.04,0,0.666848333,800.218
7084.055,4.04,0,0.666848333,800.218
7085.054,4.04,-0.2,0.666848333,800.218
7086.051,4.04,0.1,0.666848333,800.218
7087.047,4.04,-0.1,0.666848333,800.218
7088.044,4.04,-0.1,0.666848333,800.218
7089.056,4.044,0,0.666848333,800.218
7090.053,4.04,-0.2,0.666848333,800.218
7091.053,4.044,-0.2,0.666848333,800.218
7092.051,4.044,0,0.666848333,800.218
7093.047,4.04,-0.1,0.666848333,800.218
7094.058,4.04,0.1,0.666848333,800.218
7095.054,4.04,0,0.666848333,800.218
7096.051,4.04,0.1,0.666848333,800.218
7097.045,4.04,-0.1,0.666848333,800.218
7098.051,4.04,0.2,0.666848333,800.218
7099.049,4.04,0,0.666848333,800.218
7100.045,4.04,-0.1,0.666848333,800.218
7101.044,4.04,0,0.666848333,800.218
7102.044,4.04,0.1,0.666848333,800.218
7103.044,4.044,0,0.666848333,800.218
7104.058,4.044,-0.1,0.666848333,800.218
7105.052,4.044,0.1,0.666848333,800.218
7106.05,4.04,0.3,0.666848333,800.218
7107.048,4.04,0,0.666848333,800.218
7108.044,4.04,0,0.666848333,800.218
7109.055,4.044,0,0.666848333,800.218
7110.054,4.04,0,0.666848333,800.218
7111.053,4.04,0,0.666848333,800.218
7112.05,4.04,0,0.666848333,800.218
7113.047,4.04,-0.2,0.666848333,800.218
7114.044,4.04,0.1,0.666848333,800.218
7115.043,4.04,0.1,0.666848333,800.218
7116.057,4.04,0.2,0.666848333,800.218
7117.053,4.044,0.1,0.666848333,800.218
7118.049,4.04,0,0.666848333,800.218
7119.044,4.04,0.2,0.666848333,800.218
7120.043,4.04,-0.1,0.666848333,800.218
7121.055,4.04,0,0.666848333,800.218
7122.053,4.04,0,0.666848333,800.218
7123.049,4.04,-0.1,0.666848333,800.218
7124.043,4.04,-0.1,0.666848333,800.218
7125.058,4.04,0,0.666848333,800.218
7126.054,4.04,0.2,0.666848333,800.218
7127.053,4.044,0,0.666848333,800.218
7128.052,4.044,0,0.666848333,800.218
7129.052,4.04,0,0.666848333,800.218
7130.049,4.04,0,0.666848333,800.218
7131.046,4.04,-0.2,0.666848333,800.218
7132.056,4.04,0.1,0.666848333,800.218
7133.057,4.04,0.2,0.666848333,800.218
7134.053,4.04,-0.1,0.666848333,800.218
7135.047,4.04,0,0.666848333,800.218
7136.044,4.04,0.1,0.666848333,800.218
7137.043,4.044,0.2,0.666848333,800.218
7138.057,4.04,0.1,0.666848333,800.218
7139.054,4.04,-0.1,0.666848333,800.218
7140.054,4.04,0,0.666848333,800.218
7141.051,4.04,-0.3,0.666848333,800.218
7142.051,4.04,0,0.666848333,800.218
7143.045,4.036,0.1,0.666848333,800.218
7144.045,4.04,0.2,0.666848333,800.218
7145.047,4.04,-0.1,0.666848333,800.218
7146.056,4.04,-0.1,0.666848333,800.218
7147.055,4.044,0.1,0.666848333,800.218
7148.049,4.04,0.1,0.666848333,800.218
7149.045,4.04,0.2,0.666848333,800.218
7150.055,4.04,0.1,0.666848333,800.218
7151.055,4.04,0,0.666848333,800.218
7152.042,4.04,0.1,0.666848333,800.218
7153.054,4.04,0,0.666848333,800.218
7154.056,4.04,0.1,0.666848333,800.218
7155.057,4.044,0.2,0.666848333,800.218
7156.051,4.04,0,0.666848333,800.218
7157.05,4.036,0,0.666848333,800.218
7158.045,4.04,-0.1,0.666848333,800.218
7159.048,4.04,0.1,0.666848333,800.218
7160.042,4.04,0,0.666848333,800.218
7161.056,4.04,0,0.666848333,800.218
7162.053,4.04,0.1,0.666848333,800.218
7163.048,4.04,-0.3,0.666848333,800.218
7164.046,4.044,-0.1,0.666848333,800.218
7165.042,4.04,0.1,0.666848333,800.218
7166.042,4.04,0.2,0.666848333,800.218
7167.057,4.044,0.1,0.666848333,800.218
7168.055,4.04,-0.1,0.666848333,800.218
7169.056,4.04,0.1,0.666848333,800.218
7170.051,4.04,0.1,0.666848333,800.218
7171.046,4.04,-0.1,0.666848333,800.218
7172.045,4.04,0,0.666848333,800.218
7173.045,4.044,0,0.666848333,800.218
7174.056,4.04,0,0.666848333,800.218
7175.042,4.04,0.1,0.666848333,800.218
7176.054,4.04,0.1,0.666848333,800.218
7177.053,4.04,0.1,0.666848333,800.218
7178.051,4.044,0.2,0.666848333,800.218
7179.044,4.036,0,0.666848333,800.218
7180.052,4.04,0.2,0.666848333,800.218
7181.047,4.04,-0.1,0.666848333,800.218
7182.041,4.044,0.4,0.666848333,800.218
7183.054,4.04,0.1,0.666848333,800.218
7184.05,4.04,0.1,0.666848333,800.218
7185.047,4.04,0.1,0.666848333,800.218
7186.046,4.04,-0.1,0.666848333,800.218
7187.047,4.04,-0.1,0.666848333,800.218
7188.045,4.04,-0.1,0.666848333,800.218
7189.054,4.04,0.1,0.666848333,800.218
7190.052,4.04,-0.2,0.666848333,800.218
7191.053,4.044,0,0.666848333,800.218
7192.054,4.04,0,0.666848333,800.218
7193.049,4.04,0,0.666848333,800.218
7194.045,4.04,0.2,0.666848333,800.218
7195.05,4.04,-0.1,0.666848333,800.218
7196.05,4.04,-0.1,0.666848333,800.218
7197.046,4.04,0.1,0.666848333,800.218
7198.046,4.04,0.3,0.666848333,800.218
7199.043,4.04,0.3,0.666848333,800.218
7200.043,4.04,0,0.666848333,800.218
7201.056,4.044,0.3,0.666848333,800.218
7202.053,4.036,-0.1,0.666848333,800.218
7203.052,4.04,-0.1,0.666848333,800.218
7204.048,4.04,0,0.666848333,800.218
7205.044,4.04,0,0.666848333,800.218
7206.055,4.04,0,0.666848333,800.218
7207.052,4.04,0.1,0.666848333,800.218
7208.048,4.04,0,0.666848333,800.218
7209.046,4.04,0.1,0.666848333,800.218
7210.043,4.04,0,0.666848333,800.218
7211.041,4.04,0.2,0.666848333,800.218
7212.05,4.044,0,0.666848333,800.218
7213.049,4.04,0,0.666848333,800.218
7214.043,4.04,-0.1,0.666848333,800.218
7215.045,4.04,-0.1,0.666848333,800.218
7216.055,4.04,-0.1,0.666848333,800.218
7217.052,4.04,-0.2,0.666848333,800.218
7218.045,4.04,-0.1,0.666848333,800.218
7219.046,4.04,-0.1,0.666848333,800.218
7220.055,4.04,-0.1,0.666848333,800.218
7221.054,4.04,0.1,0.666848333,800.218
7222.052,4.04,0,0.666848333,800.218
7223.048,4.04,0,0.666848333,800.218
7224.048,4.04,0.1,0.666848333,800.218
7225.042,4.04,0.2,0.666848333,800.218
7226.056,4.04,0.1,0.666848333,800.218
7227.055,4.04,-0.3,0.666848333,800.218
7228.047,4.04,0.1,0.666848333,800.218
7229.044,4.04,0,0.666848333,800.218
7230.047,4.04,0.3,0.666848333,800.218
7231.044,4.036,-0.1,0.666848333,800.218
7232.052,4.04,-0.2,0.666848333,800.218
7233.05,4.044,0,0.666848333,800.218
7234.046,4.04,-0.1,0.666848333,800.218
7235.048,4.04,-0.2,0.666848333,800.218
7236.047,4.044,-0.1,0.666848333,800.218
7237.046,4.04,-0.1,0.666848333,800.218
7238.042,4.04,-0.1,0.666848333,800.218
7239.043,4.04,0.1,0.666848333,800.218
7240.039,4.04,0,0.666848333,800.218
7241.054,4.04,-0.1,0.666848333,800.218
7242.054,4.04,-0.1,0.666848333,800.218
7243.049,4.04,0.2,0.666848333,800.218
7244.046,4.04,0,0.666848333,800.218
7245.045,4.04,0.1,0.666848333,800.218
7246.046,4.04,-0.1,0.666848333,800.218
7247.04,4.04,-0.1,0.666848333,800.218
7248.052,4.04,0,0.666848333,800.218
7249.052,4.04,-0.2,0.666848333,800.218
7250.048,4.04,0.2,0.666848333,800.218
7251.054,4.04,0.1,0.666848333,800.218
7252.05,4.04,0.1,0.666848333,800.218
7253.047,4.04,0,0.666848333,800.218
7254.043,4.036,0.1,0.666848333,800.218
7255.053,4.04,0,0.666848333,800.218
7256.055,4.04,0.1,0.666848333,800.218
7257.04,4.04,0.2,0.666848333,800.218
7258.054,4.044,0,0.666848333,800.218
7259.051,4.04,-0.1,0.666848333,800.218
7260.047,4.04,0.1,0.666848333,800.218
7261.047,4.04,0.1,0.666848333,800.218
7262.045,4.04,-0.1,0.666848333,800.218
7263.052,4.04,-0.1,0.666848333,800.218
7264.053,4.04,0,0.666848333,800.218
7265.039,4.04,-0.1,0.666848333,800.218
7266.051,4.04,0,0.666848333,800.218
7267.053,4.04,0,0.666848333,800.218
7268.054,4.04,-0.1,0.666848333,800.218
7269.053,4.04,-0.1,0.666848333,800.218
7270.054,4.04,-0.2,0.666848333,800.218
7271.049,4.036,0.1,0.666848333,800.218
7272.047,4.04,-0.1,0.666848333,800.218
7273.046,4.04,-0.1,0.666848333,800.218
7274.051,4.04,0,0.666848333,800.218
7275.052,4.04,0.2,0.666848333,800.218
7276.05,4.04,-0.1,0.666848333,800.218
7277.043,4.04,0,0.666848333,800.218
7278.042,4.04,0.1,0.666848333,800.218
7279.054,4.044,0,0.666848333,800.218
7280.046,4.04,0,0.666848333,800.218
7281.042,4.04,0,0.666848333,800.218
7282.052,4.036,0.1,0.666848333,800.218
7283.052,4.036,-0.1,0.666848333,800.218
7284.049,4.04,0.1,0.666848333,800.218
7285.046,4.04,-0.1,0.666848333,800.218
7286.046,4.04,0.1,0.666848333,800.218
7287.043,4.04,-0.4,0.666848333,800.218
7288.04,4.04,0,0.666848333,800.218
7289.053,4.04,0.1,0.666848333,800.218
7290.05,4.04,-0.1,0.666848333,800.218
7291.048,4.04,0.1,0.666848333,800.218
7292.045,4.04,0,0.666848333,800.218
7293.041,4.04,0,0.666848333,800.218
7294.047,4.04,0.2,0.666848333,800.218
7295.045,4.04,0.1,0.666848333,800.218
7296.043,4.036,0.2,0.666848333,800.218
7297.043,4.04,0.1,0.666848333,800.218
7298.048,4.04,-0.1,0.666848333,800.218
7299.046,4.04,0.1,0.666848333,800.218
7300.048,4.04,-0.1,0.666848333,800.218
7301.046,4.04,-0.2,0.666848333,800.218
7302.045,4.036,0,0.666848333,800.218
7303.043,4.04,0.2,0.666848333,800.218
7304.039,4.04,0.1,0.666848333,800.218
7305.04,4.04,0,0.666848333,800.218
7306.052,4.036,0,0.666848333,800.218
7307.05,4.04,-0.2,0.666848333,800.218
7308.047,4.036,0.1,0.666848333,800.218
7309.043,4.04,0.1,0.666848333,800.218
7310.039,4.04,0,0.666848333,800.218
7311.042,4.04,-0.1,0.666848333,800.218
7312.039,4.04,0.2,0.666848333,800.218
7313.052,4.04,0,0.666848333,800.218
7314.047,4.036,0,0.666848333,800.218
7315.044,4.04,0,0.666848333,800.218
7316.04,4.04,0,0.666848333,800.218
7317.04,4.036,-0.2,0.666848333,800.218
7318.049,4.04,0.1,0.666848333,800.218
7319.043,4.04,0.1,0.666848333,800.218
7320.041,4.036,0.2,0.666848333,800.218
7321.038,4.036,0,0.666848333,800.218
7322.051,4.04,0,0.666848333,800.218
7323.047,4.04,0,0.666848333,800.218
7324.046,4.04,0,0.666848333,800.218
7325.049,4.04,0.1,0.666848333,800.218
7326.047,4.036,0.1,0.666848333,800.218
7327.046,4.036,-0.2,0.666848333,800.218
7328.041,4.04,0.2,0.666848333,800.218
7329.039,4.04,0,0.666848333,800.218
7330.05,4.04,0,0.666848333,800.218
7331.047,4.04,-0.1,0.666848333,800.218
7332.045,4.04,0,0.666848333,800.218
7333.042,4.04,0.1,0.666848333,800.218
7334.039,4.04,0.2,0.666848333,800.218
7335.05,4.036,0,0.666848333,800.218
7336.051,4.04,-0.1,0.666848333,800.218
7337.046,4.04,0.1,0.666848333,800.218
7338.042,4.036,0.1,0.666848333,800.218
7339.041,4.04,-0.1,0.666848333,800.218
7340.042,4.04,0.2,0.666848333,800.218
7341.046,4.04,0,0.666848333,800.218
7342.045,4.036,0.3,0.666848333,800.218
7343.041,4.036,0.1,0.666848333,800.218
7344.037,4.04,-0.1,0.666848333,800.218
7345.051,4.04,0.1,0.666848333,800.218
7346.047,4.04,0,0.666848333,800.218
7347.048,4.04,-0.2,0.666848333,800.218
7348.045,4.04,0.1,0.666848333,800.218
7349.041,4.04,0.1,0.666848333,800.218
7350.04,4.04,0.4,0.666848333,800.218
7351.037,4.04,-0.1,0.666848333,800.218
7352.046,4.04,0.1,0.666848333,800.218
7353.043,4.036,-0.2,0.666848333,800.218
7354.038,4.04,-0.1,0.666848333,800.218
7355.048,4.04,0.1,0.666848333,800.218
7356.047,4.04,0.1,0.666848333,800.218
7357.046,4.04,-0.1,0.666848333,800.218
7358.041,4.04,-0.1,0.666848333,800.218
7359.038,4.04,0,0.666848333,800.218
7360.044,4.04,-0.1,0.666848333,800.218
7361.043,4.04,0,0.666848333,800.218
7362.039,4.04,-0.1,0.666848333,800.218
7363.038,4.04,0.1,0.666848333,800.218
7364.049,4.04,0.1,0.666848333,800.218
7365.047,4.04,-0.1,0.666848333,800.218
7366.042,4.04,-0.1,0.666848333,800.218
7367.042,4.036,-0.3,0.666848333,800.218
7368.04,4.04,-0.3,0.666848333,800.218
7369.043,4.04,-0.2,0.666848333,800.218
