time_s,voltage_V,current_A,soc_k,soc_c,state,timestamp
19.129,4.164,-0.0,1.0,1.0,CHG,2026-01-18 20:37:45.215
20.126,4.164,-0.0,1.0,1.0,CHG,2026-01-18 20:37:46.212
21.13,4.168,0.0,1.0,1.0,CHG,2026-01-18 20:37:47.216
22.128,4.168,-0.0,1.0,1.0,CHG,2026-01-18 20:37:48.214
23.134,4.168,-0.0,1.0,1.0,CHG,2026-01-18 20:37:49.220
24.139,4.168,-0.0,1.0,1.0,CHG,2026-01-18 20:37:50.225
25.132,4.164,-0.0,1.0,1.0,CHG,2026-01-18 20:37:51.218
26.143,4.16,-0.0,1.0,1.0,CHG,2026-01-18 20:37:52.229
27.141,4.168,0.0,1.0,1.0,CHG,2026-01-18 20:37:53.227
28.136,4.168,-0.0,1.0,1.0,CHG,2026-01-18 20:37:54.222
30.336,4.124,-0.374,0.8290000000000001,1.0,CHG,2026-01-18 20:37:56.422
31.338,4.124,-0.372,0.843,1.0,CHG,2026-01-18 20:37:57.424
32.343,4.124,-0.37,0.853,1.0,CHG,2026-01-18 20:37:58.429
33.344,4.124,-0.37,0.861,1.0,CHG,2026-01-18 20:37:59.430
34.357,4.124,-0.37,0.868,1.0,CHG,2026-01-18 20:38:00.443
35.356,4.112,-0.369,0.872,1.0,CHG,2026-01-18 20:38:01.442
36.361,4.124,-0.37,0.878,0.9990000000000001,CHG,2026-01-18 20:38:02.447
37.352,4.112,-0.37,0.8809999999999999,0.9990000000000001,CHG,2026-01-18 20:38:03.438
38.357,4.108,-0.37,0.884,0.9990000000000001,CHG,2026-01-18 20:38:04.443
39.362,4.116,-0.37,0.887,0.9990000000000001,CHG,2026-01-18 20:38:05.448
40.366,4.112,-0.369,0.89,0.9990000000000001,CHG,2026-01-18 20:38:06.452
41.372,4.108,-0.369,0.893,0.9990000000000001,CHG,2026-01-18 20:38:07.458
42.374,4.108,-0.369,0.895,0.9990000000000001,CHG,2026-01-18 20:38:08.460
43.371,4.112,-0.369,0.898,0.9990000000000001,CHG,2026-01-18 20:38:09.457
44.363,4.112,-0.368,0.9,0.9990000000000001,CHG,2026-01-18 20:38:10.449
45.374,4.112,-0.368,0.903,0.9990000000000001,CHG,2026-01-18 20:38:11.460
46.382,4.108,-0.368,0.905,0.9990000000000001,CHG,2026-01-18 20:38:12.468
47.381,4.112,-0.368,0.9079999999999999,0.9990000000000001,CHG,2026-01-18 20:38:13.467
48.382,4.104,-0.367,0.909,0.998,CHG,2026-01-18 20:38:14.468
49.383,4.104,-0.367,0.9109999999999999,0.998,CHG,2026-01-18 20:38:15.469
50.39,4.104,-0.367,0.9129999999999999,0.998,CHG,2026-01-18 20:38:16.476
51.388,4.1,-0.367,0.914,0.998,CHG,2026-01-18 20:38:17.474
52.388,4.1,-0.367,0.915,0.998,CHG,2026-01-18 20:38:18.474
53.393,4.104,-0.366,0.917,0.998,CHG,2026-01-18 20:38:19.479
54.388,4.1,-0.366,0.9179999999999999,0.998,CHG,2026-01-18 20:38:20.474
55.401,4.1,-0.366,0.919,0.998,CHG,2026-01-18 20:38:21.487
56.402,4.1,-0.367,0.9209999999999999,0.998,CHG,2026-01-18 20:38:22.488
57.39,4.104,-0.367,0.922,0.998,CHG,2026-01-18 20:38:23.476
58.394,4.1,-0.367,0.9229999999999999,0.998,CHG,2026-01-18 20:38:24.480
59.397,4.096,-0.366,0.924,0.998,CHG,2026-01-18 20:38:25.483
60.404,4.1,-0.367,0.925,0.997,CHG,2026-01-18 20:38:26.490
61.407,4.092,-0.366,0.9259999999999999,0.997,CHG,2026-01-18 20:38:27.493
62.415,4.1,-0.366,0.927,0.997,CHG,2026-01-18 20:38:28.501
63.404,4.092,-0.367,0.9279999999999999,0.997,CHG,2026-01-18 20:38:29.490
64.413,4.096,-0.366,0.929,0.997,CHG,2026-01-18 20:38:30.499
65.414,4.096,-0.366,0.929,0.997,CHG,2026-01-18 20:38:31.500
66.416,4.1,-0.367,0.9309999999999999,0.997,CHG,2026-01-18 20:38:32.502
67.418,4.096,-0.367,0.9309999999999999,0.997,CHG,2026-01-18 20:38:33.504
68.418,4.1,-0.366,0.9329999999999999,0.997,CHG,2026-01-18 20:38:34.504
69.419,4.1,-0.366,0.934,0.997,CHG,2026-01-18 20:38:35.505
70.417,4.088,-0.366,0.934,0.997,CHG,2026-01-18 20:38:36.503
71.429,4.096,-0.366,0.935,0.996,CHG,2026-01-18 20:38:37.515
72.427,4.092,-0.366,0.935,0.996,CHG,2026-01-18 20:38:38.513
73.433,4.092,-0.366,0.9359999999999999,0.996,CHG,2026-01-18 20:38:39.519
74.434,4.096,-0.366,0.937,0.996,CHG,2026-01-18 20:38:40.520
75.434,4.096,-0.366,0.938,0.996,CHG,2026-01-18 20:38:41.520
76.436,4.092,-0.366,0.938,0.996,CHG,2026-01-18 20:38:42.522
77.439,4.092,-0.366,0.9390000000000001,0.996,CHG,2026-01-18 20:38:43.525
78.437,4.088,-0.366,0.9390000000000001,0.996,CHG,2026-01-18 20:38:44.523
79.436,4.088,-0.366,0.94,0.996,CHG,2026-01-18 20:38:45.522
80.448,4.088,-0.366,0.94,0.996,CHG,2026-01-18 20:38:46.534
81.444,4.092,-0.366,0.941,0.996,CHG,2026-01-18 20:38:47.530
82.449,4.084,-0.366,0.941,0.996,CHG,2026-01-18 20:38:48.535
83.453,4.084,-0.366,0.941,0.995,CHG,2026-01-18 20:38:49.539
84.446,4.092,-0.366,0.9420000000000001,0.995,CHG,2026-01-18 20:38:50.532
85.457,4.088,-0.365,0.9420000000000001,0.995,CHG,2026-01-18 20:38:51.543
86.45,4.084,-0.366,0.9420000000000001,0.995,CHG,2026-01-18 20:38:52.536
87.457,4.084,-0.366,0.943,0.995,CHG,2026-01-18 20:38:53.543
88.452,4.084,-0.366,0.943,0.995,CHG,2026-01-18 20:38:54.538
89.465,4.08,-0.366,0.943,0.995,CHG,2026-01-18 20:38:55.551
90.463,4.088,-0.366,0.943,0.995,CHG,2026-01-18 20:38:56.549
91.457,4.084,-0.366,0.943,0.995,CHG,2026-01-18 20:38:57.543
92.474,4.084,-0.366,0.9440000000000001,0.995,CHG,2026-01-18 20:38:58.560
93.47,4.084,-0.366,0.9440000000000001,0.995,CHG,2026-01-18 20:38:59.556
94.466,4.084,-0.366,0.9440000000000001,0.995,CHG,2026-01-18 20:39:00.552
95.466,4.08,-0.366,0.9440000000000001,0.9940000000000001,CHG,2026-01-18 20:39:01.552
96.475,4.084,-0.366,0.945,0.9940000000000001,CHG,2026-01-18 20:39:02.561
97.47,4.084,-0.366,0.945,0.9940000000000001,CHG,2026-01-18 20:39:03.556
98.475,4.08,-0.366,0.945,0.9940000000000001,CHG,2026-01-18 20:39:04.561
99.472,4.08,-0.366,0.945,0.9940000000000001,CHG,2026-01-18 20:39:05.558
100.486,4.084,-0.365,0.945,0.9940000000000001,CHG,2026-01-18 20:39:06.572
101.49,4.08,-0.366,0.945,0.9940000000000001,CHG,2026-01-18 20:39:07.576
102.489,4.08,-0.366,0.945,0.9940000000000001,CHG,2026-01-18 20:39:08.575
103.491,4.08,-0.366,0.946,0.9940000000000001,CHG,2026-01-18 20:39:09.577
104.491,4.08,-0.366,0.946,0.9940000000000001,CHG,2026-01-18 20:39:10.577
105.484,4.084,-0.366,0.946,0.9940000000000001,CHG,2026-01-18 20:39:11.570
106.493,4.076,-0.366,0.946,0.9940000000000001,CHG,2026-01-18 20:39:12.579
107.497,4.08,-0.366,0.946,0.993,CHG,2026-01-18 20:39:13.583
108.505,4.08,-0.366,0.946,0.993,CHG,2026-01-18 20:39:14.591
109.497,4.076,-0.366,0.946,0.993,CHG,2026-01-18 20:39:15.583
110.501,4.08,-0.365,0.946,0.993,CHG,2026-01-18 20:39:16.587
111.497,4.076,-0.366,0.946,0.993,CHG,2026-01-18 20:39:17.583
112.511,4.076,-0.366,0.946,0.993,CHG,2026-01-18 20:39:18.597
113.508,4.08,-0.366,0.946,0.993,CHG,2026-01-18 20:39:19.594
114.509,4.08,-0.366,0.946,0.993,CHG,2026-01-18 20:39:20.595
115.518,4.08,-0.365,0.9470000000000001,0.993,CHG,2026-01-18 20:39:21.604
116.512,4.08,-0.366,0.9470000000000001,0.993,CHG,2026-01-18 20:39:22.598
117.509,4.076,-0.366,0.9470000000000001,0.993,CHG,2026-01-18 20:39:23.595
118.512,4.076,-0.366,0.9470000000000001,0.993,CHG,2026-01-18 20:39:24.598
119.518,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:25.604
120.522,4.072,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:26.608
121.531,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:27.617
122.532,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:28.618
123.522,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:29.608
124.523,4.08,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:30.609
125.524,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:31.610
126.539,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:32.625
127.539,4.072,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:33.625
128.536,4.072,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:34.622
129.541,4.076,-0.366,0.9470000000000001,0.992,CHG,2026-01-18 20:39:35.627
130.548,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:36.634
131.546,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:37.632
132.542,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:38.628
133.542,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:39.628
134.554,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:40.640
135.559,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:41.645
136.56,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:42.646
137.558,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:43.644
138.566,4.068,-0.366,0.9470000000000001,0.991,CHG,2026-01-18 20:39:44.652
139.552,4.072,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:45.638
140.561,4.068,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:46.647
141.566,4.076,-0.365,0.9470000000000001,0.991,CHG,2026-01-18 20:39:47.652
142.57,4.072,-0.365,0.9470000000000001,0.99,CHG,2026-01-18 20:39:48.656
143.566,4.072,-0.366,0.9470000000000001,0.99,CHG,2026-01-18 20:39:49.652
144.569,4.068,-0.365,0.9470000000000001,0.99,CHG,2026-01-18 20:39:50.655
145.577,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:51.663
146.571,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:52.657
147.582,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:53.668
148.581,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:54.667
149.572,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:55.658
150.576,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:56.662
151.585,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:57.671
152.584,4.068,-0.366,0.946,0.99,CHG,2026-01-18 20:39:58.670
153.591,4.068,-0.365,0.946,0.99,CHG,2026-01-18 20:39:59.677
154.596,4.068,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:00.682
155.589,4.068,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:01.675
156.593,4.072,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:02.679
157.594,4.064,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:03.680
158.595,4.068,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:04.681
159.603,4.072,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:05.689
160.603,4.064,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:06.689
161.603,4.068,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:07.689
162.6,4.068,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:08.686
163.6,4.068,-0.365,0.946,0.9890000000000001,CHG,2026-01-18 20:40:09.686
164.604,4.068,-0.365,0.945,0.9890000000000001,CHG,2026-01-18 20:40:10.690
165.614,4.064,-0.365,0.945,0.9890000000000001,CHG,2026-01-18 20:40:11.700
166.62,4.068,-0.365,0.945,0.988,CHG,2026-01-18 20:40:12.706
167.616,4.068,-0.365,0.945,0.988,CHG,2026-01-18 20:40:13.702
168.61,4.068,-0.365,0.945,0.988,CHG,2026-01-18 20:40:14.696
169.624,4.06,-0.365,0.945,0.988,CHG,2026-01-18 20:40:15.710
170.614,4.068,-0.365,0.945,0.988,CHG,2026-01-18 20:40:16.700
171.625,4.064,-0.365,0.945,0.988,CHG,2026-01-18 20:40:17.711
172.619,4.064,-0.365,0.945,0.988,CHG,2026-01-18 20:40:18.705
173.621,4.068,-0.365,0.945,0.988,CHG,2026-01-18 20:40:19.707
174.623,4.064,-0.365,0.945,0.988,CHG,2026-01-18 20:40:20.709
175.638,4.064,-0.365,0.945,0.988,CHG,2026-01-18 20:40:21.724
176.641,4.064,-0.365,0.945,0.988,CHG,2026-01-18 20:40:22.727
177.637,4.056,-0.365,0.945,0.988,CHG,2026-01-18 20:40:23.723
178.631,4.06,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:24.717
179.638,4.064,-0.365,0.9440000000000001,0.987,CHG,2026-01-18 20:40:25.724
180.647,4.068,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:26.733
181.641,4.068,-0.365,0.9440000000000001,0.987,CHG,2026-01-18 20:40:27.727
182.652,4.068,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:28.738
183.646,4.06,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:29.732
184.653,4.064,-0.365,0.9440000000000001,0.987,CHG,2026-01-18 20:40:30.739
185.657,4.06,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:31.743
186.654,4.06,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:32.740
187.662,4.064,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:33.748
188.662,4.06,-0.364,0.9440000000000001,0.987,CHG,2026-01-18 20:40:34.748
189.659,4.064,-0.365,0.9440000000000001,0.986,CHG,2026-01-18 20:40:35.745
190.664,4.068,-0.364,0.9440000000000001,0.986,CHG,2026-01-18 20:40:36.750
191.659,4.056,-0.364,0.9440000000000001,0.986,CHG,2026-01-18 20:40:37.745
192.664,4.06,-0.364,0.9440000000000001,0.986,CHG,2026-01-18 20:40:38.750
193.659,4.068,-0.364,0.9440000000000001,0.986,CHG,2026-01-18 20:40:39.745
194.673,4.06,-0.364,0.943,0.986,CHG,2026-01-18 20:40:40.759
195.673,4.064,-0.364,0.943,0.986,CHG,2026-01-18 20:40:41.759
196.679,4.064,-0.364,0.943,0.986,CHG,2026-01-18 20:40:42.765
197.674,4.06,-0.364,0.943,0.986,CHG,2026-01-18 20:40:43.760
198.679,4.052,-0.364,0.943,0.986,CHG,2026-01-18 20:40:44.765
199.679,4.06,-0.364,0.943,0.986,CHG,2026-01-18 20:40:45.765
200.687,4.06,-0.364,0.943,0.986,CHG,2026-01-18 20:40:46.773
201.676,4.068,-0.364,0.943,0.985,CHG,2026-01-18 20:40:47.762
202.693,4.064,-0.364,0.943,0.985,CHG,2026-01-18 20:40:48.779
203.691,4.056,-0.364,0.943,0.985,CHG,2026-01-18 20:40:49.777
204.69,4.06,-0.364,0.943,0.985,CHG,2026-01-18 20:40:50.776
205.694,4.056,-0.364,0.943,0.985,CHG,2026-01-18 20:40:51.780
206.7,4.06,-0.364,0.943,0.985,CHG,2026-01-18 20:40:52.786
207.7,4.06,-0.364,0.943,0.985,CHG,2026-01-18 20:40:53.786
208.694,4.06,-0.364,0.9420000000000001,0.985,CHG,2026-01-18 20:40:54.780
209.702,4.06,-0.365,0.9420000000000001,0.985,CHG,2026-01-18 20:40:55.788
210.705,4.06,-0.364,0.9420000000000001,0.985,CHG,2026-01-18 20:40:56.791
211.707,4.064,-0.364,0.9420000000000001,0.985,CHG,2026-01-18 20:40:57.793
212.708,4.052,-0.364,0.9420000000000001,0.985,CHG,2026-01-18 20:40:58.794
213.708,4.056,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:40:59.794
214.715,4.064,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:00.801
215.718,4.06,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:01.804
216.713,4.056,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:02.799
217.714,4.056,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:03.800
218.712,4.056,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:04.798
219.719,4.06,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:05.805
220.718,4.06,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:06.804
221.719,4.06,-0.364,0.9420000000000001,0.9840000000000001,CHG,2026-01-18 20:41:07.805
222.72,4.056,-0.364,0.941,0.9840000000000001,CHG,2026-01-18 20:41:08.806
223.72,4.056,-0.364,0.941,0.9840000000000001,CHG,2026-01-18 20:41:09.806
224.731,4.056,-0.364,0.941,0.9840000000000001,CHG,2026-01-18 20:41:10.817
225.736,4.056,-0.364,0.941,0.983,CHG,2026-01-18 20:41:11.822
226.729,4.06,-0.364,0.941,0.983,CHG,2026-01-18 20:41:12.815
227.73,4.056,-0.364,0.941,0.983,CHG,2026-01-18 20:41:13.816
228.736,4.056,-0.364,0.941,0.983,CHG,2026-01-18 20:41:14.822
229.732,4.056,-0.364,0.941,0.983,CHG,2026-01-18 20:41:15.818
230.746,4.052,-0.364,0.941,0.983,CHG,2026-01-18 20:41:16.832
231.749,4.052,-0.364,0.941,0.983,CHG,2026-01-18 20:41:17.835
232.745,4.052,-0.364,0.941,0.983,CHG,2026-01-18 20:41:18.831
233.741,4.06,-0.364,0.941,0.983,CHG,2026-01-18 20:41:19.827
234.749,4.056,-0.364,0.94,0.983,CHG,2026-01-18 20:41:20.835
235.758,4.056,-0.364,0.94,0.983,CHG,2026-01-18 20:41:21.844
236.752,4.056,-0.364,0.94,0.983,CHG,2026-01-18 20:41:22.838
237.752,4.064,-0.364,0.94,0.982,CHG,2026-01-18 20:41:23.838
238.761,4.06,-0.364,0.94,0.982,CHG,2026-01-18 20:41:24.847
239.762,4.056,-0.364,0.94,0.982,CHG,2026-01-18 20:41:25.848
240.758,4.056,-0.364,0.94,0.982,CHG,2026-01-18 20:41:26.844
241.76,4.06,-0.363,0.94,0.982,CHG,2026-01-18 20:41:27.846
242.764,4.056,-0.364,0.94,0.982,CHG,2026-01-18 20:41:28.850
243.765,4.052,-0.364,0.94,0.982,CHG,2026-01-18 20:41:29.851
244.766,4.052,-0.364,0.94,0.982,CHG,2026-01-18 20:41:30.852
245.775,4.056,-0.364,0.94,0.982,CHG,2026-01-18 20:41:31.861
246.774,4.052,-0.364,0.94,0.982,CHG,2026-01-18 20:41:32.860
247.773,4.052,-0.363,0.94,0.982,CHG,2026-01-18 20:41:33.859
248.777,4.056,-0.364,0.94,0.982,CHG,2026-01-18 20:41:34.863
249.774,4.056,-0.364,0.94,0.981,CHG,2026-01-18 20:41:35.860
250.776,4.056,-0.363,0.9390000000000001,0.981,CHG,2026-01-18 20:41:36.862
251.785,4.052,-0.363,0.9390000000000001,0.981,CHG,2026-01-18 20:41:37.871
252.784,4.056,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:38.870
253.789,4.056,-0.363,0.9390000000000001,0.981,CHG,2026-01-18 20:41:39.875
254.787,4.056,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:40.873
255.785,4.048,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:41.871
256.789,4.06,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:42.875
257.799,4.052,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:43.885
258.797,4.06,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:44.883
259.798,4.048,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:45.884
260.793,4.052,-0.364,0.9390000000000001,0.981,CHG,2026-01-18 20:41:46.879
261.801,4.048,-0.364,0.9390000000000001,0.98,CHG,2026-01-18 20:41:47.887
262.809,4.056,-0.364,0.9390000000000001,0.98,CHG,2026-01-18 20:41:48.895
263.799,4.052,-0.363,0.9390000000000001,0.98,CHG,2026-01-18 20:41:49.885
264.808,4.052,-0.363,0.9390000000000001,0.98,CHG,2026-01-18 20:41:50.894
265.812,4.052,-0.363,0.938,0.98,CHG,2026-01-18 20:41:51.898
266.805,4.048,-0.363,0.938,0.98,CHG,2026-01-18 20:41:52.891
267.807,4.052,-0.363,0.938,0.98,CHG,2026-01-18 20:41:53.893
268.823,4.052,-0.364,0.938,0.98,CHG,2026-01-18 20:41:54.909
269.82,4.056,-0.364,0.938,0.98,CHG,2026-01-18 20:41:55.906
270.821,4.048,-0.364,0.938,0.98,CHG,2026-01-18 20:41:56.907
271.816,4.056,-0.364,0.938,0.98,CHG,2026-01-18 20:41:57.902
272.817,4.048,-0.363,0.938,0.9790000000000001,CHG,2026-01-18 20:41:58.903
273.824,4.052,-0.364,0.938,0.9790000000000001,CHG,2026-01-18 20:41:59.910
274.828,4.052,-0.364,0.938,0.9790000000000001,CHG,2026-01-18 20:42:00.914
275.835,4.048,-0.364,0.938,0.9790000000000001,CHG,2026-01-18 20:42:01.921
276.836,4.052,-0.363,0.938,0.9790000000000001,CHG,2026-01-18 20:42:02.922
277.826,4.048,-0.363,0.937,0.9790000000000001,CHG,2026-01-18 20:42:03.912
278.831,4.048,-0.364,0.937,0.9790000000000001,CHG,2026-01-18 20:42:04.917
279.837,4.048,-0.364,0.937,0.9790000000000001,CHG,2026-01-18 20:42:05.923
280.837,4.056,-0.363,0.937,0.9790000000000001,CHG,2026-01-18 20:42:06.923
281.844,4.056,-0.363,0.937,0.9790000000000001,CHG,2026-01-18 20:42:07.930
282.838,4.056,-0.363,0.937,0.9790000000000001,CHG,2026-01-18 20:42:08.924
283.843,4.052,-0.363,0.937,0.9790000000000001,CHG,2026-01-18 20:42:09.929
284.85,4.056,-0.363,0.937,0.978,CHG,2026-01-18 20:42:10.936
285.856,4.052,-0.363,0.937,0.978,CHG,2026-01-18 20:42:11.942
286.859,4.052,-0.363,0.937,0.978,CHG,2026-01-18 20:42:12.945
287.852,4.052,-0.363,0.937,0.978,CHG,2026-01-18 20:42:13.938
288.854,4.052,-0.363,0.937,0.978,CHG,2026-01-18 20:42:14.940
289.862,4.052,-0.363,0.937,0.978,CHG,2026-01-18 20:42:15.948
290.864,4.048,-0.363,0.937,0.978,CHG,2026-01-18 20:42:16.950
291.86,4.048,-0.363,0.937,0.978,CHG,2026-01-18 20:42:17.946
292.865,4.048,-0.363,0.937,0.978,CHG,2026-01-18 20:42:18.951
293.863,4.048,-0.363,0.937,0.978,CHG,2026-01-18 20:42:19.949
294.868,4.052,-0.364,0.937,0.978,CHG,2026-01-18 20:42:20.954
295.868,4.044,-0.363,0.9359999999999999,0.978,CHG,2026-01-18 20:42:21.954
296.87,4.048,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:22.956
297.874,4.044,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:23.960
298.874,4.056,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:24.960
299.881,4.048,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:25.967
300.879,4.044,-0.364,0.9359999999999999,0.977,CHG,2026-01-18 20:42:26.965
301.88,4.048,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:27.966
302.884,4.044,-0.364,0.9359999999999999,0.977,CHG,2026-01-18 20:42:28.970
303.883,4.056,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:29.969
304.885,4.044,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:30.971
305.892,4.056,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:31.978
306.895,4.056,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:32.981
307.898,4.052,-0.363,0.9359999999999999,0.977,CHG,2026-01-18 20:42:33.984
308.895,4.052,-0.363,0.9359999999999999,0.976,CHG,2026-01-18 20:42:34.981
309.899,4.048,-0.363,0.9359999999999999,0.976,CHG,2026-01-18 20:42:35.985
310.904,4.048,-0.363,0.9359999999999999,0.976,CHG,2026-01-18 20:42:36.990
311.901,4.052,-0.363,0.9359999999999999,0.976,CHG,2026-01-18 20:42:37.987
312.901,4.048,-0.363,0.935,0.976,CHG,2026-01-18 20:42:38.987
313.903,4.048,-0.363,0.935,0.976,CHG,2026-01-18 20:42:39.989
314.903,4.048,-0.363,0.935,0.976,CHG,2026-01-18 20:42:40.989
