time_s,voltage_V,current_A,soc_thuc
131.809,4.048,-0.3581,0.9906
132.808,4.044,-0.3579,0.9905
133.807,4.044,-0.3582,0.9904
134.81,4.044,-0.358,0.9904
135.81,4.044,-0.3579,0.9903
136.805,4.044,-0.3582,0.9902
137.805,4.044,-0.3582,0.9901
138.804,4.044,-0.3578,0.99
139.816,4.044,-0.3579,0.9899
140.81,4.044,-0.3578,0.9899
141.81,4.04,-0.3579,0.9898
142.806,4.044,-0.3577,0.9897
143.807,4.044,-0.3581,0.9896
144.804,4.04,-0.3577,0.9895
145.808,4.04,-0.3581,0.9894
146.813,4.044,-0.3578,0.9894
147.807,4.044,-0.358,0.9893
148.815,4.044,-0.3579,0.9892
149.806,4.044,-0.3576,0.9891
150.816,4.04,-0.3578,0.989
151.804,4.04,-0.3579,0.9889
152.811,4.04,-0.3579,0.9889
153.816,4.036,-0.3581,0.9888
154.816,4.04,-0.3578,0.9887
155.804,4.04,-0.3579,0.9886
156.811,4.04,-0.3578,0.9885
157.812,4.04,-0.358,0.9884
158.8,4.04,-0.3578,0.9884
159.803,4.044,-0.3577,0.9883
160.808,4.044,-0.3579,0.9882
161.813,4.044,-0.3577,0.9881
162.817,4.04,-0.358,0.988
163.81,4.04,-0.3579,0.988
164.817,4.04,-0.3578,0.9879
165.81,4.04,-0.358,0.9878
166.813,4.04,-0.358,0.9877
167.804,4.04,-0.3577,0.9876
168.804,4.04,-0.3578,0.9875
169.81,4.04,-0.3576,0.9875
170.803,4.04,-0.3576,0.9874
171.808,4.04,-0.3578,0.9873
172.816,4.036,-0.3579,0.9872
173.808,4.036,-0.3578,0.9871
174.821,4.04,-0.3576,0.987
175.809,4.04,-0.3578,0.987
176.813,4.04,-0.3577,0.9869
177.804,4.04,-0.3579,0.9868
178.81,4.036,-0.3576,0.9867
179.819,4.036,-0.3578,0.9866
180.809,4.036,-0.3576,0.9865
181.802,4.04,-0.3575,0.9865
182.81,4.04,-0.3573,0.9864
183.815,4.04,-0.3575,0.9863
184.806,4.036,-0.3573,0.9862
185.81,4.04,-0.3575,0.9861
186.802,4.04,-0.3575,0.986
187.809,4.036,-0.3577,0.986
188.817,4.04,-0.3573,0.9859
189.806,4.036,-0.3573,0.9858
190.812,4.036,-0.3575,0.9857
191.815,4.036,-0.3575,0.9856
192.802,4.036,-0.3576,0.9856
193.809,4.036,-0.3573,0.9855
194.811,4.04,-0.3574,0.9854
195.803,4.036,-0.3577,0.9853
196.81,4.04,-0.3572,0.9852
197.805,4.036,-0.3572,0.9851
198.81,4.036,-0.3573,0.9851
199.816,4.036,-0.3572,0.985
200.804,4.036,-0.3572,0.9849
201.806,4.032,-0.3571,0.9848
202.805,4.036,-0.3574,0.9847
203.807,4.036,-0.3571,0.9846
204.819,4.032,-0.357,0.9846
205.803,4.036,-0.3573,0.9845
206.805,4.036,-0.3572,0.9844
207.806,4.036,-0.3571,0.9843
208.803,4.036,-0.357,0.9842
209.802,4.036,-0.3573,0.9841
210.815,4.036,-0.3572,0.9841
211.807,4.036,-0.3571,0.984
212.815,4.036,-0.357,0.9839
213.802,4.036,-0.3573,0.9838
214.805,4.032,-0.3572,0.9837
215.81,4.032,-0.3571,0.9836
216.803,4.032,-0.3573,0.9836
217.804,4.032,-0.3573,0.9835
218.811,4.032,-0.3569,0.9834
219.816,4.036,-0.357,0.9833
220.806,4.036,-0.357,0.9832
221.81,4.032,-0.357,0.9832
222.804,4.036,-0.3569,0.9831
223.801,4.036,-0.3572,0.983
224.805,4.032,-0.3569,0.9829
225.814,4.032,-0.357,0.9828
226.801,4.032,-0.3569,0.9827
227.812,4.032,-0.3571,0.9827
228.808,4.032,-0.3569,0.9826
229.815,4.036,-0.357,0.9825
230.808,4.032,-0.357,0.9824
231.807,4.032,-0.3571,0.9823
232.802,4.036,-0.3569,0.9822
233.812,4.032,-0.357,0.9822
234.814,4.032,-0.3571,0.9821
235.817,4.032,-0.357,0.982
236.815,4.032,-0.3567,0.9819
237.805,4.032,-0.3571,0.9818
238.809,4.032,-0.357,0.9817
239.802,4.032,-0.357,0.9817
240.804,4.032,-0.3569,0.9816
241.812,4.032,-0.3569,0.9815
242.816,4.032,-0.357,0.9814
243.806,4.032,-0.3568,0.9813
244.815,4.032,-0.3572,0.9813
245.808,4.032,-0.3569,0.9812
246.812,4.032,-0.357,0.9811
247.803,4.032,-0.3572,0.981
248.805,4.032,-0.3567,0.9809
249.81,4.028,-0.357,0.9808
250.813,4.032,-0.3568,0.9808
251.803,4.032,-0.3568,0.9807
252.808,4.032,-0.3569,0.9806
253.814,4.032,-0.3565,0.9805
254.805,4.028,-0.3568,0.9804
255.805,4.032,-0.357,0.9803
256.812,4.032,-0.3568,0.9803
257.807,4.028,-0.3567,0.9802
258.812,4.032,-0.3567,0.9801
259.801,4.028,-0.3569,0.98
260.802,4.028,-0.3569,0.9799
261.8,4.032,-0.3567,0.9798
262.803,4.032,-0.3567,0.9798
263.807,4.032,-0.3568,0.9797
264.804,4.028,-0.3569,0.9796
265.807,4.032,-0.3569,0.9795
266.812,4.032,-0.3568,0.9794
267.8,4.028,-0.3565,0.9794
268.808,4.028,-0.3568,0.9793
269.813,4.032,-0.3568,0.9792
270.804,4.028,-0.357,0.9791
271.807,4.028,-0.3568,0.979
272.804,4.028,-0.3568,0.9789
273.803,4.028,-0.3567,0.9789
274.802,4.028,-0.3567,0.9788
275.8,4.028,-0.3569,0.9787
276.802,4.032,-0.3568,0.9786
277.809,4.028,-0.3568,0.9785
278.813,4.028,-0.3569,0.9784
279.803,4.028,-0.3567,0.9784
280.81,4.028,-0.3567,0.9783
281.8,4.028,-0.3567,0.9782
282.808,4.028,-0.3564,0.9781
283.812,4.028,-0.3565,0.978
284.805,4.032,-0.3568,0.978
285.812,4.028,-0.3567,0.9779
286.805,4.028,-0.3565,0.9778
287.814,4.028,-0.3567,0.9777
288.805,4.028,-0.3567,0.9776
289.813,4.028,-0.3567,0.9775
290.803,4.028,-0.3564,0.9775
291.812,4.028,-0.3564,0.9774
292.801,4.028,-0.3565,0.9773
293.807,4.028,-0.3565,0.9772
294.801,4.028,-0.3567,0.9771
295.804,4.028,-0.3566,0.977
296.813,4.024,-0.3567,0.977
297.804,4.028,-0.3567,0.9769
298.807,4.028,-0.3567,0.9768
299.811,4.028,-0.3565,0.9767
300.801,4.024,-0.3563,0.9766
301.803,4.024,-0.3566,0.9765
302.811,4.028,-0.3564,0.9765
303.802,4.028,-0.3563,0.9764
304.804,4.024,-0.3562,0.9763
305.812,4.024,-0.3564,0.9762
306.8,4.024,-0.3569,0.9761
307.806,4.024,-0.3564,0.9761
308.813,4.028,-0.3563,0.976
309.804,4.028,-0.3564,0.9759
310.813,4.024,-0.3564,0.9758
311.803,4.028,-0.3567,0.9757
312.811,4.028,-0.3566,0.9756
313.813,4.028,-0.3564,0.9756
314.805,4.028,-0.3564,0.9755
315.808,4.024,-0.3564,0.9754
316.802,4.024,-0.3563,0.9753
317.808,4.024,-0.3565,0.9752
318.814,4.024,-0.3562,0.9751
319.807,4.028,-0.3562,0.9751
320.813,4.02,-0.3565,0.975
321.806,4.024,-0.3562,0.9749
322.813,4.024,-0.3564,0.9748
323.805,4.024,-0.3564,0.9747
324.812,4.024,-0.3564,0.9746
325.801,4.024,-0.3562,0.9746
326.807,4.024,-0.3563,0.9745
327.799,4.024,-0.3563,0.9744
328.805,4.024,-0.3562,0.9743
329.811,4.024,-0.3565,0.9742
330.803,4.024,-0.3563,0.9742
331.808,4.024,-0.3565,0.9741
332.8,4.028,-0.3562,0.974
333.804,4.024,-0.3562,0.9739
334.809,4.024,-0.3562,0.9738
335.802,4.024,-0.3563,0.9737
336.81,4.024,-0.3562,0.9737
337.814,4.024,-0.3561,0.9736
338.811,4.024,-0.3563,0.9735
339.811,4.024,-0.3562,0.9734
340.806,4.024,-0.3561,0.9733
341.798,4.024,-0.3559,0.9732
342.801,4.024,-0.3561,0.9732
343.81,4.02,-0.3561,0.9731
344.804,4.024,-0.3563,0.973
345.809,4.024,-0.3562,0.9729
346.8,4.024,-0.3562,0.9728
347.805,4.02,-0.356,0.9728
348.812,4.024,-0.3561,0.9727
349.802,4.024,-0.356,0.9726
350.808,4.024,-0.3563,0.9725
351.8,4.024,-0.3559,0.9724
352.809,4.02,-0.3564,0.9723
353.802,4.024,-0.356,0.9723
354.807,4.02,-0.3561,0.9722
355.798,4.024,-0.3562,0.9721
356.805,4.02,-0.3559,0.972
357.813,4.024,-0.3562,0.9719
358.804,4.02,-0.356,0.9718
359.81,4.024,-0.3561,0.9718
360.801,4.02,-0.356,0.9717
361.807,4.02,-0.3563,0.9716
362.8,4.02,-0.3561,0.9715
363.805,4.024,-0.356,0.9714
364.807,4.02,-0.3559,0.9714
365.809,4.024,-0.3561,0.9713
366.798,4.024,-0.3561,0.9712
367.811,4.02,-0.356,0.9711
368.801,4.02,-0.3563,0.971
369.808,4.02,-0.3561,0.9709
370.798,4.024,-0.3561,0.9709
371.804,4.02,-0.3563,0.9708
372.812,4.024,-0.3559,0.9707
373.804,4.024,-0.3561,0.9706
374.812,4.024,-0.3562,0.9705
375.801,4.024,-0.356,0.9704
376.809,4.02,-0.3561,0.9704
377.799,4.02,-0.3562,0.9703
378.804,4.02,-0.3561,0.9702
379.807,4.02,-0.356,0.9701
380.801,4.02,-0.356,0.97
381.804,4.02,-0.3559,0.97
382.799,4.024,-0.3559,0.9699
383.802,4.02,-0.3559,0.9698
384.811,4.02,-0.356,0.9697
385.801,4.02,-0.3562,0.9696
386.804,4.024,-0.356,0.9695
387.811,4.02,-0.3562,0.9695
388.799,4.02,-0.3561,0.9694
389.805,4.02,-0.3561,0.9693
390.799,4.024,-0.3561,0.9692
391.806,4.02,-0.356,0.9691
392.801,4.02,-0.356,0.969
393.807,4.02,-0.3561,0.969
394.811,4.016,-0.3558,0.9689
395.801,4.02,-0.3558,0.9688
396.81,4.02,-0.3559,0.9687
397.799,4.02,-0.356,0.9686
398.804,4.02,-0.3559,0.9685
399.807,4.02,-0.3558,0.9685
400.798,4.02,-0.3559,0.9684
401.803,4.02,-0.3559,0.9683
402.809,4.02,-0.3556,0.9682
403.798,4.02,-0.3559,0.9681
404.797,4.016,-0.3558,0.9681
405.811,4.02,-0.356,0.968
406.809,4.02,-0.3558,0.9679
407.809,4.02,-0.3559,0.9678
408.811,4.02,-0.3557,0.9677
409.802,4.02,-0.3559,0.9676
410.811,4.02,-0.3561,0.9676
411.805,4.02,-0.356,0.9675
412.796,4.016,-0.3558,0.9674
413.802,4.016,-0.3558,0.9673
414.811,4.02,-0.3559,0.9672
415.803,4.024,-0.3558,0.9671
416.81,4.02,-0.356,0.9671
417.801,4.02,-0.3559,0.967
418.807,4.02,-0.3559,0.9669
419.798,4.016,-0.3561,0.9668
420.808,4.02,-0.3558,0.9667
421.8,4.02,-0.3559,0.9667
422.81,4.016,-0.3558,0.9666
423.801,4.016,-0.3557,0.9665
424.803,4.016,-0.3555,0.9664
425.795,4.02,-0.3558,0.9663
426.804,4.02,-0.3558,0.9662
427.81,4.016,-0.3559,0.9662
428.802,4.02,-0.3559,0.9661
429.805,4.016,-0.3558,0.966
430.81,4.02,-0.3559,0.9659
431.807,4.02,-0.3558,0.9658
432.804,4.016,-0.3556,0.9657
433.807,4.016,-0.3559,0.9657
434.797,4.02,-0.3556,0.9656
435.805,4.016,-0.3558,0.9655
436.796,4.02,-0.3556,0.9654
437.804,4.016,-0.3555,0.9653
438.809,4.02,-0.3556,0.9653
439.801,4.016,-0.3557,0.9652
440.805,4.02,-0.3558,0.9651
441.81,4.016,-0.3557,0.965
442.801,4.02,-0.3557,0.9649
443.808,4.016,-0.3557,0.9648
444.801,4.016,-0.3557,0.9648
445.807,4.02,-0.3556,0.9647
446.797,4.016,-0.3556,0.9646
447.8,4.016,-0.3555,0.9645
448.806,4.016,-0.3557,0.9644
449.797,4.016,-0.3557,0.9643
450.806,4.016,-0.3557,0.9643
451.8,4.016,-0.3559,0.9642
452.805,4.016,-0.3557,0.9641
453.796,4.016,-0.3555,0.964
454.798,4.016,-0.3556,0.9639
455.807,4.016,-0.3556,0.9639
456.796,4.016,-0.3557,0.9638
457.806,4.016,-0.3555,0.9637
458.795,4.016,-0.3558,0.9636
459.797,4.02,-0.3556,0.9635
460.805,4.016,-0.3559,0.9634
461.809,4.016,-0.3559,0.9634
462.8,4.016,-0.3558,0.9633
463.804,4.016,-0.3557,0.9632
464.797,4.016,-0.3557,0.9631
465.801,4.016,-0.3556,0.963
466.807,4.02,-0.3557,0.9629
467.8,4.016,-0.3555,0.9629
468.807,4.02,-0.3556,0.9628
469.799,4.02,-0.3556,0.9627
470.802,4.02,-0.3557,0.9626
471.803,4.016,-0.3558,0.9625
472.802,4.016,-0.3557,0.9625
473.803,4.016,-0.3554,0.9624
474.801,4.016,-0.3554,0.9623
475.801,4.016,-0.3556,0.9622
476.81,4.016,-0.3556,0.9621
477.801,4.02,-0.3555,0.962
478.807,4.016,-0.3555,0.962
479.797,4.02,-0.3556,0.9619
480.806,4.016,-0.3555,0.9618
481.796,4.016,-0.3555,0.9617
482.803,4.02,-0.3553,0.9616
483.795,4.016,-0.3555,0.9616
484.796,4.016,-0.3556,0.9615
485.803,4.016,-0.3554,0.9614
486.807,4.012,-0.3555,0.9613
487.801,4.016,-0.3555,0.9612
488.808,4.016,-0.3555,0.9611
489.798,4.016,-0.3554,0.9611
490.805,4.016,-0.3556,0.961
491.796,4.016,-0.3558,0.9609
492.801,4.016,-0.3555,0.9608
493.808,4.016,-0.3557,0.9607
494.8,4.016,-0.3557,0.9606
495.806,4.016,-0.3558,0.9606
496.795,4.016,-0.3555,0.9605
497.799,4.016,-0.3557,0.9604
498.8,4.012,-0.3554,0.9603
499.803,4.012,-0.3555,0.9602
500.803,4.016,-0.3555,0.9602
501.795,4.012,-0.3553,0.9601
502.801,4.016,-0.3555,0.96
503.795,4.016,-0.3553,0.9599
504.801,4.016,-0.3554,0.9598
505.808,4.016,-0.3553,0.9597
506.799,4.016,-0.3554,0.9597
507.807,4.012,-0.3554,0.9596
508.795,4.016,-0.3556,0.9595
509.799,4.012,-0.3556,0.9594
510.808,4.012,-0.3554,0.9593
511.795,4.012,-0.3556,0.9592
512.803,4.016,-0.3556,0.9592
513.808,4.012,-0.3552,0.9591
514.797,4.012,-0.3556,0.959
515.805,4.012,-0.3553,0.9589
516.794,4.012,-0.3555,0.9588
517.801,4.016,-0.3555,0.9588
518.803,4.012,-0.3555,0.9587
519.794,4.016,-0.3554,0.9586
520.797,4.012,-0.3554,0.9585
521.803,4.012,-0.3553,0.9584
522.807,4.012,-0.3555,0.9583
523.798,4.012,-0.3554,0.9583
524.805,4.012,-0.3554,0.9582
525.797,4.012,-0.3554,0.9581
526.803,4.016,-0.3557,0.958
527.794,4.016,-0.3555,0.9579
528.796,4.016,-0.3553,0.9578
529.801,4.016,-0.3553,0.9578
530.807,4.012,-0.3553,0.9577
531.798,4.012,-0.3553,0.9576
532.802,4.016,-0.3555,0.9575
533.793,4.012,-0.3553,0.9574
534.799,4.012,-0.3552,0.9574
535.793,4.012,-0.3554,0.9573
536.798,4.012,-0.3553,0.9572
537.802,4.012,-0.3554,0.9571
538.798,4.012,-0.3552,0.957
539.795,4.012,-0.3552,0.9569
540.792,4.008,-0.3554,0.9569
541.795,4.012,-0.3554,0.9568
542.803,4.012,-0.3555,0.9567
543.806,4.012,-0.3552,0.9566
544.799,4.012,-0.3555,0.9565
545.804,4.012,-0.3553,0.9564
546.795,4.016,-0.3551,0.9564
547.805,4.012,-0.3554,0.9563
548.794,4.016,-0.3552,0.9562
549.8,4.012,-0.3554,0.9561
550.802,4.016,-0.3552,0.956
551.794,4.012,-0.355,0.956
552.796,4.016,-0.3554,0.9559
553.803,4.016,-0.3553,0.9558
554.794,4.012,-0.3555,0.9557
555.8,4.012,-0.3553,0.9556
556.795,4.012,-0.3555,0.9555
557.8,4.012,-0.3554,0.9555
558.808,4.012,-0.3552,0.9554
559.794,4.012,-0.3552,0.9553
560.792,4.012,-0.3554,0.9552
561.794,4.012,-0.3555,0.9551
562.794,4.012,-0.3554,0.9551
563.797,4.012,-0.3553,0.955
564.796,4.012,-0.3555,0.9549
565.796,4.012,-0.3551,0.9548
566.792,4.012,-0.3554,0.9547
567.796,4.012,-0.3555,0.9546
568.8,4.008,-0.3555,0.9546
569.804,4.012,-0.3551,0.9545
570.796,4.012,-0.3553,0.9544
571.802,4.012,-0.3553,0.9543
572.794,4.012,-0.3555,0.9542
573.798,4.012,-0.355,0.9541
574.8,4.012,-0.3553,0.9541
575.791,4.012,-0.3553,0.954
576.802,4.012,-0.3552,0.9539
577.796,4.008,-0.3553,0.9538
578.802,4.012,-0.3554,0.9537
579.796,4.012,-0.3552,0.9537
580.802,4.012,-0.3554,0.9536
581.794,4.012,-0.3553,0.9535
582.797,4.008,-0.3552,0.9534
583.801,4.012,-0.3551,0.9533
584.792,4.012,-0.3552,0.9532
585.796,4.012,-0.3554,0.9532
586.804,4.012,-0.3551,0.9531
587.806,4.012,-0.3552,0.953
588.8,4.012,-0.3551,0.9529
589.806,4.012,-0.3554,0.9528
590.795,4.012,-0.3552,0.9527
591.801,4.008,-0.3553,0.9527
592.803,4.008,-0.3551,0.9526
593.795,4.012,-0.3552,0.9525
594.8,4.012,-0.3551,0.9524
595.791,4.008,-0.3553,0.9523
596.792,4.008,-0.3551,0.9523
597.795,4.012,-0.3554,0.9522
598.796,4.012,-0.3551,0.9521
599.798,4.012,-0.3552,0.952
600.801,4.012,-0.3551,0.9519
601.793,4.012,-0.3551,0.9518
602.802,4.008,-0.3551,0.9518
603.799,4.012,-0.355,0.9517
604.795,4.008,-0.3553,0.9516
605.793,4.012,-0.3551,0.9515
606.794,4.008,-0.3552,0.9514
607.798,4.012,-0.355,0.9514
608.806,4.012,-0.3552,0.9513
609.8,4.012,-0.3551,0.9512
610.792,4.012,-0.355,0.9511
611.801,4.012,-0.3553,0.951
612.791,4.012,-0.3551,0.9509
613.795,4.008,-0.3551,0.9509
614.8,4.012,-0.3553,0.9508
615.791,4.012,-0.3552,0.9507
616.797,4.008,-0.3551,0.9506
617.79,4.012,-0.3554,0.9505
618.796,4.008,-0.3552,0.9504
619.801,4.012,-0.3552,0.9504
620.794,4.008,-0.3553,0.9503
621.8,4.008,-0.3553,0.9502
622.792,4.012,-0.3551,0.9501
623.796,4.012,-0.3549,0.95
624.804,4.012,-0.3551,0.95
625.794,4.008,-0.3553,0.9499
626.806,4.008,-0.3551,0.9498
627.797,4.008,-0.3552,0.9497
628.795,4.012,-0.3551,0.9496
629.795,4.012,-0.3553,0.9495
630.797,4.008,-0.3552,0.9495
631.799,4.012,-0.3551,0.9494
632.801,4.008,-0.3551,0.9493
633.791,4.008,-0.3551,0.9492
634.796,4.008,-0.3551,0.9491
635.803,4.012,-0.3552,0.949
636.795,4.008,-0.355,0.949
637.799,4.012,-0.355,0.9489
638.804,4.012,-0.3552,0.9488
639.791,4.008,-0.3553,0.9487
640.797,4.008,-0.3551,0.9486
641.803,4.008,-0.3554,0.9486
642.795,4.008,-0.3551,0.9485
643.801,4.012,-0.3551,0.9484
644.794,4.008,-0.3552,0.9483
645.805,4.008,-0.3551,0.9482
646.795,4.008,-0.3553,0.9481
647.803,4.012,-0.355,0.9481
648.796,4.008,-0.355,0.948
649.806,4.008,-0.3552,0.9479
650.797,4.012,-0.355,0.9478
651.805,4.012,-0.3552,0.9477
652.798,4.008,-0.3551,0.9477
653.799,4.008,-0.3554,0.9476
654.793,4.008,-0.3553,0.9475
655.799,4.012,-0.3552,0.9474
656.804,4.008,-0.355,0.9473
657.793,4.008,-0.3552,0.9472
658.804,4.008,-0.3553,0.9472
659.794,4.008,-0.3551,0.9471
660.801,4.008,-0.3551,0.947
661.794,4.008,-0.3551,0.9469
662.797,4.008,-0.355,0.9468
663.789,4.008,-0.3552,0.9467
664.794,4.008,-0.3552,0.9467
665.798,4.008,-0.3553,0.9466
666.801,4.008,-0.3549,0.9465
667.8,4.004,-0.3551,0.9464
668.8,4.008,-0.3551,0.9463
669.801,4.012,-0.3553,0.9463
670.802,4.008,-0.3548,0.9462
671.803,4.008,-0.355,0.9461
672.791,4.008,-0.355,0.946
673.791,4.008,-0.355,0.9459
674.797,4.008,-0.3549,0.9458
675.789,4.008,-0.355,0.9458
676.794,4.008,-0.355,0.9457
677.802,4.008,-0.355,0.9456
678.792,4.008,-0.3551,0.9455
679.8,4.008,-0.3549,0.9454
680.79,4.008,-0.355,0.9453
681.799,4.008,-0.355,0.9453
682.79,4.012,-0.3552,0.9452
683.799,4.008,-0.355,0.9451
684.79,4.008,-0.355,0.945
685.793,4.004,-0.3547,0.9449
686.8,4.004,-0.3551,0.9449
687.791,4.008,-0.355,0.9448
688.796,4.008,-0.3551,0.9447
689.79,4.008,-0.3551,0.9446
690.796,4.008,-0.355,0.9445
691.804,4.008,-0.3554,0.9444
692.793,4.008,-0.3548,0.9444
693.798,4.008,-0.355,0.9443
694.797,4.008,-0.3548,0.9442
695.801,4.004,-0.355,0.9441
696.802,4.008,-0.3548,0.944
697.791,4.012,-0.3553,0.944
698.791,4.004,-0.3551,0.9439
699.796,4.008,-0.3549,0.9438
700.801,4.008,-0.355,0.9437
701.791,4.008,-0.355,0.9436
702.796,4.008,-0.3547,0.9435
703.798,4.008,-0.355,0.9435
704.788,4.008,-0.3547,0.9434
705.793,4.008,-0.3548,0.9433
706.791,4.008,-0.3548,0.9432
707.8,4.008,-0.3549,0.9431
708.79,4.008,-0.3551,0.943
709.8,4.004,-0.3549,0.943
710.789,4.008,-0.355,0.9429
711.801,4.008,-0.3551,0.9428
712.791,4.008,-0.3548,0.9427
713.794,4.004,-0.3548,0.9426
714.799,4.008,-0.355,0.9426
715.791,4.004,-0.3549,0.9425
716.796,4.004,-0.3551,0.9424
717.801,4.008,-0.3549,0.9423
718.792,4.008,-0.3547,0.9422
719.793,4.008,-0.355,0.9421
720.802,4.004,-0.3547,0.9421
721.792,4.008,-0.3551,0.942
722.797,4.008,-0.3549,0.9419
723.787,4.008,-0.3548,0.9418
724.793,4.008,-0.3547,0.9417
725.801,4.004,-0.3548,0.9417
726.791,4.008,-0.3548,0.9416
727.799,4.004,-0.3547,0.9415
728.79,4.004,-0.3547,0.9414
729.795,4.004,-0.3549,0.9413
730.801,4.008,-0.3549,0.9412
731.789,4.008,-0.3551,0.9412
732.794,4.008,-0.3549,0.9411
733.801,4.008,-0.3548,0.941
734.789,4.004,-0.3548,0.9409
735.801,4.004,-0.355,0.9408
736.798,4.008,-0.3551,0.9407
737.798,4.008,-0.3549,0.9407
738.8,4.008,-0.3551,0.9406
739.789,4.004,-0.3546,0.9405
740.793,4.008,-0.3547,0.9404
741.799,4.004,-0.3548,0.9403
742.787,4.004,-0.3551,0.9403
743.788,4.008,-0.3547,0.9402
744.796,4.008,-0.3548,0.9401
745.802,4.008,-0.3546,0.94
