time_s,voltage_V,current_A,soc_thuc,,,,,
8198.023,4.04,0.1,0.749874167,,,,,-300.151
8199.022,4.04,-0.1,0.749874167,,,,,-300.151
8200.024,4.036,0.1,0.749874167,,,,,-300.151
8201.021,4.04,-0.2,0.749874167,,,,,-300.151
8202.025,4.036,0.1,0.749874167,,,,,-300.151
8203.022,4.04,0.1,0.749874167,,,,,-300.151
8204.018,4.04,0.1,0.749874167,,,,,-300.151
8205.021,4.036,0,0.749874167,,,,,-300.151
8206.024,4.04,-0.4,0.749874167,,,,,-300.151
8207.01,4.04,0,0.749874167,,,,,-300.151
8208.014,4.04,0.3,0.749874167,,,,,-300.151
8209.017,4.04,0.1,0.749874167,,,,,-300.151
8210.02,4.04,0.1,0.749874167,,,,,-300.151
8211.025,4.04,0.2,0.749874167,,,,,-300.151
8212.012,4.04,0,0.749874167,,,,,-300.151
8213.013,4.04,0.1,0.749874167,,,,,-300.151
8214.017,4.04,-0.1,0.749874167,,,,,-300.151
8215.016,4.044,-0.1,0.749874167,,,,,-300.151
8216.017,4.04,0.1,0.749874167,,,,,-300.151
8217.015,4.04,0.1,0.749874167,,,,,-300.151
8218.017,4.04,0,0.749874167,,,,,-300.151
8219.018,4.04,-0.1,0.749874167,,,,,-300.151
8220.022,4.036,0.1,0.749874167,,,,,-300.151
8221.025,4.04,0.2,0.749874167,,,,,-300.151
8222.011,4.04,0.1,0.749874167,,,,,-300.151
8223.016,4.04,0.2,0.749874167,,,,,-300.151
8224.018,4.04,0,0.749874167,,,,,-300.151
8225.018,4.036,0.1,0.749874167,,,,,-300.151
8226.023,4.04,-0.1,0.749874167,,,,,-300.151
8227.01,4.04,0,0.749874167,,,,,-300.151
8228.013,4.04,0.1,0.749874167,,,,,-300.151
8229.016,4.044,0,0.749874167,,,,,-300.151
8230.023,4.04,0.2,0.749874167,,,,,-300.151
8231.023,4.04,0.1,0.749874167,,,,,-300.151
8232.011,4.04,0.1,0.749874167,,,,,-300.151
8233.011,4.036,-0.1,0.749874167,,,,,-300.151
8234.016,4.04,-0.1,0.749874167,,,,,-300.151
8235.02,4.04,0.1,0.749874167,,,,,-300.151
8236.01,4.044,0.3,0.749874167,,,,,-300.151
8237.014,4.04,0,0.749874167,,,,,-300.151
8238.019,4.04,0,0.749874167,,,,,-300.151
8239.019,4.036,-0.1,0.749874167,,,,,-300.151
8240.022,4.036,0.2,0.749874167,,,,,-300.151
8241.01,4.04,-0.1,0.749874167,,,,,-300.151
8242.013,4.04,-0.1,0.749874167,,,,,-300.151
8243.016,4.04,-0.1,0.749874167,,,,,-300.151
8244.016,4.04,0.1,0.749874167,,,,,-300.151
8245.015,4.04,-0.1,0.749874167,,,,,-300.151
8246.015,4.04,0.1,0.749874167,,,,,-300.151
8247.016,4.04,0,0.749874167,,,,,-300.151
8248.019,4.04,0.1,0.749874167,,,,,-300.151
8249.023,4.036,0,0.749874167,,,,,-300.151
8250.012,4.04,-0.1,0.749874167,,,,,-300.151
8251.022,4.04,-0.1,0.749874167,,,,,-300.151
8252.021,4.04,-0.1,0.749874167,,,,,-300.151
8253.024,4.04,0.3,0.749874167,,,,,-300.151
8254.013,4.04,0.2,0.749874167,,,,,-300.151
8255.017,4.04,-0.2,0.749874167,,,,,-300.151
8256.019,4.04,-0.1,0.749874167,,,,,-300.151
8257.024,4.04,0,0.749874167,,,,,-300.151
8258.015,4.04,0.1,0.749874167,,,,,-300.151
8259.014,4.036,0.1,0.749874167,,,,,-300.151
8260.017,4.04,0.1,0.749874167,,,,,-300.151
8261.016,4.036,0,0.749874167,,,,,-300.151
8262.013,4.04,0.2,0.749874167,,,,,-300.151
8263.016,4.04,0.1,0.749874167,,,,,-300.151
8264.02,4.04,0,0.749874167,,,,,-300.151
8265.021,4.04,0.1,0.749874167,,,,,-300.151
8266.018,4.04,0.3,0.749874167,,,,,-300.151
8267.015,4.04,-0.1,0.749874167,,,,,-300.151
8268.016,4.04,0.1,0.749874167,,,,,-300.151
8269.015,4.04,0,0.749874167,,,,,-300.151
8270.016,4.04,0.1,0.749874167,,,,,-300.151
8271.023,4.04,0.3,0.749874167,,,,,-300.151
8272.01,4.04,-0.2,0.749874167,,,,,-300.151
8273.012,4.04,0,0.749874167,,,,,-300.151
8274.013,4.036,0.3,0.749874167,,,,,-300.151
8275.014,4.04,-0.2,0.749874167,,,,,-300.151
8276.016,4.04,-0.1,0.749874167,,,,,-300.151
8277.02,4.04,0,0.749874167,,,,,-300.151
8278.008,4.04,-0.1,0.749874167,,,,,-300.151
8279.013,4.04,-0.1,0.749874167,,,,,-300.151
8280.018,4.04,-0.1,0.749874167,,,,,-300.151
8281.022,4.036,-0.1,0.749874167,,,,,-300.151
8282.023,4.04,0,0.749874167,,,,,-300.151
8283.012,4.04,0,0.749874167,,,,,-300.151
8284.013,4.04,0.1,0.749874167,,,,,-300.151
8285.017,4.04,-0.2,0.749874167,,,,,-300.151
8286.021,4.04,0,0.749874167,,,,,-300.151
8287.007,4.04,0.1,0.749874167,,,,,-300.151
8288.008,4.04,0.1,0.749874167,,,,,-300.151
8289.012,4.04,0,0.749874167,,,,,-300.151
8290.017,4.04,0,0.749874167,,,,,-300.151
8291.017,4.04,0,0.749874167,,,,,-300.151
8292.021,4.04,0.1,0.749874167,,,,,-300.151
8293.021,4.04,0,0.749874167,,,,,-300.151
8294.012,4.04,0.1,0.749874167,,,,,-300.151
8295.017,4.04,0,0.749874167,,,,,-300.151
8296.019,4.04,-0.2,0.749874167,,,,,-300.151
8297.021,4.04,0.3,0.749874167,,,,,-300.151
8298.022,4.04,-0.1,0.749874167,,,,,-300.151
8299.021,4.04,0.1,0.749874167,,,,,-300.151
8300.021,4.04,0.1,0.749874167,,,,,-300.151
8301.022,4.04,0.1,0.749874167,,,,,-300.151
8302.011,4.04,0.1,0.749874167,,,,,-300.151
8303.014,4.04,0,0.749874167,,,,,-300.151
8304.015,4.04,-0.1,0.749874167,,,,,-300.151
8305.018,4.04,0.1,0.749874167,,,,,-300.151
8306.021,4.04,0.1,0.749874167,,,,,-300.151
8307.02,4.04,0.1,0.749874167,,,,,-300.151
8308.02,4.04,0.2,0.749874167,,,,,-300.151
8309.022,4.04,-0.1,0.749874167,,,,,-300.151
8310.009,4.04,-0.1,0.749874167,,,,,-300.151
8311.014,4.04,-0.3,0.749874167,,,,,-300.151
8312.018,4.04,0.3,0.749874167,,,,,-300.151
8313.021,4.044,0,0.749874167,,,,,-300.151
8314.008,4.04,0.1,0.749874167,,,,,-300.151
8315.009,4.04,0,0.749874167,,,,,-300.151
8316.012,4.04,-0.2,0.749874167,,,,,-300.151
8317.015,4.04,-0.1,0.749874167,,,,,-300.151
8318.02,4.04,0,0.749874167,,,,,-300.151
8319.008,4.04,0.2,0.749874167,,,,,-300.151
8320.013,4.04,-0.2,0.749874167,,,,,-300.151
8321.01,4.04,0,0.749874167,,,,,-300.151
8322.011,4.04,0.1,0.749874167,,,,,-300.151
8323.013,4.04,-0.1,0.749874167,,,,,-300.151
8324.012,4.04,-0.1,0.749874167,,,,,-300.151
8325.019,4.04,-0.1,0.749874167,,,,,-300.151
8326.008,4.04,-0.3,0.749874167,,,,,-300.151
8327.009,4.044,0.1,0.749874167,,,,,-300.151
8328.009,4.04,0,0.749874167,,,,,-300.151
8329.01,4.04,-0.2,0.749874167,,,,,-300.151
8330.006,4.04,0,0.749874167,,,,,-300.151
8331.02,4.04,0,0.749874167,,,,,-300.151
8332.008,4.04,-0.1,0.749874167,,,,,-300.151
8333.01,4.04,0.2,0.749874167,,,,,-300.151
8334.014,4.04,0.3,0.749874167,,,,,-300.151
8335.011,4.04,0.1,0.749874167,,,,,-300.151
8336.016,4.04,0,0.749874167,,,,,-300.151
8337.015,4.04,-0.1,0.749874167,,,,,-300.151
8338.016,4.04,0.1,0.749874167,,,,,-300.151
8339.017,4.04,0.1,0.749874167,,,,,-300.151
8340.016,4.04,-0.1,0.749874167,,,,,-300.151
8341.019,4.04,0,0.749874167,,,,,-300.151
8342.018,4.036,0.1,0.749874167,,,,,-300.151
8343.006,4.04,-0.3,0.749874167,,,,,-300.151
8344.021,4.04,0,0.749874167,,,,,-300.151
8345.021,4.04,0,0.749874167,,,,,-300.151
8346.021,4.04,0.1,0.749874167,,,,,-300.151
8347.008,4.036,0,0.749874167,,,,,-300.151
8348.012,4.04,-0.3,0.749874167,,,,,-300.151
8349.015,4.04,0.1,0.749874167,,,,,-300.151
8350.016,4.04,0.1,0.749874167,,,,,-300.151
8351.015,4.04,-0.2,0.749874167,,,,,-300.151
8352.017,4.04,0.1,0.749874167,,,,,-300.151
8353.018,4.04,0.2,0.749874167,,,,,-300.151
8354.018,4.04,0.2,0.749874167,,,,,-300.151
8355.021,4.04,-0.1,0.749874167,,,,,-300.151
8356.009,4.04,-0.1,0.749874167,,,,,-300.151
8357.011,4.036,0.1,0.749874167,,,,,-300.151
8358.015,4.04,-0.1,0.749874167,,,,,-300.151
8359.018,4.04,0,0.749874167,,,,,-300.151
8360.015,4.04,0,0.749874167,,,,,-300.151
8361.018,4.04,0,0.749874167,,,,,-300.151
8362.017,4.036,-0.1,0.749874167,,,,,-300.151
8363.015,4.04,-0.1,0.749874167,,,,,-300.151
8364.015,4.04,0,0.749874167,,,,,-300.151
8365.015,4.04,-0.1,0.749874167,,,,,-300.151
8366.016,4.04,0,0.749874167,,,,,-300.151
8367.016,4.04,-0.1,0.749874167,,,,,-300.151
8368.006,4.04,0.2,0.749874167,,,,,-300.151
8369.02,4.04,-0.2,0.749874167,,,,,-300.151
8370.019,4.04,0,0.749874167,,,,,-300.151
8371.015,4.04,0,0.749874167,,,,,-300.151
8372.012,4.04,-0.2,0.749874167,,,,,-300.151
8373.012,4.04,0.1,0.749874167,,,,,-300.151
8374.01,4.04,0.1,0.749874167,,,,,-300.151
8375.012,4.04,0,0.749874167,,,,,-300.151
8376.015,4.04,0,0.749874167,,,,,-300.151
8377.012,4.04,-0.2,0.749874167,,,,,-300.151
8378.01,4.04,-0.2,0.749874167,,,,,-300.151
8379.01,4.04,-0.2,0.749874167,,,,,-300.151
8380.009,4.04,0.1,0.749874167,,,,,-300.151
8381.009,4.04,0,0.749874167,,,,,-300.151
8382.014,4.044,0,0.749874167,,,,,-300.151
8383.018,4.044,0.1,0.749874167,,,,,-300.151
8384.005,4.04,-0.2,0.749874167,,,,,-300.151
8385.011,4.04,0.1,0.749874167,,,,,-300.151
8386.015,4.04,-0.1,0.749874167,,,,,-300.151
8387.019,4.04,0.1,0.749874167,,,,,-300.151
8388.007,4.044,0.2,0.749874167,,,,,-300.151
8389.014,4.04,0.1,0.749874167,,,,,-300.151
8390.017,4.044,0.1,0.749874167,,,,,-300.151
8391.01,4.04,-0.1,0.749874167,,,,,-300.151
8392.017,4.04,0,0.749874167,,,,,-300.151
8393.007,4.04,0.1,0.749874167,,,,,-300.151
8394.014,4.04,-0.1,0.749874167,,,,,-300.151
8395.017,4.044,0.2,0.749874167,,,,,-300.151
8396.019,4.04,-0.1,0.749874167,,,,,-300.151
8397.018,4.04,-0.2,0.749874167,,,,,-300.151
8398.007,4.04,-0.1,0.749874167,,,,,-300.151
8399.02,4.04,0.1,0.749874167,,,,,-300.151
8400.018,4.04,0,0.749874167,,,,,-300.151
8401.018,4.04,-0.2,0.749874167,,,,,-300.151
8402.019,4.04,0.1,0.749874167,,,,,-300.151
8403.008,4.04,-0.1,0.749874167,,,,,-300.151
8404.017,4.04,0.1,0.749874167,,,,,-300.151
8405.007,4.04,0.1,0.749874167,,,,,-300.151
8406.011,4.04,-0.1,0.749874167,,,,,-300.151
8407.015,4.04,0,0.749874167,,,,,-300.151
8408.019,4.04,-0.1,0.749874167,,,,,-300.151
8409.006,4.04,0.1,0.749874167,,,,,-300.151
8410.014,4.04,0,0.749874167,,,,,-300.151
8411.019,4.044,0.3,0.749874167,,,,,-300.151
8412.012,4.04,-0.1,0.749874167,,,,,-300.151
8413.017,4.04,0.1,0.749874167,,,,,-300.151
8414.007,4.04,0,0.749874167,,,,,-300.151
8415.017,4.04,-0.1,0.749874167,,,,,-300.151
8416.006,4.04,-0.1,0.749874167,,,,,-300.151
8417.013,4.04,-0.2,0.749874167,,,,,-300.151
8418.018,4.04,0.2,0.749874167,,,,,-300.151
8419.011,4.04,-0.1,0.749874167,,,,,-300.151
8420.014,4.04,0.2,0.749874167,,,,,-300.151
8421.006,4.04,0.1,0.749874167,,,,,-300.151
8422.014,4.04,-0.3,0.749874167,,,,,-300.151
8423.005,4.04,0.3,0.749874167,,,,,-300.151
8424.012,4.04,0.1,0.749874167,,,,,-300.151
8425.013,4.04,0.1,0.749874167,,,,,-300.151
8426.004,4.04,-0.1,0.749874167,,,,,-300.151
8427.008,4.04,0,0.749874167,,,,,-300.151
8428.014,4.04,0,0.749874167,,,,,-300.151
8429.018,4.04,0.3,0.749874167,,,,,-300.151
8430.007,4.04,0.1,0.749874167,,,,,-300.151
8431.011,4.04,-0.1,0.749874167,,,,,-300.151
8432.015,4.036,0.1,0.749874167,,,,,-300.151
8433.005,4.04,0,0.749874167,,,,,-300.151
8434.009,4.04,0,0.749874167,,,,,-300.151
8435.015,4.04,-0.1,0.749874167,,,,,-300.151
8436.017,4.04,0,0.749874167,,,,,-300.151
8437.008,4.04,0,0.749874167,,,,,-300.151
8438.015,4.04,0,0.749874167,,,,,-300.151
8439.005,4.04,0.1,0.749874167,,,,,-300.151
8440.011,4.04,0.5,0.749874167,,,,,-300.151
8441.016,4.044,-0.1,0.749874167,,,,,-300.151
8442.011,4.04,-0.2,0.749874167,,,,,-300.151
8443.016,4.04,0.1,0.749874167,,,,,-300.151
8444.006,4.04,-0.1,0.749874167,,,,,-300.151
8445.012,4.036,-0.2,0.749874167,,,,,-300.151
8446.017,4.04,0,0.749874167,,,,,-300.151
8447.005,4.04,0.2,0.749874167,,,,,-300.151
8448.008,4.04,0,0.749874167,,,,,-300.151
8449.014,4.04,0.2,0.749874167,,,,,-300.151
8450.013,4.036,0.1,0.749874167,,,,,-300.151
8451.018,4.04,0,0.749874167,,,,,-300.151
8452.005,4.04,0.2,0.749874167,,,,,-300.151
8453.014,4.04,0.1,0.749874167,,,,,-300.151
8454.014,4.04,-0.1,0.749874167,,,,,-300.151
8455.016,4.04,0.2,0.749874167,,,,,-300.151
8456.005,4.04,0.2,0.749874167,,,,,-300.151
8457.008,4.04,0.1,0.749874167,,,,,-300.151
8458.014,4.04,0,0.749874167,,,,,-300.151
8459.006,4.04,0,0.749874167,,,,,-300.151
8460.009,4.036,0.1,0.749874167,,,,,-300.151
8461.015,4.04,0.3,0.749874167,,,,,-300.151
8462.003,4.04,-0.2,0.749874167,,,,,-300.151
8463.018,4.04,0,0.749874167,,,,,-300.151
8464.017,4.04,0,0.749874167,,,,,-300.151
8465.017,4.04,-0.1,0.749874167,,,,,-300.151
8466.015,4.04,0.1,0.749874167,,,,,-300.151
8467.018,4.04,-0.1,0.749874167,,,,,-300.151
8468.005,4.04,0,0.749874167,,,,,-300.151
8469.013,4.04,0,0.749874167,,,,,-300.151
8470.019,4.04,0.1,0.749874167,,,,,-300.151
8471.008,4.04,0,0.749874167,,,,,-300.151
8472.014,4.04,0.1,0.749874167,,,,,-300.151
8473.005,4.04,0.1,0.749874167,,,,,-300.151
8474.014,4.04,-0.2,0.749874167,,,,,-300.151
8475.018,4.04,-0.1,0.749874167,,,,,-300.151
8476.011,4.04,-0.2,0.749874167,,,,,-300.151
8477.015,4.04,-0.1,0.749874167,,,,,-300.151
8478.007,4.04,0,0.749874167,,,,,-300.151
8479.012,4.044,0,0.749874167,,,,,-300.151
8480.005,4.04,0,0.749874167,,,,,-300.151
8481.01,4.04,0,0.749874167,,,,,-300.151
8482.013,4.04,0,0.749874167,,,,,-300.151
8483.004,4.036,0.1,0.749874167,,,,,-300.151
8484.011,4.04,0.1,0.749874167,,,,,-300.151
8485.017,4.044,0,0.749874167,,,,,-300.151
8486.006,4.04,0.1,0.749874167,,,,,-300.151
8487.014,4.04,0.1,0.749874167,,,,,-300.151
8488.003,4.04,0,0.749874167,,,,,-300.151
8489.008,4.04,0.1,0.749874167,,,,,-300.151
8490.014,4.04,-0.1,0.749874167,,,,,-300.151
8491.004,4.04,0,0.749874167,,,,,-300.151
8492.009,4.04,0,0.749874167,,,,,-300.151
8493.015,4.044,0.1,0.749874167,,,,,-300.151
8494.004,4.04,0,0.749874167,,,,,-300.151
8495.005,4.04,0,0.749874167,,,,,-300.151
8496.005,4.044,0.1,0.749874167,,,,,-300.151
8497.005,4.04,0.1,0.749874167,,,,,-300.151
8498.004,4.044,-0.1,0.749874167,,,,,-300.151
8499.008,4.036,0,0.749874167,,,,,-300.151
8500.013,4.04,0,0.749874167,,,,,-300.151
8501.016,4.036,-0.1,0.749874167,,,,,-300.151
8502.014,4.04,0,0.749874167,,,,,-300.151
8503.017,4.04,-0.1,0.749874167,,,,,-300.151
8504.004,4.04,0.1,0.749874167,,,,,-300.151
8505.004,4.04,0.1,0.749874167,,,,,-300.151
8506.008,4.04,0.1,0.749874167,,,,,-300.151
8507.008,4.04,-0.1,0.749874167,,,,,-300.151
8508.011,4.04,0.2,0.749874167,,,,,-300.151
8509.011,4.04,0.1,0.749874167,,,,,-300.151
8510.012,4.04,0,0.749874167,,,,,-300.151
8511.016,4.04,0.1,0.749874167,,,,,-300.151
8512.016,4.04,0.1,0.749874167,,,,,-300.151
8513.004,4.04,-0.2,0.749874167,,,,,-300.151
8514.003,4.04,0.1,0.749874167,,,,,-300.151
8515.017,4.04,0.1,0.749874167,,,,,-300.151
8516.004,4.04,-0.2,0.749874167,,,,,-300.151
8517.006,4.044,-0.1,0.749874167,,,,,-300.151
8518.006,4.04,-0.1,0.749874167,,,,,-300.151
8519.008,4.04,0.2,0.749874167,,,,,-300.151
8520.008,4.04,0,0.749874167,,,,,-300.151
8521.014,4.04,0,0.749874167,,,,,-300.151
8522.016,4.04,0,0.749874167,,,,,-300.151
8523.014,4.04,-0.1,0.749874167,,,,,-300.151
8524.003,4.04,0.3,0.749874167,,,,,-300.151
8525.005,4.04,0.1,0.749874167,,,,,-300.151
8526.01,4.04,-0.1,0.749874167,,,,,-300.151
8527.013,4.036,0.1,0.749874167,,,,,-300.151
8528.01,4.04,-0.2,0.749874167,,,,,-300.151
8529.01,4.04,0,0.749874167,,,,,-300.151
8530.014,4.04,0.3,0.749874167,,,,,-300.151
8531.013,4.044,0.4,0.749874167,,,,,-300.151
8532.011,4.04,0.1,0.749874167,,,,,-300.151
8533.009,4.04,0,0.749874167,,,,,-300.151
8534.013,4.04,-0.1,0.749874167,,,,,-300.151
8535.015,4.044,0,0.749874167,,,,,-300.151
8536.004,4.04,0,0.749874167,,,,,-300.151
8537.005,4.04,-0.1,0.749874167,,,,,-300.151
8538.012,4.04,-0.1,0.749874167,,,,,-300.151
8539.013,4.04,0.1,0.749874167,,,,,-300.151
8540.005,4.04,0,0.749874167,,,,,-300.151
8541.006,4.04,-0.2,0.749874167,,,,,-300.151
8542.011,4.04,0.1,0.749874167,,,,,-300.151
8543.012,4.04,-0.2,0.749874167,,,,,-300.151
8544.003,4.04,0,0.749874167,,,,,-300.151
8545.005,4.04,0.2,0.749874167,,,,,-300.151
8546.005,4.04,0.1,0.749874167,,,,,-300.151
8547.012,4.04,0.2,0.749874167,,,,,-300.151
8548.004,4.04,0.1,0.749874167,,,,,-300.151
8549.005,4.04,0.3,0.749874167,,,,,-300.151
8550.01,4.04,-0.1,0.749874167,,,,,-300.151
8551.012,4.04,0.1,0.749874167,,,,,-300.151
8552.016,4.044,0,0.749874167,,,,,-300.151
8553.016,4.04,0,0.749874167,,,,,-300.151
8554.002,4.036,-0.2,0.749874167,,,,,-300.151
8555.006,4.04,0.1,0.749874167,,,,,-300.151
8556.009,4.04,0.1,0.749874167,,,,,-300.151
8557.012,4.04,0,0.749874167,,,,,-300.151
8558.016,4.036,0,0.749874167,,,,,-300.151
8559.014,4.044,0.1,0.749874167,,,,,-300.151
8560.005,4.04,-0.1,0.749874167,,,,,-300.151
8561.009,4.04,-0.2,0.749874167,,,,,-300.151
8562.009,4.044,0.1,0.749874167,,,,,-300.151
8563.01,4.04,0,0.749874167,,,,,-300.151
8564.01,4.044,0.1,0.749874167,,,,,-300.151
8565.01,4.04,-0.1,0.749874167,,,,,-300.151
8566.014,4.04,0.1,0.749874167,,,,,-300.151
8567.002,4.04,0.1,0.749874167,,,,,-300.151
8568.006,4.04,-0.1,0.749874167,,,,,-300.151
8569.01,4.044,-0.1,0.749874167,,,,,-300.151
8570.012,4.04,-0.1,0.749874167,,,,,-300.151
8571.012,4.044,-0.1,0.749874167,,,,,-300.151
8572.015,4.04,0,0.749874167,,,,,-300.151
8573.001,4.044,0,0.749874167,,,,,-300.151
8574.001,4.04,-0.2,0.749874167,,,,,-300.151
8575.006,4.04,0.1,0.749874167,,,,,-300.151
8576.009,4.04,-0.2,0.749874167,,,,,-300.151
8577.012,4.04,0.3,0.749874167,,,,,-300.151
8578.012,4.04,0.1,0.749874167,,,,,-300.151
8579.014,4.04,0,0.749874167,,,,,-300.151
8580.002,4.044,0,0.749874167,,,,,-300.151
8581.004,4.04,-0.1,0.749874167,,,,,-300.151
8582.009,4.04,0.2,0.749874167,,,,,-300.151
8583.011,4.04,-0.1,0.749874167,,,,,-300.151
8584.013,4.04,0.2,0.749874167,,,,,-300.151
8585.012,4.04,0,0.749874167,,,,,-300.151
8586,4.04,0.1,0.749874167,,,,,-300.151
8587,4.04,0.1,0.749874167,,,,,-300.151
8588.004,4.04,0.3,0.749874167,,,,,-300.151
8589.003,4.04,0.2,0.749874167,,,,,-300.151
8590.005,4.04,-0.1,0.749874167,,,,,-300.151
8591.01,4.04,0,0.749874167,,,,,-300.151
8592.014,4.04,0.1,0.749874167,,,,,-300.151
8593.014,4.04,0,0.749874167,,,,,-300.151
8594.013,4.044,-0.1,0.749874167,,,,,-300.151
8595.008,4.04,0.1,0.749874167,,,,,-300.151
8596.004,4.04,-0.2,0.749874167,,,,,-300.151
8597.008,4.04,0.2,0.749874167,,,,,-300.151
8598.009,4.04,-0.2,0.749874167,,,,,-300.151
8599.01,4.04,-0.1,0.749874167,,,,,-300.151
8600.009,4.04,-0.1,0.749874167,,,,,-300.151
8601.008,4.04,0.2,0.749874167,,,,,-300.151
8602.01,4.044,0.1,0.749874167,,,,,-300.151
8603.013,4.044,-0.1,0.749874167,,,,,-300.151
8604.015,4.04,-0.1,0.749874167,,,,,-300.151
8605.006,4.04,-0.1,0.749874167,,,,,-300.151
8606.009,4.04,0.2,0.749874167,,,,,-300.151
8607.012,4.04,0,0.749874167,,,,,-300.151
8608.012,4.036,0.1,0.749874167,,,,,-300.151
8609.013,4.036,0.1,0.749874167,,,,,-300.151
8610.014,4.04,0,0.749874167,,,,,-300.151
8611.006,4.036,0.1,0.749874167,,,,,-300.151
8612.009,4.044,0.1,0.749874167,,,,,-300.151
8613.01,4.04,0,0.749874167,,,,,-300.151
8614.011,4.044,0,0.749874167,,,,,-300.151
8615.011,4.04,0,0.749874167,,,,,-300.151
8616.014,4.04,-0.2,0.749874167,,,,,-300.151
8617.011,4.04,-0.1,0.749874167,,,,,-300.151
8618.015,4.04,-0.2,0.749874167,,,,,-300.151
8619.003,4.04,0.1,0.749874167,,,,,-300.151
8620.004,4.04,-0.1,0.749874167,,,,,-300.151
8621.005,4.036,-0.2,0.749874167,,,,,-300.151
8622.006,4.04,-0.2,0.749874167,,,,,-300.151
8623.009,4.04,0.2,0.749874167,,,,,-300.151
8624.01,4.04,0.2,0.749874167,,,,,-300.151
8625.01,4.04,-0.2,0.749874167,,,,,-300.151
8626.012,4.04,-0.1,0.749874167,,,,,-300.151
8627.012,4.036,-0.1,0.749874167,,,,,-300.151
8628,4.04,0,0.749874167,,,,,-300.151
8628.999,4.04,0.1,0.749874167,,,,,-300.151
8630.002,4.04,0.1,0.749874167,,,,,-300.151
8631.005,4.04,0.1,0.749874167,,,,,-300.151
8632.012,4.04,0,0.749874167,,,,,-300.151
8633.012,4.04,-0.3,0.749874167,,,,,-300.151
8634,4.04,0.1,0.749874167,,,,,-300.151
8635.001,4.04,0.3,0.749874167,,,,,-300.151
8636.003,4.04,0.1,0.749874167,,,,,-300.151
8637.009,4.04,0,0.749874167,,,,,-300.151
8638.01,4.04,-0.1,0.749874167,,,,,-300.151
8639.012,4.04,-0.2,0.749874167,,,,,-300.151
8640.014,4.04,-0.1,0.749874167,,,,,-300.151
8640.998,4.044,-0.2,0.749874167,,,,,-300.151
8642.001,4.04,0.1,0.749874167,,,,,-300.151
8643.002,4.04,0.1,0.749874167,,,,,-300.151
8644.003,4.04,0.1,0.749874167,,,,,-300.151
8645.002,4.04,0.1,0.749874167,,,,,-300.151
8646.005,4.04,0.1,0.749874167,,,,,-300.151
8647.007,4.044,0,0.749874167,,,,,-300.151
8648.005,4.044,0,0.749874167,,,,,-300.151
8649.008,4.044,0.1,0.749874167,,,,,-300.151
8650.011,4.04,-0.3,0.749874167,,,,,-300.151
8651,4.04,-0.2,0.749874167,,,,,-300.151
8652.002,4.04,0,0.749874167,,,,,-300.151
8653.005,4.04,0.1,0.749874167,,,,,-300.151
8654.003,4.04,-0.1,0.749874167,,,,,-300.151
8655.01,4.04,0,0.749874167,,,,,-300.151
8656.013,4.04,0,0.749874167,,,,,-300.151
8657,4.04,0,0.749874167,,,,,-300.151
8658.004,4.044,-0.1,0.749874167,,,,,-300.151
8659.001,4.04,0.1,0.749874167,,,,,-300.151
8660.003,4.04,0,0.749874167,,,,,-300.151
8660.999,4.044,0,0.749874167,,,,,-300.151
8662,4.04,0,0.749874167,,,,,-300.151
8663.004,4.04,-0.2,0.749874167,,,,,-300.151
8664.009,4.04,0,0.749874167,,,,,-300.151
8665.009,4.04,0.1,0.749874167,,,,,-300.151
8666.011,4.04,-0.1,0.749874167,,,,,-300.151
8667.013,4.044,0.3,0.749874167,,,,,-300.151
8667.998,4.04,0.1,0.749874167,,,,,-300.151
8669.013,4.044,-0.1,0.749874167,,,,,-300.151
8670,4.04,-0.1,0.749874167,,,,,-300.151
8671.007,4.04,0.2,0.749874167,,,,,-300.151
8672.008,4.04,-0.1,0.749874167,,,,,-300.151
8673.011,4.04,0.1,0.749874167,,,,,-300.151
8673.998,4.04,-0.1,0.749874167,,,,,-300.151
8675.002,4.04,0.2,0.749874167,,,,,-300.151
8676.005,4.04,-0.1,0.749874167,,,,,-300.151
8677.007,4.044,-0.1,0.749874167,,,,,-300.151
8678.01,4.04,-0.1,0.749874167,,,,,-300.151
8678.998,4.04,0,0.749874167,,,,,-300.151
8680.001,4.04,-0.1,0.749874167,,,,,-300.151
8681.004,4.04,0.1,0.749874167,,,,,-300.151
8682.005,4.04,0.3,0.749874167,,,,,-300.151
8683.006,4.04,0.2,0.749874167,,,,,-300.151
8684.008,4.04,0.2,0.749874167,,,,,-300.151
8685.012,4.04,0,0.749874167,,,,,-300.151
8685.998,4.04,-0.1,0.749874167,,,,,-300.151
8687.003,4.044,0.1,0.749874167,,,,,-300.151
8688.007,4.044,0.2,0.749874167,,,,,-300.151
8689.008,4.044,0.1,0.749874167,,,,,-300.151
8689.999,4.04,0,0.749874167,,,,,-300.151
8691,4.04,-0.1,0.749874167,,,,,-300.151
8692.005,4.04,0,0.749874167,,,,,-300.151
8693.009,4.04,0,0.749874167,,,,,-300.151
8693.999,4.044,-0.1,0.749874167,,,,,-300.151
8695.004,4.04,0,0.749874167,,,,,-300.151
8696.007,4.044,-0.3,0.749874167,,,,,-300.151
8697.012,4.04,0.1,0.749874167,,,,,-300.151
8697.998,4.04,0.1,0.749874167,,,,,-300.151
8699.003,4.044,0.1,0.749874167,,,,,-300.151
8700.005,4.04,0.1,0.749874167,,,,,-300.151
