time_s,voltage_V,current_A,soc_thuc,,Total_mAh
53.422,4.052,-332.3,0.989904167,,-12.115
54.425,4.052,-332.7,0.9898275,,-12.207
55.423,4.048,-332.4,0.989750833,,-12.299
56.421,4.048,-332.5,0.989673333,,-12.392
57.421,4.052,-332.5,0.989596667,,-12.484
58.424,4.048,-332.6,0.989519167,,-12.577
59.413,4.048,-332.7,0.9894425,,-12.669
60.411,4.048,-332.5,0.989365833,,-12.761
61.412,4.048,-332.7,0.989288333,,-12.854
62.411,4.048,-332.6,0.989211667,,-12.946
63.413,4.048,-332.2,0.989135,,-13.038
64.413,4.048,-332.4,0.9890575,,-13.131
65.424,4.048,-332.4,0.988980833,,-13.223
66.424,4.048,-332.2,0.988904167,,-13.315
67.414,4.048,-332.2,0.988826667,,-13.408
68.41,4.048,-332.5,0.98875,,-13.5
69.413,4.044,-332.2,0.988673333,,-13.592
70.423,4.044,-332.5,0.988595833,,-13.685
71.42,4.048,-332.4,0.988519167,,-13.777
72.424,4.048,-332.5,0.9884425,,-13.869
73.419,4.048,-332.4,0.988365,,-13.962
74.416,4.048,-332.2,0.988288333,,-14.054
75.41,4.048,-332.4,0.988211667,,-14.146
76.416,4.052,-332.4,0.988134167,,-14.239
77.411,4.044,-332.7,0.9880575,,-14.331
78.423,4.048,-332.6,0.987980833,,-14.423
79.423,4.048,-332.5,0.987903333,,-14.516
80.424,4.048,-332.4,0.987826667,,-14.608
81.422,4.048,-332.3,0.98775,,-14.7
82.413,4.048,-332.3,0.9876725,,-14.793
83.411,4.048,-332.2,0.987595833,,-14.885
84.413,4.048,-332.4,0.987519167,,-14.977
85.422,4.044,-332.7,0.987441667,,-15.07
86.424,4.044,-332.3,0.987365,,-15.162
87.419,4.048,-332.4,0.987288333,,-15.254
88.414,4.044,-332.1,0.987210833,,-15.347
89.413,4.044,-332.3,0.987134167,,-15.439
90.415,4.048,-332.2,0.9870575,,-15.531
91.424,4.048,-332.1,0.986980833,,-15.623
92.421,4.044,-331.9,0.986903333,,-15.716
93.42,4.044,-332.1,0.986826667,,-15.808
94.416,4.048,-331.8,0.98675,,-15.9
95.413,4.048,-332,0.986673333,,-15.992
96.411,4.048,-331.7,0.986596667,,-16.084
97.423,4.044,-330.7,0.98652,,-16.176
98.417,4.044,-330.1,0.986443333,,-16.268
99.413,4.048,-330.7,0.986366667,,-16.36
100.411,4.044,-330.5,0.98629,,-16.452
101.418,4.044,-330.7,0.986213333,,-16.544
102.417,4.044,-330.7,0.9861375,,-16.635
103.417,4.044,-330.7,0.986060833,,-16.727
104.422,4.044,-330.8,0.985984167,,-16.819
105.416,4.044,-330.9,0.9859075,,-16.911
106.417,4.044,-330.6,0.985830833,,-17.003
107.416,4.044,-330.7,0.985754167,,-17.095
108.411,4.04,-330.7,0.9856775,,-17.187
109.409,4.044,-330.7,0.985601667,,-17.278
110.417,4.044,-330.7,0.985525,,-17.37
111.412,4.048,-330.9,0.985448333,,-17.462
112.423,4.044,-330.5,0.985371667,,-17.554
113.421,4.044,-330.5,0.985295,,-17.646
114.417,4.044,-330.9,0.985218333,,-17.738
115.412,4.044,-330.9,0.985141667,,-17.83
116.413,4.04,-330.6,0.985065,,-17.922
117.422,4.044,-330.7,0.984989167,,-18.013
118.414,4.04,-330.6,0.9849125,,-18.105
119.409,4.044,-330.5,0.984835833,,-18.197
120.422,4.044,-330.6,0.984759167,,-18.289
121.416,4.04,-330.7,0.9846825,,-18.381
122.41,4.04,-330.7,0.984605833,,-18.473
123.423,4.04,-330.5,0.98453,,-18.564
124.415,4.044,-330.6,0.984453333,,-18.656
125.41,4.04,-330.3,0.984376667,,-18.748
126.421,4.044,-330.5,0.9843,,-18.84
127.416,4.04,-330.2,0.984224167,,-18.931
128.413,4.044,-330.5,0.9841475,,-19.023
129.423,4.044,-330.3,0.984070833,,-19.115
130.418,4.04,-330.6,0.983994167,,-19.207
131.415,4.044,-330.4,0.9839175,,-19.299
132.413,4.04,-330.2,0.983841667,,-19.39
133.41,4.04,-330.2,0.983765,,-19.482
134.418,4.04,-330.2,0.983688333,,-19.574
135.413,4.044,-330.1,0.983611667,,-19.666
136.422,4.04,-330,0.983535833,,-19.757
137.42,4.044,-329.9,0.983459167,,-19.849
138.42,4.04,-330.1,0.9833825,,-19.941
139.413,4.04,-330.6,0.983306667,,-20.032
140.414,4.04,-330.6,0.98323,,-20.124
141.413,4.04,-330.2,0.983153333,,-20.216
142.41,4.04,-330.3,0.983076667,,-20.308
143.408,4.04,-330.3,0.983000833,,-20.399
144.419,4.04,-330.2,0.982924167,,-20.491
145.411,4.04,-329.9,0.9828475,,-20.583
146.41,4.04,-330.5,0.982770833,,-20.675
147.408,4.04,-330.2,0.982695,,-20.766
148.421,4.04,-330.2,0.982618333,,-20.858
149.416,4.04,-330.3,0.982541667,,-20.95
150.412,4.04,-330.4,0.982465,,-21.042
151.409,4.04,-330.4,0.982389167,,-21.133
152.411,4.044,-327.8,0.982313333,,-21.224
153.421,4.044,-328.5,0.982236667,,-21.316
154.417,4.04,-328.7,0.982160833,,-21.407
155.413,4.04,-328.4,0.982085,,-21.498
156.409,4.04,-328.7,0.982009167,,-21.589
157.421,4.04,-328.4,0.9819325,,-21.681
158.42,4.04,-328.8,0.981856667,,-21.772
159.419,4.04,-328.5,0.981780833,,-21.863
160.419,4.04,-328.5,0.981704167,,-21.955
161.41,4.04,-328.5,0.981628333,,-22.046
162.409,4.036,-328.6,0.9815525,,-22.137
163.42,4.036,-328.5,0.981476667,,-22.228
164.407,4.036,-328.4,0.9814,,-22.32
165.417,4.04,-328.5,0.981324167,,-22.411
166.41,4.04,-328.5,0.981248333,,-22.502
167.418,4.04,-329,0.9811725,,-22.593
168.415,4.04,-328.8,0.981095833,,-22.685
169.416,4.04,-329.1,0.98102,,-22.776
170.411,4.036,-329,0.980943333,,-22.868
171.407,4.036,-329.2,0.9808675,,-22.959
172.421,4.04,-329.2,0.980791667,,-23.05
173.418,4.04,-329.2,0.980715,,-23.142
174.415,4.04,-329.3,0.980639167,,-23.233
175.413,4.04,-329.3,0.9805625,,-23.325
176.411,4.036,-329,0.980486667,,-23.416
177.41,4.036,-329.3,0.98041,,-23.508
178.421,4.04,-329.6,0.980334167,,-23.599
179.418,4.036,-329.6,0.9802575,,-23.691
180.412,4.036,-329.6,0.980181667,,-23.782
181.412,4.04,-329.7,0.980105,,-23.874
182.421,4.036,-329.7,0.980028333,,-23.966
183.417,4.036,-329.5,0.9799525,,-24.057
184.414,4.036,-329.5,0.979875833,,-24.149
185.413,4.036,-329.4,0.9798,,-24.24
186.417,4.036,-329.7,0.979723333,,-24.332
187.419,4.036,-329.8,0.9796475,,-24.423
188.419,4.036,-330.1,0.979570833,,-24.515
189.415,4.036,-329.7,0.979494167,,-24.607
190.407,4.036,-329.7,0.979418333,,-24.698
191.421,4.036,-330,0.979341667,,-24.79
192.419,4.036,-330.1,0.979265833,,-24.881
193.419,4.036,-329.9,0.979189167,,-24.973
194.408,4.036,-329.9,0.9791125,,-25.065
195.409,4.036,-330,0.979036667,,-25.156
196.418,4.036,-329.9,0.97896,,-25.248
197.414,4.036,-329.9,0.978883333,,-25.34
198.409,4.036,-330.1,0.9788075,,-25.431
199.418,4.036,-329.8,0.978730833,,-25.523
200.412,4.036,-330,0.978654167,,-25.615
201.41,4.036,-330,0.978578333,,-25.706
202.417,4.036,-330.1,0.978501667,,-25.798
203.415,4.036,-330,0.978425,,-25.89
204.417,4.036,-329.9,0.978349167,,-25.981
205.415,4.036,-330,0.9782725,,-26.073
206.412,4.036,-330.1,0.978195833,,-26.165
207.415,4.036,-330.1,0.97812,,-26.256
208.411,4.032,-330.1,0.978043333,,-26.348
209.409,4.036,-329.9,0.977966667,,-26.44
210.407,4.036,-330.2,0.977890833,,-26.531
211.406,4.036,-329.9,0.977814167,,-26.623
212.408,4.036,-329.9,0.9777375,,-26.715
213.406,4.036,-330.1,0.977661667,,-26.806
214.405,4.036,-330,0.977585,,-26.898
215.417,4.036,-329.9,0.977508333,,-26.99
216.417,4.036,-329.9,0.9774325,,-27.081
217.417,4.036,-330.2,0.977355833,,-27.173
218.413,4.036,-329.9,0.977279167,,-27.265
219.412,4.036,-330.1,0.977203333,,-27.356
220.413,4.032,-330.2,0.977126667,,-27.448
221.412,4.036,-329.9,0.97705,,-27.54
222.413,4.032,-330,0.976974167,,-27.631
223.417,4.032,-329.8,0.9768975,,-27.723
224.414,4.036,-329.9,0.976820833,,-27.815
225.41,4.036,-329.9,0.976745,,-27.906
226.41,4.032,-330.2,0.976668333,,-27.998
227.406,4.036,-330.1,0.976591667,,-28.09
228.413,4.032,-330.1,0.976515833,,-28.181
229.406,4.032,-329.9,0.976439167,,-28.273
230.405,4.032,-329.9,0.9763625,,-28.365
231.405,4.036,-329.7,0.976286667,,-28.456
232.407,4.036,-329.9,0.97621,,-28.548
233.42,4.036,-329.9,0.976133333,,-28.64
234.413,4.032,-329.7,0.9760575,,-28.731
235.411,4.032,-329.6,0.975980833,,-28.823
236.411,4.036,-329.6,0.975905,,-28.914
237.408,4.032,-329.8,0.975828333,,-29.006
238.407,4.032,-329.7,0.9757525,,-29.097
239.415,4.036,-329.5,0.975675833,,-29.189
240.411,4.032,-329.6,0.975599167,,-29.281
241.407,4.036,-329.7,0.975523333,,-29.372
242.419,4.032,-329.9,0.975446667,,-29.464
243.418,4.032,-330,0.975370833,,-29.555
244.417,4.032,-329.9,0.975294167,,-29.647
245.415,4.032,-329.7,0.9752175,,-29.739
246.413,4.032,-329.8,0.975141667,,-29.83
247.416,4.032,-330,0.975065,,-29.922
248.41,4.032,-330.3,0.974988333,,-30.014
249.419,4.032,-330,0.9749125,,-30.105
250.406,4.032,-329.9,0.974835833,,-30.197
251.405,4.036,-330,0.974759167,,-30.289
252.416,4.032,-330.1,0.974683333,,-30.38
253.412,4.032,-330,0.974606667,,-30.472
254.41,4.032,-329.8,0.97453,,-30.564
255.409,4.036,-329.9,0.974454167,,-30.655
256.408,4.032,-330,0.9743775,,-30.747
257.408,4.032,-329.9,0.974300833,,-30.839
258.406,4.032,-330.3,0.974225,,-30.93
259.405,4.032,-330.4,0.974148333,,-31.022
260.419,4.032,-330.2,0.974071667,,-31.114
261.417,4.032,-330.5,0.973995,,-31.206
262.406,4.032,-330.1,0.973919167,,-31.297
263.417,4.036,-330.1,0.9738425,,-31.389
264.42,4.032,-330.3,0.973765833,,-31.481
265.418,4.032,-330.1,0.97369,,-31.572
266.411,4.032,-330.4,0.973613333,,-31.664
267.418,4.032,-330.3,0.973536667,,-31.756
268.416,4.032,-330.3,0.97346,,-31.848
269.415,4.032,-330.3,0.973384167,,-31.939
270.414,4.032,-330.6,0.9733075,,-32.031
271.412,4.028,-330.4,0.973230833,,-32.123
272.411,4.032,-330.2,0.973154167,,-32.215
273.414,4.032,-330.3,0.9730775,,-32.307
274.413,4.032,-330.4,0.973001667,,-32.398
275.412,4.032,-330.3,0.972925,,-32.49
276.407,4.032,-330.4,0.972848333,,-32.582
277.406,4.028,-330.4,0.972771667,,-32.674
278.417,4.032,-330.5,0.972695833,,-32.765
279.416,4.028,-330.6,0.972619167,,-32.857
280.417,4.032,-330.8,0.9725425,,-32.949
281.415,4.032,-330.6,0.972465833,,-33.041
282.41,4.028,-330.3,0.972389167,,-33.133
283.411,4.028,-330.4,0.9723125,,-33.225
284.411,4.032,-330.6,0.972236667,,-33.316
285.405,4.028,-330.6,0.97216,,-33.408
286.407,4.032,-328.6,0.972083333,,-33.5
287.406,4.028,-328.6,0.9720075,,-33.591
288.403,4.028,-328.6,0.971931667,,-33.682
289.418,4.032,-328.6,0.971855833,,-33.773
290.403,4.032,-328.3,0.971779167,,-33.865
291.406,4.028,-328.1,0.971703333,,-33.956
292.418,4.028,-328.2,0.9716275,,-34.047
293.404,4.032,-328,0.971551667,,-34.138
294.416,4.032,-328.4,0.971475833,,-34.229
295.414,4.028,-328.4,0.9714,,-34.32
296.411,4.028,-328.3,0.971323333,,-34.412
297.41,4.032,-328.3,0.9712475,,-34.503
298.413,4.028,-328.3,0.971171667,,-34.594
299.404,4.028,-328.2,0.971095833,,-34.685
300.413,4.028,-327.8,0.97102,,-34.776
301.412,4.032,-327.9,0.970944167,,-34.867
302.41,4.032,-328,0.970868333,,-34.958
303.41,4.028,-328.2,0.970791667,,-35.05
304.408,4.032,-328.1,0.970715833,,-35.141
305.413,4.028,-328.1,0.97064,,-35.232
306.412,4.028,-328.2,0.970564167,,-35.323
307.412,4.032,-328.2,0.970488333,,-35.414
308.409,4.032,-328,0.9704125,,-35.505
309.409,4.028,-328.3,0.970336667,,-35.596
310.41,4.028,-328.2,0.97026,,-35.688
311.407,4.032,-328.3,0.970184167,,-35.779
312.404,4.032,-328,0.970108333,,-35.87
313.416,4.032,-328.1,0.9700325,,-35.961
314.415,4.032,-327.9,0.969956667,,-36.052
315.412,4.028,-328.4,0.969880833,,-36.143
316.403,4.028,-328.5,0.969804167,,-36.235
317.403,4.028,-328.7,0.969728333,,-36.326
318.415,4.028,-328.9,0.9696525,,-36.417
319.415,4.028,-328.5,0.969575833,,-36.509
320.415,4.028,-328.6,0.9695,,-36.6
321.415,4.028,-328.2,0.969424167,,-36.691
322.417,4.028,-328.7,0.969348333,,-36.782
323.407,4.028,-328.6,0.969271667,,-36.874
324.41,4.028,-328.8,0.969195833,,-36.965
325.403,4.028,-328.6,0.96912,,-37.056
326.412,4.024,-328.5,0.969044167,,-37.147
327.403,4.028,-328.2,0.9689675,,-37.239
328.41,4.028,-328.3,0.968891667,,-37.33
329.414,4.028,-328.1,0.968815833,,-37.421
330.41,4.032,-327.7,0.96874,,-37.512
331.416,4.032,-327.6,0.968664167,,-37.603
332.41,4.028,-327.7,0.968588333,,-37.694
333.416,4.028,-327.9,0.9685125,,-37.785
334.408,4.028,-327.9,0.968436667,,-37.876
335.415,4.028,-328.2,0.968360833,,-37.967
336.406,4.028,-328,0.968285,,-38.058
337.414,4.028,-328.1,0.968208333,,-38.15
338.417,4.028,-327.9,0.9681325,,-38.241
339.408,4.028,-327.9,0.968056667,,-38.332
340.401,4.028,-328,0.967980833,,-38.423
341.405,4.028,-327.9,0.967905,,-38.514
342.411,4.028,-328.3,0.967829167,,-38.605
343.404,4.028,-328,0.967753333,,-38.696
344.417,4.024,-327.8,0.9676775,,-38.787
345.404,4.024,-328.3,0.967600833,,-38.879
346.414,4.028,-328.3,0.967525,,-38.97
347.402,4.028,-328.2,0.967449167,,-39.061
348.411,4.028,-328.1,0.967373333,,-39.152
349.414,4.028,-328.4,0.9672975,,-39.243
350.403,4.028,-328.2,0.967221667,,-39.334
351.41,4.024,-328.4,0.967145,,-39.426
352.402,4.028,-328.3,0.967069167,,-39.517
353.412,4.028,-328,0.966993333,,-39.608
354.402,4.028,-328.1,0.9669175,,-39.699
355.41,4.028,-328.3,0.966841667,,-39.79
356.415,4.028,-328.4,0.966765833,,-39.881
357.408,4.028,-328.1,0.966689167,,-39.973
358.416,4.028,-328.3,0.966613333,,-40.064
359.409,4.028,-328,0.9665375,,-40.155
360.404,4.028,-328,0.966461667,,-40.246
361.407,4.028,-328.1,0.966385833,,-40.337
362.406,4.024,-327.9,0.96631,,-40.428
363.405,4.028,-328.2,0.966234167,,-40.519
364.409,4.024,-327.9,0.9661575,,-40.611
365.41,4.028,-328,0.966081667,,-40.702
366.415,4.024,-327.9,0.966005833,,-40.793
367.407,4.028,-327.9,0.96593,,-40.884
368.413,4.024,-328.1,0.965854167,,-40.975
369.406,4.028,-328.1,0.965778333,,-41.066
370.411,4.024,-327.8,0.9657025,,-41.157
371.404,4.024,-327.9,0.965626667,,-41.248
372.411,4.028,-328.2,0.965550833,,-41.339
373.403,4.028,-328,0.965475,,-41.43
374.41,4.024,-327.9,0.965398333,,-41.522
375.402,4.028,-327.6,0.9653225,,-41.613
376.409,4.024,-327.7,0.965246667,,-41.704
377.405,4.024,-327.8,0.965170833,,-41.795
378.413,4.028,-327.7,0.965095,,-41.886
379.403,4.024,-327.8,0.965019167,,-41.977
380.411,4.024,-327.9,0.964943333,,-42.068
381.402,4.024,-327.5,0.9648675,,-42.159
382.41,4.024,-327.5,0.964791667,,-42.25
383.404,4.024,-327.5,0.964715833,,-42.341
384.409,4.028,-327.6,0.96464,,-42.432
385.401,4.028,-327.3,0.964564167,,-42.523
386.405,4.024,-327.4,0.964488333,,-42.614
387.413,4.028,-327.5,0.9644125,,-42.705
388.403,4.024,-327.4,0.964336667,,-42.796
389.411,4.028,-327.5,0.964260833,,-42.887
390.416,4.028,-327,0.964185833,,-42.977
391.416,4.024,-327.4,0.96411,,-43.068
392.409,4.024,-327.2,0.964034167,,-43.159
393.416,4.024,-327.1,0.963958333,,-43.25
394.41,4.024,-327.1,0.9638825,,-43.341
395.407,4.024,-327,0.963806667,,-43.432
396.402,4.028,-326.8,0.963730833,,-43.523
397.415,4.024,-327,0.963655833,,-43.613
398.403,4.024,-326.6,0.96358,,-43.704
399.409,4.024,-326.7,0.963504167,,-43.795
400.401,4.024,-326.5,0.963428333,,-43.886
401.41,4.024,-326.9,0.963353333,,-43.976
402.415,4.024,-326.6,0.9632775,,-44.067
403.407,4.024,-326.6,0.963201667,,-44.158
404.41,4.024,-326.6,0.963126667,,-44.248
405.403,4.028,-326.4,0.963050833,,-44.339
406.411,4.024,-326.5,0.962975,,-44.43
407.401,4.024,-326.6,0.962899167,,-44.521
408.402,4.024,-326.6,0.962824167,,-44.611
409.403,4.024,-326.6,0.962748333,,-44.702
410.404,4.024,-326.7,0.9626725,,-44.793
411.41,4.024,-326.6,0.9625975,,-44.883
412.401,4.024,-326.6,0.962521667,,-44.974
413.405,4.024,-326.6,0.962445833,,-45.065
414.414,4.028,-326.5,0.96237,,-45.156
415.404,4.024,-326.6,0.962295,,-45.246
416.414,4.024,-326.5,0.962219167,,-45.337
417.407,4.024,-326.6,0.962143333,,-45.428
418.415,4.02,-326.6,0.962068333,,-45.518
419.408,4.024,-326.6,0.9619925,,-45.609
420.413,4.024,-326.7,0.961916667,,-45.7
421.403,4.02,-326.7,0.961840833,,-45.791
422.406,4.024,-326.6,0.961765833,,-45.881
423.416,4.024,-326.7,0.96169,,-45.972
424.408,4.024,-326.7,0.961614167,,-46.063
425.4,4.028,-326.7,0.961538333,,-46.154
426.403,4.02,-326.4,0.961463333,,-46.244
427.413,4.024,-326.8,0.9613875,,-46.335
428.415,4.024,-326.7,0.961311667,,-46.426
429.411,4.02,-326.7,0.961235833,,-46.517
430.41,4.024,-326.7,0.961160833,,-46.607
431.41,4.028,-326.8,0.961085,,-46.698
432.401,4.024,-326.7,0.961009167,,-46.789
433.408,4.024,-326.7,0.960933333,,-46.88
434.415,4.024,-326.5,0.960858333,,-46.97
435.407,4.024,-326.6,0.9607825,,-47.061
436.413,4.024,-326.9,0.960706667,,-47.152
437.406,4.024,-327,0.960630833,,-47.243
438.411,4.02,-326.4,0.960555833,,-47.333
439.404,4.02,-326.8,0.96048,,-47.424
440.41,4.024,-326.6,0.960404167,,-47.515
441.402,4.02,-326.5,0.960328333,,-47.606
442.409,4.024,-326.6,0.960253333,,-47.696
443.4,4.024,-326.7,0.9601775,,-47.787
444.407,4.02,-326.5,0.960101667,,-47.878
445.413,4.024,-326.9,0.960025833,,-47.969
446.405,4.024,-326.8,0.959950833,,-48.059
447.41,4.02,-326.5,0.959875,,-48.15
448.402,4.02,-326.9,0.959799167,,-48.241
449.413,4.02,-326.7,0.959723333,,-48.332
450.407,4.024,-326.5,0.959648333,,-48.422
451.401,4.02,-326.4,0.9595725,,-48.513
452.408,4.028,-326.5,0.959496667,,-48.604
453.414,4.02,-326.2,0.959421667,,-48.694
454.405,4.02,-326.5,0.959345833,,-48.785
455.4,4.024,-326.4,0.95927,,-48.876
456.405,4.02,-326.5,0.959195,,-48.966
457.413,4.02,-326.4,0.959119167,,-49.057
458.406,4.024,-326.4,0.959043333,,-49.148
459.411,4.02,-326.6,0.958968333,,-49.238
460.401,4.02,-326.4,0.9588925,,-49.329
461.408,4.024,-326.5,0.958816667,,-49.42
462.4,4.024,-326.6,0.958741667,,-49.51
463.407,4.02,-326.2,0.958665833,,-49.601
464.413,4.024,-326.5,0.95859,,-49.692
465.405,4.016,-326.5,0.958515,,-49.782
466.412,4.02,-326.4,0.958439167,,-49.873
467.402,4.024,-326.3,0.958363333,,-49.964
468.402,4.02,-326.3,0.958288333,,-50.054
469.411,4.024,-326.3,0.9582125,,-50.145
470.4,4.02,-326.4,0.958136667,,-50.236
471.41,4.024,-326.3,0.958061667,,-50.326
472.414,4.024,-326.3,0.957985833,,-50.417
473.406,4.02,-326.2,0.95791,,-50.508
474.399,4.024,-326.6,0.957835,,-50.598
475.414,4.02,-326.3,0.957759167,,-50.689
476.402,4.02,-326.3,0.957683333,,-50.78
477.407,4.02,-326.3,0.957608333,,-50.87
478.414,4.02,-326.1,0.9575325,,-50.961
479.404,4.02,-326.2,0.9574575,,-51.051
480.398,4.024,-326.2,0.957381667,,-51.142
481.403,4.02,-326.1,0.957305833,,-51.233
482.411,4.02,-326.4,0.957230833,,-51.323
483.402,4.024,-326,0.957155,,-51.414
484.408,4.024,-326.4,0.95708,,-51.504
485.4,4.02,-326.3,0.957004167,,-51.595
486.407,4.02,-326,0.956928333,,-51.686
487.399,4.024,-326.4,0.956853333,,-51.776
488.404,4.02,-326.2,0.9567775,,-51.867
489.413,4.024,-326.2,0.956701667,,-51.958
490.409,4.02,-326.3,0.956626667,,-52.048
491.399,4.02,-326.4,0.956550833,,-52.139
492.403,4.02,-326.3,0.956475833,,-52.229
493.402,4.02,-326.3,0.9564,,-52.32
494.401,4.02,-326.2,0.956324167,,-52.411
495.403,4.02,-326.2,0.956249167,,-52.501
496.409,4.02,-326.2,0.956173333,,-52.592
497.402,4.02,-326.6,0.9560975,,-52.683
498.41,4.02,-327,0.956021667,,-52.774
499.403,4.02,-327,0.955946667,,-52.864
500.41,4.02,-326.8,0.955870833,,-52.955
501.403,4.02,-326.9,0.955795,,-53.046
502.407,4.02,-326.7,0.955719167,,-53.137
503.4,4.02,-326.8,0.955644167,,-53.227
504.41,4.02,-326.8,0.955568333,,-53.318
505.401,4.02,-326.8,0.9554925,,-53.409
506.407,4.02,-327.2,0.955416667,,-53.5
507.4,4.02,-326.8,0.955340833,,-53.591
508.408,4.024,-327,0.955265,,-53.682
509.399,4.02,-327.4,0.95519,,-53.772
510.406,4.02,-327.1,0.955114167,,-53.863
511.412,4.02,-327.1,0.955038333,,-53.954
512.404,4.024,-327.1,0.9549625,,-54.045
513.409,4.016,-327,0.954886667,,-54.136
514.401,4.02,-327.1,0.954810833,,-54.227
515.409,4.02,-327,0.954735,,-54.318
516.404,4.02,-327,0.95466,,-54.408
517.413,4.02,-326.8,0.954584167,,-54.499
518.404,4.02,-327,0.954508333,,-54.59
519.412,4.02,-327,0.9544325,,-54.681
520.403,4.02,-327.2,0.954356667,,-54.772
521.397,4.02,-326.9,0.954280833,,-54.863
522.403,4.02,-327.1,0.954205833,,-54.953
523.411,4.016,-327,0.95413,,-55.044
524.404,4.02,-327.3,0.954054167,,-55.135
525.41,4.02,-327.3,0.953978333,,-55.226
526.401,4.02,-327.2,0.9539025,,-55.317
527.403,4.016,-327,0.953826667,,-55.408
528.411,4.02,-327.5,0.953750833,,-55.499
529.404,4.016,-327.2,0.953675,,-55.59
530.411,4.02,-327.4,0.953599167,,-55.681
531.4,4.016,-327.4,0.953523333,,-55.772
532.408,4.02,-327.3,0.953448333,,-55.862
533.403,4.02,-327.4,0.9533725,,-55.953
534.41,4.02,-327.3,0.953296667,,-56.044
535.401,4.016,-327.3,0.953220833,,-56.135
536.406,4.02,-327,0.953145,,-56.226
537.397,4.016,-327.2,0.953069167,,-56.317
538.405,4.02,-327.3,0.952993333,,-56.408
539.397,4.02,-327.4,0.9529175,,-56.499
540.407,4.02,-327.4,0.952841667,,-56.59
541.398,4.016,-327.6,0.952765833,,-56.681
542.406,4.02,-327.6,0.95269,,-56.772
543.398,4.016,-327.5,0.952614167,,-56.863
544.406,4.016,-327.5,0.952538333,,-56.954
545.406,4.016,-327.7,0.9524625,,-57.045
546.402,4.016,-327.1,0.952386667,,-57.136
547.41,4.016,-327.6,0.952310833,,-57.227
548.403,4.02,-327.3,0.952235,,-57.318
549.412,4.02,-327.4,0.95216,,-57.408
