time_s,voltage_V,current_A,soc_thuc,,,,
0,4.128,0,1,,,,0
0.004,4.128,0,1,,,,0
0.004,4.128,0.2,1,,,,0
0.004,4.128,0.2,1,,,,0
0.004,4.128,-0.2,1,,,,0
0.004,4.128,-0.1,1,,,,0
0.004,4.128,-0.2,1,,,,0
0.004,4.128,0.1,1,,,,0
0.004,4.128,0.1,1,,,,0
0.006,4.128,-0.2,1,,,,0
0.01,4.128,0.3,1,,,,0
0.01,4.128,0,1,,,,0
0.01,4.128,0.1,1,,,,0
0.195,4.128,-0.1,1,,,,0
1.205,4.128,-0.2,1,,,,0
2.199,4.128,0.1,1,,,,0
3.195,4.128,-0.1,1,,,,0
4.203,4.128,0.1,1,,,,0
5.204,4.128,0.1,1,,,,0
6.194,4.128,0,1,,,,0
7.197,4.128,0,1,,,,0
8.192,4.128,0.1,1,,,,0
9.193,4.128,-0.1,1,,,,0
10.207,4.124,0.2,1,,,,0
11.205,4.128,-0.1,1,,,,0
12.204,4.128,0,1,,,,0
13.198,4.128,0,1,,,,0
14.194,4.128,-0.1,1,,,,0
15.207,4.128,0.1,1,,,,0
16.202,4.128,-0.2,1,,,,0
17.192,4.132,0,1,,,,0
18.202,4.128,-0.1,1,,,,0
19.198,4.128,0,1,,,,0
20.192,4.128,0.1,1,,,,0
21.193,4.128,0.2,1,,,,0
22.205,4.128,0,1,,,,0
23.201,4.128,0.1,1,,,,0
24.198,4.128,-0.1,1,,,,0
25.194,4.128,0,1,,,,0
26.192,4.128,0.1,1,,,,0
27.199,4.128,0.1,1.000000833,,,,0.001
28.192,4.132,0.1,1.000000833,,,,0.001
29.192,4.128,0.3,1.000000833,,,,0.001
30.204,4.128,0.1,1.000000833,,,,0.001
31.199,4.128,0,1.000000833,,,,0.001
32.198,4.128,0.1,1.000000833,,,,0.001
33.193,4.128,0.1,1.000000833,,,,0.001
34.202,4.128,0.1,1.000000833,,,,0.001
35.199,4.128,0,1.000000833,,,,0.001
36.194,4.128,0.3,1.000000833,,,,0.001
37.205,4.128,-0.2,1.000000833,,,,0.001
38.203,4.128,0,1.000000833,,,,0.001
39.2,4.128,0.1,1.000000833,,,,0.001
40.201,4.128,0,1.000000833,,,,0.001
41.201,4.128,-0.1,1.000000833,,,,0.001
42.199,4.128,0.2,1.000000833,,,,0.001
43.196,4.132,0,1.000000833,,,,0.001
44.192,4.128,-0.1,1.000000833,,,,0.001
45.2,4.128,0,1.000000833,,,,0.001
46.197,4.132,0.1,1.000000833,,,,0.001
47.2,4.128,0.1,1.000000833,,,,0.001
48.196,4.128,0,1.000000833,,,,0.001
49.197,4.128,0,1.000000833,,,,0.001
50.192,4.128,-0.1,1.000000833,,,,0.001
51.202,4.128,0,1.000000833,,,,0.001
52.201,4.132,-0.1,1.000000833,,,,0.001
53.197,4.128,0.2,1.000000833,,,,0.001
54.192,4.128,0.2,1.000000833,,,,0.001
55.203,4.128,0,1.000000833,,,,0.001
56.2,4.128,0,1.000000833,,,,0.001
57.196,4.128,0,1.000000833,,,,0.001
58.194,4.128,0,1.000000833,,,,0.001
59.203,4.128,-0.2,1.000000833,,,,0.001
60.201,4.128,0,1.000000833,,,,0.001
61.194,4.128,0,1.000000833,,,,0.001
62.191,4.128,0.1,1.000000833,,,,0.001
63.195,4.128,-0.1,1.000000833,,,,0.001
64.193,4.128,0.1,1.000000833,,,,0.001
65.197,4.128,0,1.000000833,,,,0.001
66.195,4.128,-0.1,1.000000833,,,,0.001
67.204,4.128,0.2,1.000000833,,,,0.001
68.2,4.128,0,1.000000833,,,,0.001
69.194,4.128,-0.1,1.000000833,,,,0.001
70.204,4.128,0,1.000000833,,,,0.001
71.201,4.116,-155.7,0.999965,,,,-0.042
72.204,4.112,-164.5,0.999926667,,,,-0.088
73.203,4.112,-163.5,0.999889167,,,,-0.133
74.2,4.112,-161,0.999851667,,,,-0.178
75.193,4.108,-161.3,0.999814167,,,,-0.223
76.192,4.108,-161.1,0.999776667,,,,-0.268
77.191,4.108,-160.6,0.99974,,,,-0.312
78.202,4.108,-161.7,0.9997025,,,,-0.357
79.194,4.108,-162,0.999665,,,,-0.402
80.193,4.108,-162,0.9996275,,,,-0.447
81.291,4.108,-161.8,0.99959,,,,-0.492
82.2,4.108,-162.1,0.9995525,,,,-0.537
83.195,4.104,-162,0.999515,,,,-0.582
84.191,4.108,-161.9,0.9994775,,,,-0.627
85.2,4.108,-161.8,0.99944,,,,-0.672
86.195,4.108,-162,0.9994025,,,,-0.717
87.202,4.104,-161.6,0.999365,,,,-0.762
88.2,4.1,-162,0.9993275,,,,-0.807
89.197,4.104,-163,0.99929,,,,-0.852
90.191,4.104,-161.9,0.9992525,,,,-0.897
91.201,4.104,-161.8,0.999215,,,,-0.942
92.198,4.108,-162.1,0.9991775,,,,-0.987
93.191,4.104,-162,0.99914,,,,-1.032
94.202,4.104,-162.1,0.9991025,,,,-1.077
95.2,4.104,-161.7,0.999065,,,,-1.122
96.199,4.104,-161.4,0.9990275,,,,-1.167
97.193,4.1,-161.9,0.99899,,,,-1.212
98.191,4.1,-161.9,0.9989525,,,,-1.257
99.189,4.104,-161.8,0.998915,,,,-1.302
100.204,4.1,-161.2,0.9988775,,,,-1.347
101.2,4.1,-161.3,0.99884,,,,-1.392
102.196,4.104,-161.3,0.998803333,,,,-1.436
103.195,4.1,-161.4,0.998765833,,,,-1.481
104.19,4.1,-161.2,0.998728333,,,,-1.526
105.191,4.096,-161,0.998690833,,,,-1.571
106.203,4.1,-161.2,0.998654167,,,,-1.615
107.199,4.1,-161.2,0.998616667,,,,-1.66
108.197,4.1,-161.3,0.998579167,,,,-1.705
109.196,4.1,-161.4,0.998541667,,,,-1.75
110.189,4.096,-161.2,0.998504167,,,,-1.795
111.191,4.1,-161.2,0.9984675,,,,-1.839
112.201,4.1,-161.2,0.99843,,,,-1.884
113.2,4.1,-161.1,0.9983925,,,,-1.929
114.196,4.1,-161.2,0.998355,,,,-1.974
115.197,4.1,-161.3,0.9983175,,,,-2.019
116.194,4.1,-161.1,0.998280833,,,,-2.063
117.194,4.1,-161.1,0.998243333,,,,-2.108
118.197,4.096,-161.1,0.998205833,,,,-2.153
119.195,4.096,-160.9,0.998169167,,,,-2.197
120.194,4.096,-161.1,0.998131667,,,,-2.242
121.194,4.096,-160.9,0.998094167,,,,-2.287
122.189,4.1,-160.8,0.998056667,,,,-2.332
123.189,4.096,-163.8,0.998019167,,,,-2.377
124.19,4.096,-160.4,0.997981667,,,,-2.422
125.2,4.1,-167.9,0.997943333,,,,-2.468
126.196,4.112,-0.2,0.997943333,,,,-2.468
127.198,4.112,0.1,0.997943333,,,,-2.468
128.197,4.116,0.3,0.997943333,,,,-2.468
129.194,4.116,0.2,0.997943333,,,,-2.468
130.194,4.116,0.1,0.997943333,,,,-2.468
131.202,4.112,0,0.997943333,,,,-2.468
132.203,4.116,0,0.997943333,,,,-2.468
133.202,4.116,-0.1,0.997943333,,,,-2.468
140.194,4.12,0,0.997943333,,,,-2.468
141.192,4.116,0.1,0.997943333,,,,-2.468
142.201,4.116,0,0.997943333,,,,-2.468
143.194,4.116,0.1,0.997943333,,,,-2.468
144.204,4.12,0.1,0.997943333,,,,-2.468
145.198,4.116,0.2,0.997943333,,,,-2.468
146.191,4.12,0.1,0.997943333,,,,-2.468
147.201,4.12,-0.1,0.997943333,,,,-2.468
148.19,4.088,-306.8,0.9978725,,,,-2.553
149.203,4.088,-308.2,0.997800833,,,,-2.639
150.2,4.084,-309.2,0.997729167,,,,-2.725
151.196,4.088,-306.8,0.997658333,,,,-2.81
152.188,4.084,-307.3,0.9975875,,,,-2.895
153.198,4.084,-307.7,0.997515833,,,,-2.981
154.194,4.08,-306.5,0.997445,,,,-3.066
155.189,4.084,-306.3,0.997374167,,,,-3.151
156.201,4.08,-308.3,0.9973025,,,,-3.237
157.196,4.08,-309.4,0.997231667,,,,-3.322
158.19,4.084,-306.4,0.99716,,,,-3.408
159.2,4.08,-306,0.997089167,,,,-3.493
160.194,4.08,-289.6,0.9970225,,,,-3.573
161.192,4.08,-305.5,0.996951667,,,,-3.658
162.188,4.08,-305.4,0.996880833,,,,-3.743
163.196,4.076,-303.3,0.996810833,,,,-3.827
164.193,4.076,-302.5,0.996740833,,,,-3.911
165.188,4.08,-302,0.996670833,,,,-3.995
166.2,4.076,-302.3,0.996600833,,,,-4.079
167.195,4.08,-293.9,0.9965325,,,,-4.161
168.19,4.076,-292.8,0.996465,,,,-4.242
169.202,4.076,-289.1,0.996398333,,,,-4.322
170.198,4.076,-289.2,0.996331667,,,,-4.402
171.196,4.076,-288.4,0.996264167,,,,-4.483
172.201,4.076,-285.3,0.996198333,,,,-4.562
173.2,4.076,-289.8,0.996131667,,,,-4.642
174.201,4.076,-290.7,0.996064167,,,,-4.723
175.201,4.076,-291.5,0.995996667,,,,-4.804
176.2,4.076,-290.6,0.995929167,,,,-4.885
177.191,4.076,-290.1,0.9958625,,,,-4.965
178.2,4.076,-290.1,0.995795,,,,-5.046
179.197,4.072,-290.4,0.9957275,,,,-5.127
180.191,4.072,-290.5,0.995660833,,,,-5.207
181.19,4.076,-291,0.995593333,,,,-5.288
182.19,4.072,-290.8,0.995525833,,,,-5.369
183.187,4.072,-289.9,0.995459167,,,,-5.449
184.199,4.072,-289.9,0.995391667,,,,-5.53
185.196,4.072,-289.6,0.995325,,,,-5.61
186.192,4.072,-289.6,0.9952575,,,,-5.691
187.192,4.072,-289.3,0.995190833,,,,-5.771
188.189,4.072,-289.7,0.995123333,,,,-5.852
189.189,4.072,-289.7,0.995056667,,,,-5.932
190.198,4.072,-289.6,0.994989167,,,,-6.013
191.192,4.072,-289.3,0.9949225,,,,-6.093
192.191,4.072,-289.4,0.994855833,,,,-6.173
193.193,4.068,-289,0.994788333,,,,-6.254
194.19,4.072,-289.2,0.994721667,,,,-6.334
195.19,4.068,-288.1,0.994655,,,,-6.414
196.188,4.072,-289.9,0.9945875,,,,-6.495
197.201,4.072,-288.8,0.994520833,,,,-6.575
198.198,4.068,-288.9,0.994454167,,,,-6.655
199.196,4.072,-284.1,0.994388333,,,,-6.734
200.191,4.072,-283.3,0.9943225,,,,-6.813
201.186,4.068,-283.6,0.9942575,,,,-6.891
202.195,4.072,-282.9,0.994191667,,,,-6.97
203.192,4.068,-282.3,0.994126667,,,,-7.048
204.189,4.072,-279.9,0.994061667,,,,-7.126
205.188,4.068,-279.5,0.993996667,,,,-7.204
206.199,4.068,-281.3,0.993931667,,,,-7.282
207.193,4.068,-281.6,0.993866667,,,,-7.36
208.193,4.072,-281.7,0.993801667,,,,-7.438
209.201,4.068,-281.9,0.993735833,,,,-7.517
210.189,4.064,-281.6,0.993670833,,,,-7.595
211.199,4.068,-281.6,0.993605833,,,,-7.673
212.194,4.068,-281.3,0.993540833,,,,-7.751
213.2,4.068,-281.7,0.993475,,,,-7.83
214.202,4.068,-282.7,0.99341,,,,-7.908
215.195,4.068,-283.7,0.993344167,,,,-7.987
216.192,4.068,-283.7,0.993278333,,,,-8.066
217.191,4.068,-283.1,0.993213333,,,,-8.144
218.202,4.068,-283.3,0.9931475,,,,-8.223
219.187,4.068,-284.1,0.993081667,,,,-8.302
220.2,4.068,-283.5,0.993015833,,,,-8.381
221.196,4.064,-283.6,0.992950833,,,,-8.459
222.191,4.068,-283,0.992885,,,,-8.538
223.2,4.064,-282.9,0.992819167,,,,-8.617
224.198,4.064,-282.6,0.992754167,,,,-8.695
225.189,4.068,-282.9,0.992688333,,,,-8.774
226.195,4.064,-282.3,0.992623333,,,,-8.852
227.192,4.068,-281.9,0.992558333,,,,-8.93
228.189,4.068,-281.9,0.9924925,,,,-9.009
229.201,4.064,-282.2,0.9924275,,,,-9.087
230.199,4.064,-282.7,0.992361667,,,,-9.166
231.196,4.064,-282.5,0.992296667,,,,-9.244
232.195,4.064,-293.5,0.992228333,,,,-9.326
233.192,4.092,0,0.992228333,,,,-9.326
234.187,4.092,-0.1,0.992228333,,,,-9.326
235.2,4.092,0,0.992228333,,,,-9.326
236.196,4.092,0.4,0.992228333,,,,-9.326
237.191,4.092,0,0.992228333,,,,-9.326
238.188,4.092,-0.1,0.992228333,,,,-9.326
239.187,4.096,-0.1,0.992228333,,,,-9.326
240.199,4.096,-0.1,0.992228333,,,,-9.326
241.189,4.096,0.2,0.992228333,,,,-9.326
242.187,4.096,-0.1,0.992228333,,,,-9.326
243.198,4.096,-0.1,0.992228333,,,,-9.326
244.196,4.096,0,0.992228333,,,,-9.326
245.193,4.096,0,0.992228333,,,,-9.326
246.194,4.1,0,0.992228333,,,,-9.326
247.192,4.1,-0.2,0.992228333,,,,-9.326
248.19,4.096,0,0.992228333,,,,-9.326
249.193,4.1,0,0.992228333,,,,-9.326
250.189,4.08,-175.2,0.992188333,,,,-9.374
251.188,4.084,-177.4,0.992146667,,,,-9.424
252.188,4.084,-177.9,0.992105833,,,,-9.473
253.199,4.08,-177.8,0.992065,,,,-9.522
254.188,4.08,-177.8,0.992023333,,,,-9.572
255.189,4.08,-177.9,0.9919825,,,,-9.621
256.186,4.08,-177.6,0.991940833,,,,-9.671
257.196,4.08,-177.8,0.9919,,,,-9.72
258.194,4.08,-177.6,0.991859167,,,,-9.769
259.194,4.08,-177.9,0.9918175,,,,-9.819
260.187,4.08,-178.1,0.991776667,,,,-9.868
261.196,4.08,-177.9,0.991735,,,,-9.918
262.192,4.076,-178,0.991694167,,,,-9.967
263.19,4.076,-177.9,0.9916525,,,,-10.017
264.187,4.076,-177.9,0.991611667,,,,-10.066
265.186,4.076,-177.8,0.991570833,,,,-10.115
266.195,4.076,-177.8,0.991529167,,,,-10.165
267.2,4.076,-177.6,0.991488333,,,,-10.214
268.2,4.076,-177.9,0.9914475,,,,-10.263
269.198,4.08,-177.7,0.991405833,,,,-10.313
270.197,4.076,-177.9,0.991365,,,,-10.362
271.194,4.076,-177.8,0.991323333,,,,-10.412
272.19,4.08,-177.8,0.9912825,,,,-10.461
273.192,4.076,-177.8,0.991241667,,,,-10.51
274.187,4.076,-177.8,0.9912,,,,-10.56
275.186,4.08,-177.8,0.991159167,,,,-10.609
276.199,4.076,-177.8,0.9911175,,,,-10.659
277.195,4.076,-177.7,0.991076667,,,,-10.708
278.191,4.076,-177.6,0.991035833,,,,-10.757
279.188,4.08,-177.7,0.990994167,,,,-10.807
280.187,4.076,-177.5,0.990953333,,,,-10.856
281.187,4.08,-177.8,0.9909125,,,,-10.905
282.188,4.076,-177.8,0.990870833,,,,-10.955
283.2,4.076,-177.5,0.99083,,,,-11.004
284.186,4.076,-177.5,0.990789167,,,,-11.053
285.198,4.076,-177.7,0.9907475,,,,-11.103
286.194,4.076,-177.6,0.990706667,,,,-11.152
287.191,4.076,-177.6,0.990665833,,,,-11.201
288.192,4.076,-177.7,0.990624167,,,,-11.251
289.188,4.076,-177.6,0.990583333,,,,-11.3
290.187,4.076,-177.4,0.9905425,,,,-11.349
291.194,4.076,-177.4,0.990500833,,,,-11.399
292.194,4.076,-177.6,0.99046,,,,-11.448
293.197,4.076,-177.5,0.990419167,,,,-11.497
294.185,4.072,-177.4,0.9903775,,,,-11.547
295.195,4.076,-177.7,0.990336667,,,,-11.596
296.194,4.076,-177.7,0.990295833,,,,-11.645
297.191,4.076,-177.2,0.990255,,,,-11.694
298.191,4.076,-177.3,0.990213333,,,,-11.744
299.19,4.076,-177.2,0.9901725,,,,-11.793
300.198,4.076,-177.2,0.990131667,,,,-11.842
301.196,4.072,-177.4,0.990090833,,,,-11.891
302.194,4.076,-202.2,0.990043333,,,,-11.948
303.198,4.072,-202.4,0.989996667,,,,-12.004
304.196,4.072,-202.2,0.98995,,,,-12.06
305.196,4.072,-202.4,0.989903333,,,,-12.116
306.191,4.076,-177.5,0.989861667,,,,-12.166
307.196,4.076,-177.4,0.989820833,,,,-12.215
308.195,4.076,-177.6,0.98978,,,,-12.264
309.188,4.072,-177.5,0.989739167,,,,-12.313
310.195,4.076,-177.6,0.9896975,,,,-12.363
311.193,4.072,-177.4,0.989656667,,,,-12.412
312.192,4.072,-177.4,0.989615833,,,,-12.461
313.192,4.076,-177.6,0.989574167,,,,-12.511
314.191,4.072,-177.4,0.989533333,,,,-12.56
315.187,4.072,-177.4,0.9894925,,,,-12.609
316.185,4.076,-177.7,0.989450833,,,,-12.659
317.199,4.072,-177.3,0.98941,,,,-12.708
318.184,4.072,-177.3,0.989369167,,,,-12.757
319.185,4.076,-177.4,0.989328333,,,,-12.806
320.198,4.072,-177.4,0.989286667,,,,-12.856
321.194,4.072,-177.5,0.989245833,,,,-12.905
322.191,4.076,-177.4,0.989205,,,,-12.954
323.19,4.076,-177.3,0.989164167,,,,-13.003
324.189,4.076,-177.4,0.9891225,,,,-13.053
325.187,4.072,-177.3,0.989081667,,,,-13.102
326.188,4.072,-177.4,0.989040833,,,,-13.151
327.184,4.072,-177.3,0.988999167,,,,-13.201
328.198,4.072,-177.3,0.988958333,,,,-13.25
329.192,4.076,-177.5,0.9889175,,,,-13.299
330.19,4.072,-177.3,0.988876667,,,,-13.348
331.189,4.072,-177.4,0.988835,,,,-13.398
332.186,4.072,-177.4,0.988794167,,,,-13.447
333.189,4.072,-177.3,0.988753333,,,,-13.496
334.184,4.072,-177.5,0.9887125,,,,-13.545
335.196,4.072,-177.4,0.988670833,,,,-13.595
336.199,4.072,-177.5,0.98863,,,,-13.644
337.196,4.072,-177.4,0.988589167,,,,-13.693
338.194,4.072,-177.5,0.9885475,,,,-13.743
339.192,4.076,-177.4,0.988506667,,,,-13.792
340.191,4.072,-177.2,0.988465833,,,,-13.841
341.185,4.072,-177.1,0.988425,,,,-13.89
342.195,4.072,-177.1,0.988384167,,,,-13.939
343.192,4.072,-177.3,0.9883425,,,,-13.989
344.19,4.076,-177.4,0.988301667,,,,-14.038
345.19,4.072,-177.2,0.988260833,,,,-14.087
346.185,4.068,-177.2,0.98822,,,,-14.136
347.195,4.072,-177.2,0.988178333,,,,-14.186
348.194,4.072,-177.2,0.9881375,,,,-14.235
349.193,4.072,-177.2,0.988096667,,,,-14.284
350.192,4.072,-177.2,0.988055833,,,,-14.333
351.196,4.072,-177.1,0.988014167,,,,-14.383
352.195,4.072,-177.1,0.987973333,,,,-14.432
353.19,4.072,-177.3,0.9879325,,,,-14.481
354.189,4.072,-177.6,0.987891667,,,,-14.53
355.189,4.072,-177.6,0.98785,,,,-14.58
356.192,4.072,-177.4,0.987809167,,,,-14.629
357.186,4.072,-177.3,0.987768333,,,,-14.678
358.197,4.072,-177.3,0.9877275,,,,-14.727
359.191,4.072,-177.2,0.987685833,,,,-14.777
360.191,4.068,-177.2,0.987645,,,,-14.826
361.19,4.072,-177.2,0.987604167,,,,-14.875
362.19,4.072,-177.5,0.987563333,,,,-14.924
363.186,4.072,-177.3,0.987521667,,,,-14.974
364.185,4.072,-177,0.987480833,,,,-15.023
365.196,4.072,-177,0.98744,,,,-15.072
366.196,4.072,-177.2,0.987399167,,,,-15.121
367.197,4.068,-177.4,0.987358333,,,,-15.17
368.193,4.072,-177.1,0.987316667,,,,-15.22
369.192,4.068,-177.2,0.987275833,,,,-15.269
370.19,4.072,-177.2,0.987235,,,,-15.318
371.187,4.072,-177,0.987194167,,,,-15.367
372.185,4.072,-177.2,0.9871525,,,,-15.417
373.184,4.068,-177.3,0.987111667,,,,-15.466
374.183,4.072,-177.2,0.987070833,,,,-15.515
375.194,4.068,-177.1,0.98703,,,,-15.564
376.191,4.072,-177.3,0.986989167,,,,-15.613
377.189,4.072,-177.5,0.9869475,,,,-15.663
378.188,4.068,-177,0.986906667,,,,-15.712
379.188,4.072,-177,0.986865833,,,,-15.761
380.183,4.072,-177.1,0.986825,,,,-15.81
381.195,4.068,-176.8,0.986784167,,,,-15.859
382.191,4.072,-176.9,0.9867425,,,,-15.909
383.186,4.072,-177,0.986701667,,,,-15.958
384.187,4.072,-177.3,0.986660833,,,,-16.007
385.19,4.072,-177,0.98662,,,,-16.056
386.187,4.072,-176.9,0.986579167,,,,-16.105
387.186,4.072,-177.1,0.986538333,,,,-16.154
388.197,4.068,-177.2,0.986496667,,,,-16.204
389.196,4.068,-177,0.986455833,,,,-16.253
390.197,4.068,-177.1,0.986415,,,,-16.302
391.196,4.068,-177.2,0.986374167,,,,-16.351
392.194,4.068,-177.1,0.986333333,,,,-16.4
393.188,4.072,-177.2,0.986291667,,,,-16.45
394.185,4.068,-176.9,0.986250833,,,,-16.499
395.196,4.068,-177.2,0.98621,,,,-16.548
396.191,4.072,-177,0.986169167,,,,-16.597
397.189,4.068,-177.4,0.986128333,,,,-16.646
398.189,4.068,-176.9,0.986086667,,,,-16.696
399.185,4.068,-177.2,0.986045833,,,,-16.745
400.184,4.072,-177,0.986005,,,,-16.794
401.185,4.068,-177.1,0.985964167,,,,-16.843
402.182,4.072,-176.9,0.985923333,,,,-16.892
403.196,4.068,-176.8,0.9858825,,,,-16.941
404.196,4.068,-176.9,0.985840833,,,,-16.991
405.193,4.068,-176.9,0.9858,,,,-17.04
406.188,4.068,-177,0.985759167,,,,-17.089
407.184,4.068,-176.9,0.985718333,,,,-17.138
408.197,4.068,-177,0.9856775,,,,-17.187
409.191,4.068,-177.1,0.985636667,,,,-17.236
410.19,4.068,-177.1,0.985595,,,,-17.286
411.186,4.072,-176.9,0.985554167,,,,-17.335
412.184,4.072,-177.2,0.985513333,,,,-17.384
413.196,4.068,-177.1,0.9854725,,,,-17.433
414.195,4.068,-177,0.985431667,,,,-17.482
415.195,4.068,-177.2,0.98539,,,,-17.532
416.192,4.068,-177,0.985349167,,,,-17.581
417.19,4.068,-176.9,0.985308333,,,,-17.63
418.188,4.068,-177,0.9852675,,,,-17.679
419.186,4.068,-177,0.985226667,,,,-17.728
420.184,4.068,-176.7,0.985185833,,,,-17.777
421.182,4.068,-176.9,0.985145,,,,-17.826
422.195,4.068,-177.2,0.985103333,,,,-17.876
423.193,4.068,-176.8,0.9850625,,,,-17.925
424.193,4.068,-176.9,0.985021667,,,,-17.974
425.187,4.068,-177.1,0.984980833,,,,-18.023
426.181,4.068,-177.1,0.98494,,,,-18.072
427.193,4.068,-176.9,0.984899167,,,,-18.121
428.187,4.068,-176.9,0.9848575,,,,-18.171
429.186,4.064,-176.8,0.984816667,,,,-18.22
430.192,4.068,-176.8,0.984775833,,,,-18.269
431.192,4.068,-177.1,0.984735,,,,-18.318
432.191,4.068,-177,0.984694167,,,,-18.367
433.19,4.068,-177,0.984653333,,,,-18.416
434.192,4.068,-176.8,0.9846125,,,,-18.465
435.188,4.068,-176.8,0.984571667,,,,-18.514
436.187,4.068,-176.9,0.98453,,,,-18.564
437.184,4.068,-177,0.984489167,,,,-18.613
438.197,4.068,-177,0.984448333,,,,-18.662
439.182,4.068,-176.7,0.9844075,,,,-18.711
440.196,4.068,-176.7,0.984366667,,,,-18.76
441.195,4.068,-176.8,0.984325833,,,,-18.809
442.183,4.068,-177,0.984285,,,,-18.858
443.186,4.064,-176.8,0.984244167,,,,-18.907
444.182,4.068,-177,0.9842025,,,,-18.957
445.195,4.068,-176.8,0.984161667,,,,-19.006
446.195,4.064,-176.9,0.984120833,,,,-19.055
447.195,4.068,-177,0.98408,,,,-19.104
448.191,4.064,-176.9,0.984039167,,,,-19.153
449.184,4.068,-176.9,0.983998333,,,,-19.202
450.195,4.068,-176.8,0.9839575,,,,-19.251
451.19,4.068,-176.9,0.983915833,,,,-19.301
452.185,4.064,-177,0.983875,,,,-19.35
453.181,4.068,-177,0.983834167,,,,-19.399
454.196,4.068,-176.8,0.983793333,,,,-19.448
455.192,4.068,-177,0.9837525,,,,-19.497
456.189,4.068,-176.7,0.983711667,,,,-19.546
457.181,4.068,-176.8,0.983670833,,,,-19.595
458.181,4.068,-176.8,0.983629167,,,,-19.645
459.183,4.068,-176.9,0.983588333,,,,-19.694
460.194,4.064,-176.9,0.9835475,,,,-19.743
461.192,4.068,-176.8,0.983506667,,,,-19.792
462.188,4.068,-176.7,0.983465833,,,,-19.841
463.181,4.064,-176.8,0.983425,,,,-19.89
464.182,4.064,-177,0.983384167,,,,-19.939
465.183,4.064,-176.7,0.983343333,,,,-19.988
466.192,4.064,-176.8,0.9833025,,,,-20.037
467.191,4.068,-176.6,0.983260833,,,,-20.087
468.187,4.064,-176.8,0.98322,,,,-20.136
469.186,4.064,-176.9,0.983179167,,,,-20.185
470.191,4.068,-176.7,0.983138333,,,,-20.234
471.185,4.064,-177,0.9830975,,,,-20.283
472.192,4.068,-177,0.983056667,,,,-20.332
473.192,4.064,-176.9,0.983015833,,,,-20.381
474.189,4.068,-177,0.982975,,,,-20.43
475.183,4.064,-176.9,0.982933333,,,,-20.48
476.183,4.064,-177,0.9828925,,,,-20.529
477.18,4.068,-176.8,0.982851667,,,,-20.578
478.194,4.064,-176.7,0.982810833,,,,-20.627
479.189,4.064,-176.8,0.98277,,,,-20.676
480.188,4.064,-176.9,0.982729167,,,,-20.725
481.188,4.064,-176.7,0.982688333,,,,-20.774
482.186,4.064,-176.6,0.9826475,,,,-20.823
483.188,4.068,-176.8,0.982606667,,,,-20.872
484.184,4.068,-176.9,0.982565,,,,-20.922
485.182,4.064,-176.8,0.982524167,,,,-20.971
486.18,4.064,-176.7,0.982483333,,,,-21.02
487.194,4.064,-176.8,0.9824425,,,,-21.069
488.194,4.064,-176.7,0.982401667,,,,-21.118
489.191,4.068,-176.9,0.982360833,,,,-21.167
490.188,4.064,-176.8,0.98232,,,,-21.216
491.188,4.064,-176.9,0.982279167,,,,-21.265
492.187,4.064,-176.9,0.9822375,,,,-21.315
493.184,4.064,-176.7,0.982196667,,,,-21.364
494.194,4.064,-176.6,0.982155833,,,,-21.413
495.188,4.064,-176.8,0.982115,,,,-21.462
496.186,4.06,-176.8,0.982074167,,,,-21.511
497.183,4.064,-176.6,0.982033333,,,,-21.56
498.182,4.064,-176.7,0.9819925,,,,-21.609
499.193,4.06,-176.8,0.981951667,,,,-21.658
500.19,4.068,-176.9,0.981910833,,,,-21.707
501.186,4.064,-176.6,0.98187,,,,-21.756
502.18,4.064,-176.9,0.981829167,,,,-21.805
503.187,4.064,-176.7,0.9817875,,,,-21.855
504.183,4.064,-176.9,0.981746667,,,,-21.904
505.193,4.064,-176.7,0.981705833,,,,-21.953
506.181,4.064,-176.8,0.981665,,,,-22.002
507.192,4.064,-176.7,0.981624167,,,,-22.051
508.189,4.064,-176.5,0.981583333,,,,-22.1
509.187,4.068,-176.6,0.9815425,,,,-22.149
510.185,4.064,-176.6,0.981501667,,,,-22.198
511.183,4.064,-176.7,0.981460833,,,,-22.247
512.187,4.064,-176.9,0.98142,,,,-22.296
513.186,4.06,-176.7,0.981379167,,,,-22.345
514.182,4.06,-176.8,0.9813375,,,,-22.395
515.189,4.064,-176.9,0.981296667,,,,-22.444
516.183,4.06,-176.8,0.981255833,,,,-22.493
517.193,4.064,-177,0.981215,,,,-22.542
518.19,4.064,-176.8,0.981174167,,,,-22.591
519.181,4.06,-176.9,0.981133333,,,,-22.64
520.19,4.064,-176.8,0.9810925,,,,-22.689
521.187,4.064,-176.7,0.981051667,,,,-22.738
522.183,4.064,-176.6,0.981010833,,,,-22.787
523.18,4.064,-177,0.980969167,,,,-22.837
524.184,4.064,-177,0.980928333,,,,-22.886
525.194,4.06,-177,0.9808875,,,,-22.935
526.19,4.068,-177,0.980846667,,,,-22.984
527.18,4.064,-176.6,0.980805833,,,,-23.033
528.19,4.064,-176.7,0.980765,,,,-23.082
529.185,4.064,-176.8,0.980724167,,,,-23.131
530.18,4.064,-176.9,0.9806825,,,,-23.181
531.189,4.064,-177,0.980641667,,,,-23.23
532.187,4.064,-176.9,0.980600833,,,,-23.279
533.187,4.064,-176.8,0.98056,,,,-23.328
534.185,4.064,-176.8,0.980519167,,,,-23.377
