time_s,voltage_V,current_A,soc_thuc,,,,
44125.109,3.744,-156.7,0.104055833,,,,-1075.133
44126.112,3.748,-156.5,0.104019167,,,,-1075.177
44127.116,3.748,-156.4,0.103983333,,,,-1075.22
44128.104,3.744,-156.4,0.103946667,,,,-1075.264
44129.103,3.744,-156.6,0.103910833,,,,-1075.307
44130.107,3.744,-156.6,0.103874167,,,,-1075.351
44131.107,3.744,-156.5,0.103838333,,,,-1075.394
44132.112,3.748,-156.5,0.103801667,,,,-1075.438
44133.116,3.748,-156.5,0.103765833,,,,-1075.481
44134.104,3.744,-156.5,0.103729167,,,,-1075.525
44135.106,3.748,-156.5,0.103693333,,,,-1075.568
44136.104,3.744,-156.4,0.1036575,,,,-1075.611
44137.106,3.744,-156.8,0.103620833,,,,-1075.655
44138.107,3.748,-156.7,0.103584167,,,,-1075.699
44139.11,3.744,-156.4,0.103548333,,,,-1075.742
44140.104,3.744,-156.4,0.103511667,,,,-1075.786
44141.105,3.744,-156.8,0.103475833,,,,-1075.829
44142.109,3.744,-156.5,0.103439167,,,,-1075.873
44143.108,3.744,-156.6,0.103403333,,,,-1075.916
44144.107,3.744,-156.5,0.1033675,,,,-1075.959
44145.11,3.748,-156.8,0.103330833,,,,-1076.003
44146.111,3.744,-156.6,0.103294167,,,,-1076.047
44147.112,3.748,-156.5,0.103258333,,,,-1076.09
44148.115,3.744,-156.7,0.103221667,,,,-1076.134
44149.117,3.748,-156.4,0.103185833,,,,-1076.177
44150.107,3.748,-156.7,0.103149167,,,,-1076.221
44151.111,3.744,-156.5,0.103113333,,,,-1076.264
44152.113,3.744,-156.6,0.1030775,,,,-1076.307
44153.116,3.748,-156.6,0.103040833,,,,-1076.351
44154.116,3.744,-156.4,0.103005,,,,-1076.394
44155.104,3.744,-156.7,0.102968333,,,,-1076.438
44156.11,3.748,-156.7,0.102931667,,,,-1076.482
44157.113,3.748,-156.6,0.102895833,,,,-1076.525
44158.117,3.748,-156.4,0.10286,,,,-1076.568
44159.105,3.744,-156.6,0.102823333,,,,-1076.612
44160.11,3.748,-156.4,0.1027875,,,,-1076.655
44161.113,3.748,-156.7,0.102750833,,,,-1076.699
44162.116,3.74,-156.7,0.102714167,,,,-1076.743
44163.117,3.748,-156.5,0.102678333,,,,-1076.786
44164.102,3.744,-156.5,0.1026425,,,,-1076.829
44165.104,3.748,-156.5,0.102605833,,,,-1076.873
44166.106,3.748,-156.6,0.10257,,,,-1076.916
44167.112,3.748,-156.6,0.102533333,,,,-1076.96
44168.113,3.748,-156.4,0.1024975,,,,-1077.003
44169.116,3.744,-156.7,0.102460833,,,,-1077.047
44170.118,3.744,-156.5,0.102425,,,,-1077.09
44171.105,3.748,-156.5,0.102388333,,,,-1077.134
44172.108,3.748,-156.7,0.1023525,,,,-1077.177
44173.109,3.748,-156.2,0.102315833,,,,-1077.221
44174.113,3.748,-156.6,0.10228,,,,-1077.264
44175.114,3.748,-156.6,0.102243333,,,,-1077.308
44176.106,3.744,-156.5,0.1022075,,,,-1077.351
44177.107,3.744,-156.8,0.102170833,,,,-1077.395
44178.109,3.744,-156.5,0.102135,,,,-1077.438
44179.113,3.748,-156.6,0.102098333,,,,-1077.482
44180.115,3.748,-156.6,0.1020625,,,,-1077.525
44181.116,3.744,-156.5,0.102026667,,,,-1077.568
44182.117,3.744,-156.2,0.10199,,,,-1077.612
44183.102,3.748,-156.4,0.101954167,,,,-1077.655
44184.103,3.748,-156.8,0.1019175,,,,-1077.699
44185.11,3.744,-156.5,0.101881667,,,,-1077.742
44186.109,3.748,-156.9,0.101845,,,,-1077.786
44187.109,3.748,-156.6,0.101809167,,,,-1077.829
44188.11,3.748,-156.5,0.1017725,,,,-1077.873
44189.111,3.744,-156.6,0.101736667,,,,-1077.916
44190.113,3.744,-156.6,0.1017,,,,-1077.96
44191.116,3.744,-156.5,0.101664167,,,,-1078.003
44192.116,3.744,-156.4,0.1016275,,,,-1078.047
44193.103,3.744,-156.7,0.101591667,,,,-1078.09
44194.105,3.748,-156.5,0.101555,,,,-1078.134
44195.106,3.744,-156.6,0.101519167,,,,-1078.177
44196.109,3.744,-156.7,0.1014825,,,,-1078.221
44197.113,3.744,-156.4,0.101446667,,,,-1078.264
44198.103,3.744,-156.5,0.10141,,,,-1078.308
44199.105,3.744,-156.6,0.101374167,,,,-1078.351
44200.105,3.748,-156.7,0.1013375,,,,-1078.395
44201.105,3.744,-156.6,0.101301667,,,,-1078.438
44202.103,3.744,-156.6,0.101265,,,,-1078.482
44203.103,3.744,-156.7,0.101229167,,,,-1078.525
44204.102,3.748,-156.6,0.1011925,,,,-1078.569
44205.103,3.744,-156.6,0.101156667,,,,-1078.612
44206.107,3.748,-156.6,0.10112,,,,-1078.656
44207.107,3.748,-156.5,0.101084167,,,,-1078.699
44208.108,3.744,-156.6,0.101048333,,,,-1078.742
44209.113,3.744,-156.4,0.101011667,,,,-1078.786
44210.116,3.748,-156.6,0.100975833,,,,-1078.829
44211.104,3.748,-156.5,0.100939167,,,,-1078.873
44212.108,3.744,-156.5,0.100903333,,,,-1078.916
44213.112,3.748,-156.4,0.100866667,,,,-1078.96
44214.113,3.744,-156.6,0.100830833,,,,-1079.003
44215.115,3.748,-156.5,0.100794167,,,,-1079.047
44216.101,3.744,-156.7,0.100758333,,,,-1079.09
44217.104,3.744,-156.5,0.100721667,,,,-1079.134
44218.103,3.748,-156.5,0.100685833,,,,-1079.177
44219.107,3.744,-156.5,0.100649167,,,,-1079.221
44220.107,3.748,-156.8,0.100613333,,,,-1079.264
44221.112,3.748,-156.7,0.100576667,,,,-1079.308
44222.114,3.744,-156.5,0.100540833,,,,-1079.351
44223.101,3.748,-156.6,0.100504167,,,,-1079.395
44224.103,3.744,-156.4,0.100468333,,,,-1079.438
44225.104,3.748,-156.4,0.100431667,,,,-1079.482
44226.106,3.744,-156.6,0.100395833,,,,-1079.525
44227.105,3.744,-156.5,0.10036,,,,-1079.568
44228.106,3.744,-156.6,0.100323333,,,,-1079.612
44229.103,3.744,-156.7,0.100286667,,,,-1079.656
44230.101,3.744,-156.5,0.100250833,,,,-1079.699
44231.113,3.748,-156.7,0.100214167,,,,-1079.743
44232.109,3.744,-156.5,0.100178333,,,,-1079.786
44233.106,3.744,-156.5,0.1001425,,,,-1079.829
44234.103,3.744,-156.4,0.100105833,,,,-1079.873
44235.102,3.748,-156.9,0.100069167,,,,-1079.917
44236.103,3.744,-156.7,0.100033333,,,,-1079.96
44237.105,3.744,-156.6,0.099996667,,,,-1080.004
44238.109,3.744,-156.3,0.099960833,,,,-1080.047
44239.108,3.744,-156.6,0.099925,,,,-1080.09
44240.114,3.748,-156.5,0.099888333,,,,-1080.134
44241.101,3.744,-156.4,0.0998525,,,,-1080.177
44242.102,3.744,-156.6,0.099815833,,,,-1080.221
44243.103,3.744,-156.4,0.09978,,,,-1080.264
44244.106,3.744,-156.5,0.099743333,,,,-1080.308
44245.109,3.748,-156.6,0.0997075,,,,-1080.351
44246.112,3.744,-156.5,0.099670833,,,,-1080.395
44247.1,3.744,-156.5,0.099635,,,,-1080.438
44248.101,3.744,-156.6,0.099598333,,,,-1080.482
44249.116,3.744,-156.6,0.0995625,,,,-1080.525
44250.114,3.748,-156.7,0.099525833,,,,-1080.569
44251.116,3.744,-156.5,0.09949,,,,-1080.612
44252.116,3.744,-156.7,0.099453333,,,,-1080.656
44253.115,3.748,-156.6,0.0994175,,,,-1080.699
44254.102,3.744,-156.6,0.099380833,,,,-1080.743
44255.102,3.744,-156.5,0.099345,,,,-1080.786
44256.106,3.748,-156.6,0.099309167,,,,-1080.829
44257.105,3.744,-156.6,0.0992725,,,,-1080.873
44258.108,3.748,-156.5,0.099236667,,,,-1080.916
44259.108,3.744,-156.5,0.0992,,,,-1080.96
44260.109,3.744,-156.5,0.099164167,,,,-1081.003
44261.115,3.748,-156.4,0.0991275,,,,-1081.047
44262.102,3.744,-156.5,0.099091667,,,,-1081.09
44263.107,3.748,-156.6,0.099055,,,,-1081.134
44264.112,3.74,-156.8,0.099019167,,,,-1081.177
44265.1,3.744,-156.6,0.0989825,,,,-1081.221
44266.103,3.748,-156.5,0.098946667,,,,-1081.264
44267.104,3.744,-156.6,0.09891,,,,-1081.308
44268.105,3.744,-156.5,0.098874167,,,,-1081.351
44269.102,3.744,-156.7,0.0988375,,,,-1081.395
44270.1,3.744,-156.7,0.098801667,,,,-1081.438
44271.101,3.744,-156.3,0.098765,,,,-1081.482
44272.102,3.744,-156.6,0.098729167,,,,-1081.525
44273.105,3.744,-156.6,0.0986925,,,,-1081.569
44274.106,3.744,-156.4,0.098656667,,,,-1081.612
44275.11,3.744,-156.6,0.09862,,,,-1081.656
44276.113,3.748,-156.5,0.098584167,,,,-1081.699
44277.114,3.744,-156.7,0.0985475,,,,-1081.743
44278.099,3.744,-156.3,0.098511667,,,,-1081.786
44279.104,3.744,-156.6,0.098475833,,,,-1081.829
44280.107,3.748,-156.5,0.098439167,,,,-1081.873
44281.11,3.748,-156.5,0.098403333,,,,-1081.916
44282.113,3.744,-156.5,0.098366667,,,,-1081.96
44283.102,3.744,-156.5,0.098330833,,,,-1082.003
44284.105,3.744,-156.4,0.098294167,,,,-1082.047
44285.107,3.744,-156.4,0.098258333,,,,-1082.09
44286.111,3.744,-156.3,0.098221667,,,,-1082.134
44287.115,3.744,-156.5,0.098185833,,,,-1082.177
44288.102,3.74,-156.6,0.098149167,,,,-1082.221
44289.105,3.744,-156.7,0.098113333,,,,-1082.264
44290.105,3.748,-156.4,0.098076667,,,,-1082.308
44291.109,3.744,-156.6,0.098040833,,,,-1082.351
44292.111,3.744,-156.2,0.098005,,,,-1082.394
44293.1,3.744,-156.5,0.097968333,,,,-1082.438
44294.099,3.748,-156.4,0.0979325,,,,-1082.481
44295.102,3.744,-156.5,0.097895833,,,,-1082.525
44296.101,3.744,-156.4,0.09786,,,,-1082.568
44297.104,3.744,-156.3,0.097823333,,,,-1082.612
44298.106,3.744,-156.6,0.0977875,,,,-1082.655
44299.11,3.744,-156.5,0.097750833,,,,-1082.699
44300.114,3.744,-156.5,0.097715,,,,-1082.742
44301.114,3.744,-156.4,0.097678333,,,,-1082.786
44302.114,3.744,-156.5,0.0976425,,,,-1082.829
44303.099,3.744,-156.6,0.097606667,,,,-1082.872
44304.114,3.748,-156.5,0.09757,,,,-1082.916
44305.102,3.744,-156.5,0.097534167,,,,-1082.959
44306.107,3.744,-156.7,0.0974975,,,,-1083.003
44307.111,3.744,-156.8,0.097460833,,,,-1083.047
44308.099,3.744,-156.1,0.097425,,,,-1083.09
44309.101,3.744,-156.5,0.097389167,,,,-1083.133
44310.101,3.744,-156.5,0.0973525,,,,-1083.177
44311.102,3.744,-156.5,0.097316667,,,,-1083.22
44312.103,3.744,-156.6,0.09728,,,,-1083.264
44313.104,3.744,-156.3,0.097244167,,,,-1083.307
44314.108,3.744,-156.5,0.0972075,,,,-1083.351
44315.111,3.744,-156.3,0.097171667,,,,-1083.394
44316.099,3.74,-156.7,0.097135,,,,-1083.438
44317.102,3.74,-156.5,0.097099167,,,,-1083.481
44318.104,3.744,-156.6,0.0970625,,,,-1083.525
44319.108,3.744,-156.7,0.097026667,,,,-1083.568
44320.111,3.744,-156.5,0.09699,,,,-1083.612
44321.1,3.748,-156.5,0.096954167,,,,-1083.655
44322.102,3.744,-156.6,0.096918333,,,,-1083.698
44323.104,3.744,-156.5,0.096881667,,,,-1083.742
44324.107,3.744,-156.4,0.096845833,,,,-1083.785
44325.112,3.744,-156.6,0.096809167,,,,-1083.829
44326.114,3.744,-156.5,0.096773333,,,,-1083.872
44327.102,3.744,-156.5,0.096736667,,,,-1083.916
44328.104,3.744,-156.6,0.096700833,,,,-1083.959
44329.11,3.744,-156.6,0.096664167,,,,-1084.003
44330.098,3.744,-156.5,0.096628333,,,,-1084.046
44331.104,3.744,-156.4,0.096591667,,,,-1084.09
44332.105,3.744,-156.3,0.096555833,,,,-1084.133
44333.1,3.744,-156.7,0.096519167,,,,-1084.177
44334.1,3.74,-156.6,0.096483333,,,,-1084.22
44335.103,3.744,-156.4,0.096446667,,,,-1084.264
44336.105,3.74,-156.3,0.096410833,,,,-1084.307
44337.105,3.748,-156.4,0.096375,,,,-1084.35
44338.109,3.744,-156.4,0.096338333,,,,-1084.394
44339.107,3.748,-156.5,0.0963025,,,,-1084.437
44340.103,3.744,-156.7,0.096265833,,,,-1084.481
44341.106,3.74,-156.5,0.09623,,,,-1084.524
44342.104,3.74,-156.6,0.096193333,,,,-1084.568
44343.11,3.744,-156.8,0.0961575,,,,-1084.611
44344.101,3.744,-156.4,0.096120833,,,,-1084.655
44345.107,3.744,-156.7,0.096085,,,,-1084.698
44346.113,3.744,-156.6,0.096048333,,,,-1084.742
44347.104,3.744,-156.4,0.0960125,,,,-1084.785
44348.109,3.744,-156.5,0.095975833,,,,-1084.829
44349.1,3.744,-156.2,0.09594,,,,-1084.872
44350.107,3.744,-156.5,0.095903333,,,,-1084.916
44351.11,3.744,-156.5,0.0958675,,,,-1084.959
44352.1,3.744,-156.3,0.095830833,,,,-1085.003
44353.105,3.744,-156.6,0.095795,,,,-1085.046
44354.106,3.744,-156.5,0.095759167,,,,-1085.089
44355.113,3.74,-156.6,0.0957225,,,,-1085.133
44356.102,3.744,-156.5,0.095686667,,,,-1085.176
44357.107,3.744,-156.4,0.09565,,,,-1085.22
44358.112,3.744,-156.8,0.095614167,,,,-1085.263
44359.103,3.744,-156.4,0.0955775,,,,-1085.307
44360.105,3.748,-156.7,0.095541667,,,,-1085.35
44361.111,3.744,-156.5,0.095505,,,,-1085.394
44362.1,3.744,-156.4,0.095469167,,,,-1085.437
44363.104,3.744,-156.3,0.0954325,,,,-1085.481
44364.113,3.748,-156.7,0.095396667,,,,-1085.524
44365.102,3.744,-156.5,0.09536,,,,-1085.568
44366.107,3.744,-156.6,0.095324167,,,,-1085.611
44367.113,3.744,-156.4,0.0952875,,,,-1085.655
44368.103,3.744,-156.7,0.095251667,,,,-1085.698
44369.108,3.744,-156.5,0.095215,,,,-1085.742
44370.099,3.744,-156.3,0.095179167,,,,-1085.785
44371.108,3.74,-156.6,0.0951425,,,,-1085.829
44372.098,3.744,-156.6,0.095106667,,,,-1085.872
44373.1,3.744,-156.4,0.09507,,,,-1085.916
44374.107,3.748,-156.7,0.095034167,,,,-1085.959
44375.113,3.74,-156.5,0.0949975,,,,-1086.003
44376.102,3.744,-156.5,0.094961667,,,,-1086.046
44377.108,3.744,-156.5,0.094925,,,,-1086.09
44378.112,3.744,-156.5,0.094889167,,,,-1086.133
44379.102,3.748,-156.7,0.0948525,,,,-1086.177
44380.108,3.744,-156.6,0.094816667,,,,-1086.22
44381.109,3.74,-156.4,0.09478,,,,-1086.264
44382.098,3.74,-156.5,0.094744167,,,,-1086.307
44383.102,3.744,-156.6,0.094708333,,,,-1086.35
44384.111,3.744,-156.5,0.094671667,,,,-1086.394
44385.099,3.744,-156.5,0.094635833,,,,-1086.437
44386.107,3.744,-156.5,0.094599167,,,,-1086.481
44387.111,3.744,-156.7,0.094563333,,,,-1086.524
44388.102,3.744,-156.3,0.094526667,,,,-1086.568
44389.107,3.744,-156.4,0.094490833,,,,-1086.611
44390.111,3.744,-156.6,0.094454167,,,,-1086.655
44391.104,3.744,-156.4,0.094418333,,,,-1086.698
44392.106,3.744,-156.3,0.094381667,,,,-1086.742
44393.112,3.744,-156.5,0.094345833,,,,-1086.785
44394.1,3.744,-156.5,0.094309167,,,,-1086.829
44395.105,3.74,-156.5,0.094273333,,,,-1086.872
44396.097,3.74,-156.7,0.094236667,,,,-1086.916
44397.105,3.744,-156.6,0.094200833,,,,-1086.959
44398.108,3.744,-156.6,0.094164167,,,,-1087.003
44399.109,3.744,-156.6,0.094128333,,,,-1087.046
44400.107,3.744,-156.5,0.0940925,,,,-1087.089
44401.108,3.744,-156.4,0.094055833,,,,-1087.133
44402.109,3.74,-156.4,0.09402,,,,-1087.176
44403.107,3.744,-156.5,0.093983333,,,,-1087.22
44404.097,3.744,-156.4,0.0939475,,,,-1087.263
44405.104,3.744,-156.4,0.093910833,,,,-1087.307
44406.11,3.744,-156.6,0.093875,,,,-1087.35
44407.101,3.744,-156.7,0.093838333,,,,-1087.394
44408.106,3.744,-156.3,0.0938025,,,,-1087.437
44409.096,3.744,-156.5,0.093765833,,,,-1087.481
44410.1,3.744,-156.6,0.09373,,,,-1087.524
44411.106,3.744,-156.7,0.093693333,,,,-1087.568
44412.11,3.74,-156.5,0.0936575,,,,-1087.611
44413.1,3.744,-156.2,0.093620833,,,,-1087.655
44414.103,3.748,-156.7,0.093585,,,,-1087.698
44415.105,3.744,-156.5,0.093548333,,,,-1087.742
44416.096,3.744,-156.5,0.0935125,,,,-1087.785
44417.1,3.74,-156.8,0.093475833,,,,-1087.829
44418.108,3.74,-156.5,0.09344,,,,-1087.872
44419.111,3.748,-156.7,0.093403333,,,,-1087.916
44420.1,3.744,-156.4,0.0933675,,,,-1087.959
44421.103,3.74,-156.6,0.093330833,,,,-1088.003
44422.105,3.74,-156.8,0.093295,,,,-1088.046
44423.105,3.744,-156.3,0.093258333,,,,-1088.09
44424.106,3.74,-156.7,0.0932225,,,,-1088.133
44425.109,3.74,-156.5,0.093185833,,,,-1088.177
44426.111,3.744,-156.4,0.09315,,,,-1088.22
44427.097,3.74,-156.4,0.093113333,,,,-1088.264
44428.1,3.744,-156.4,0.0930775,,,,-1088.307
44429.108,3.74,-156.6,0.093041667,,,,-1088.35
44430.099,3.744,-156.4,0.093005,,,,-1088.394
44431.104,3.744,-156.4,0.092969167,,,,-1088.437
44432.11,3.744,-156.6,0.0929325,,,,-1088.481
44433.099,3.744,-156.6,0.092896667,,,,-1088.524
44434.106,3.744,-156.8,0.09286,,,,-1088.568
44435.108,3.744,-156.6,0.092824167,,,,-1088.611
44436.1,3.74,-156.5,0.0927875,,,,-1088.655
44437.103,3.744,-156.6,0.092751667,,,,-1088.698
44438.109,3.744,-156.3,0.092715,,,,-1088.742
44439.099,3.744,-156.3,0.092679167,,,,-1088.785
44440.105,3.744,-156.6,0.0926425,,,,-1088.829
44441.098,3.74,-156.6,0.092606667,,,,-1088.872
44442.103,3.744,-156.4,0.09257,,,,-1088.916
44443.111,3.744,-156.3,0.092534167,,,,-1088.959
44444.1,3.744,-156.2,0.092498333,,,,-1089.002
44445.106,3.744,-156.1,0.092461667,,,,-1089.046
44446.096,3.74,-156.5,0.092425833,,,,-1089.089
44447.102,3.748,-156.4,0.092389167,,,,-1089.133
44448.109,3.744,-156.5,0.092353333,,,,-1089.176
44449.097,3.744,-156.5,0.0923175,,,,-1089.219
44450.105,3.74,-156.4,0.092280833,,,,-1089.263
44451.11,3.74,-156.4,0.092245,,,,-1089.306
44452.1,3.74,-156.8,0.092208333,,,,-1089.35
44453.106,3.74,-156.4,0.0921725,,,,-1089.393
44454.096,3.744,-156.4,0.092135833,,,,-1089.437
44455.101,3.744,-156.2,0.0921,,,,-1089.48
44456.106,3.744,-156.4,0.092063333,,,,-1089.524
44457.111,3.74,-156.5,0.0920275,,,,-1089.567
44458.1,3.744,-156.8,0.091990833,,,,-1089.611
44459.108,3.74,-156.4,0.091955,,,,-1089.654
44460.097,3.744,-156.5,0.091918333,,,,-1089.698
44461.103,3.744,-156.5,0.0918825,,,,-1089.741
44462.107,3.744,-156.4,0.091845833,,,,-1089.785
44463.098,3.744,-156.4,0.09181,,,,-1089.828
44464.102,3.744,-156.3,0.091774167,,,,-1089.871
44465.109,3.744,-156.4,0.0917375,,,,-1089.915
44466.1,3.744,-156.3,0.091701667,,,,-1089.958
44467.104,3.74,-156.6,0.091665,,,,-1090.002
44468.106,3.744,-156.4,0.091629167,,,,-1090.045
44469.104,3.74,-156.5,0.0915925,,,,-1090.089
44470.103,3.74,-156.7,0.091556667,,,,-1090.132
44471.105,3.74,-156.5,0.09152,,,,-1090.176
44472.108,3.74,-156.5,0.091484167,,,,-1090.219
44473.095,3.74,-156.5,0.0914475,,,,-1090.263
44474.097,3.74,-156.5,0.091411667,,,,-1090.306
44475.103,3.744,-156.5,0.091375,,,,-1090.35
44476.108,3.74,-156.5,0.091339167,,,,-1090.393
44477.097,3.74,-156.5,0.0913025,,,,-1090.437
44478.102,3.744,-156.6,0.091266667,,,,-1090.48
44479.108,3.744,-156.6,0.091230833,,,,-1090.523
44480.101,3.744,-156.3,0.091194167,,,,-1090.567
44481.104,3.744,-156.7,0.091158333,,,,-1090.61
44482.11,3.744,-156.5,0.091121667,,,,-1090.654
44483.099,3.74,-156.3,0.091085833,,,,-1090.697
44484.105,3.74,-156.7,0.091049167,,,,-1090.741
44485.11,3.744,-156.6,0.091013333,,,,-1090.784
44486.101,3.74,-156.6,0.090976667,,,,-1090.828
44487.103,3.744,-156.7,0.090940833,,,,-1090.871
44488.096,3.744,-156.4,0.090904167,,,,-1090.915
44489.102,3.744,-156.5,0.090868333,,,,-1090.958
44490.107,3.74,-156.5,0.090831667,,,,-1091.002
44491.096,3.744,-156.8,0.090795833,,,,-1091.045
44492.102,3.74,-156.5,0.090759167,,,,-1091.089
44493.108,3.744,-156.5,0.090723333,,,,-1091.132
44494.097,3.74,-156.6,0.090686667,,,,-1091.176
44495.095,3.74,-156.4,0.090650833,,,,-1091.219
44496.098,3.744,-156.4,0.090614167,,,,-1091.263
44497.098,3.744,-156.7,0.090578333,,,,-1091.306
44498.098,3.744,-156.3,0.090541667,,,,-1091.35
44499.102,3.74,-156.4,0.090505833,,,,-1091.393
44500.107,3.74,-156.5,0.090469167,,,,-1091.437
44501.108,3.744,-156.4,0.090433333,,,,-1091.48
44502.11,3.74,-156.6,0.090396667,,,,-1091.524
44503.097,3.74,-156.4,0.090360833,,,,-1091.567
44504.101,3.74,-156.4,0.090325,,,,-1091.61
44505.104,3.74,-156.9,0.090288333,,,,-1091.654
44506.11,3.744,-156.6,0.090251667,,,,-1091.698
44507.097,3.744,-156.4,0.090215833,,,,-1091.741
44508.095,3.748,-156.5,0.09018,,,,-1091.784
44509.099,3.744,-156.5,0.090143333,,,,-1091.828
44510.099,3.744,-156.6,0.0901075,,,,-1091.871
44511.104,3.744,-156.5,0.090070833,,,,-1091.915
44512.109,3.744,-156.4,0.090035,,,,-1091.958
44513.095,3.74,-156.7,0.089998333,,,,-1092.002
44514.096,3.744,-156.3,0.0899625,,,,-1092.045
44515.098,3.74,-156.3,0.089925833,,,,-1092.089
44516.103,3.74,-156.5,0.08989,,,,-1092.132
44517.108,3.74,-156.4,0.089853333,,,,-1092.176
44518.095,3.74,-156.7,0.0898175,,,,-1092.219
44519.101,3.74,-156.6,0.089780833,,,,-1092.263
44520.108,3.74,-156.5,0.089745,,,,-1092.306
44521.096,3.744,-156.7,0.089708333,,,,-1092.35
44522.103,3.74,-156.2,0.0896725,,,,-1092.393
44523.104,3.74,-156.3,0.089635833,,,,-1092.437
44524.106,3.744,-156.3,0.0896,,,,-1092.48
44525.098,3.744,-156.5,0.089564167,,,,-1092.523
44526.103,3.74,-156.9,0.0895275,,,,-1092.567
44527.101,3.74,-156.5,0.089491667,,,,-1092.61
44528.104,3.74,-156.3,0.089455,,,,-1092.654
44529.104,3.744,-156.5,0.089419167,,,,-1092.697
44530.109,3.744,-156.4,0.0893825,,,,-1092.741
44531.095,3.74,-156.6,0.089346667,,,,-1092.784
44532.1,3.744,-156.5,0.08931,,,,-1092.828
44533.095,3.74,-156.5,0.089274167,,,,-1092.871
44534.095,3.74,-156.2,0.0892375,,,,-1092.915
44535.106,3.74,-156.7,0.089201667,,,,-1092.958
44536.103,3.736,-156.2,0.089165833,,,,-1093.001
44537.103,3.744,-156.5,0.089129167,,,,-1093.045
44538.102,3.744,-156.3,0.089093333,,,,-1093.088
44539.107,3.744,-156.6,0.089056667,,,,-1093.132
44540.095,3.74,-156.4,0.089020833,,,,-1093.175
44541.1,3.74,-156.4,0.088984167,,,,-1093.219
44542.104,3.74,-156.1,0.088948333,,,,-1093.262
44543.107,3.74,-156.5,0.088911667,,,,-1093.306
44544.097,3.74,-156.6,0.088875833,,,,-1093.349
44545.101,3.744,-156.4,0.08884,,,,-1093.392
44546.105,3.74,-156.3,0.088803333,,,,-1093.436
44547.106,3.74,-156.3,0.0887675,,,,-1093.479
44548.107,3.744,-156.5,0.088730833,,,,-1093.523
44549.105,3.74,-156.6,0.088695,,,,-1093.566
44550.095,3.74,-156.3,0.088658333,,,,-1093.61
44551.098,3.74,-156.3,0.0886225,,,,-1093.653
44552.103,3.74,-156.2,0.088585833,,,,-1093.697
44553.107,3.74,-156.6,0.08855,,,,-1093.74
44554.107,3.74,-156.5,0.088514167,,,,-1093.783
44555.096,3.74,-156.5,0.0884775,,,,-1093.827
44556.095,3.74,-156.3,0.088441667,,,,-1093.87
44557.1,3.744,-156.2,0.088405,,,,-1093.914
44558.102,3.744,-156.4,0.088369167,,,,-1093.957
44559.092,3.744,-156.7,0.0883325,,,,-1094.001
44560.098,3.74,-156.5,0.088296667,,,,-1094.044
44561.102,3.74,-156.3,0.08826,,,,-1094.088
44562.103,3.744,-156.3,0.088224167,,,,-1094.131
44563.107,3.74,-156.5,0.0881875,,,,-1094.175
44564.108,3.74,-156.4,0.088151667,,,,-1094.218
44565.096,3.74,-156.3,0.088115833,,,,-1094.261
44566.099,3.74,-156.4,0.088079167,,,,-1094.305
44567.102,3.74,-156.4,0.088043333,,,,-1094.348
44568.105,3.74,-156.4,0.088006667,,,,-1094.392
44569.093,3.74,-156.4,0.087970833,,,,-1094.435
44570.095,3.74,-156.4,0.087934167,,,,-1094.479
44571.101,3.74,-156.4,0.087898333,,,,-1094.522
44572.101,3.74,-156.6,0.087861667,,,,-1094.566
44573.103,3.74,-156.5,0.087825833,,,,-1094.609
44574.104,3.744,-156.6,0.087789167,,,,-1094.653
44575.094,3.74,-156.5,0.087753333,,,,-1094.696
44576.098,3.74,-156.5,0.087716667,,,,-1094.74
44577.1,3.74,-156.6,0.087680833,,,,-1094.783
44578.104,3.74,-156.4,0.087645,,,,-1094.826
44579.106,3.74,-156.5,0.087608333,,,,-1094.87
44580.094,3.744,-156.5,0.0875725,,,,-1094.913
44581.092,3.744,-156.4,0.087535833,,,,-1094.957
44582.097,3.74,-156.5,0.0875,,,,-1095
44583.1,3.744,-156.6,0.087463333,,,,-1095.044
44584.103,3.74,-156.5,0.0874275,,,,-1095.087
44585.092,3.74,-156.4,0.087390833,,,,-1095.131
44586.092,3.74,-156.5,0.087355,,,,-1095.174
44587.096,3.74,-156.5,0.087318333,,,,-1095.218
44588.099,3.74,-156.4,0.0872825,,,,-1095.261
44589.103,3.74,-156.6,0.087246667,,,,-1095.304
44590.105,3.74,-156.6,0.08721,,,,-1095.348
44591.092,3.74,-156.2,0.087174167,,,,-1095.391
44592.094,3.74,-156.3,0.0871375,,,,-1095.435
44593.097,3.74,-156.6,0.087101667,,,,-1095.478
44594.099,3.74,-156.6,0.087065,,,,-1095.522
44595.1,3.74,-156.4,0.087029167,,,,-1095.565
44596.101,3.74,-156.3,0.0869925,,,,-1095.609
44597.105,3.74,-156.5,0.086956667,,,,-1095.652
44598.094,3.74,-156.2,0.086920833,,,,-1095.695
44599.104,3.74,-156.2,0.086884167,,,,-1095.739
44600.105,3.744,-156.5,0.086848333,,,,-1095.782
44601.103,3.74,-156.4,0.086811667,,,,-1095.826
44602.103,3.74,-156.3,0.086775833,,,,-1095.869
44603.102,3.736,-156.4,0.08674,,,,-1095.912
44604.102,3.74,-156.4,0.086703333,,,,-1095.956
44605.092,3.74,-156.3,0.0866675,,,,-1095.999
44606.097,3.74,-156.5,0.086630833,,,,-1096.043
44607.101,3.74,-156.6,0.086595,,,,-1096.086
44608.102,3.74,-156.5,0.086558333,,,,-1096.13
