time_s,voltage_V,current_A,soc_thuc,Total (mAh),,,,,,,
4440.113,4.012,632.6,,,,,,,,,
4441.126,4.008,632.8,,,,,,,,,
4442.12,4.012,631,,,,,,,,,
4443.116,4.012,637,,,,,,,,,
4444.119,4.008,630.8,,,,,,,,,
4445.114,4.012,631.8,,,,,,,,,
4446.113,4.012,632.1,,,,,,,,,
4447.124,4.012,633.2,,,,,,,,,
4448.12,4.012,632.1,,,,,,,,,
4449.122,4.012,636.6,,,,,,,,,
4450.116,4.012,630.8,,,,,,,,,
4451.114,4.012,631.2,,,,,,,,,
4452.113,4.012,630.9,,,,,,,,,
4453.128,4.012,632.8,,,,,,,,,
4454.119,4.012,632.2,,,,,,,,,
4455.114,4.012,636.4,,,,,,,,,
4456.115,4.012,630.5,,,,,,,,,
4457.127,4.012,630.4,,,,,,,,,
4458.125,4.012,630,,,,,,,,,
4459.122,4.016,632.3,,,,,,,,,
4460.117,4.012,632.6,,,,,,,,,
4461.114,4.012,632.6,,,,,,,,,
4462.114,4.012,631.1,,,,,,,,,
4463.114,4.012,629.6,,,,,,,,,
4464.125,4.012,630.6,,,,,,,,,
4465.123,4.012,631.2,,,,,,,,,
4466.121,4.012,632.1,,,,,,,,,
4467.117,4.012,632.4,,,,,,,,,
4468.118,4.016,631.9,,,,,,,,,
4469.123,4.012,629.4,,,,,,,,,
4470.123,4.016,629.8,,,,,,,,,
4471.118,4.012,630.1,,,,,,,,,
4472.116,4.012,632.2,,,,,,,,,
4473.126,4.012,632.2,,,,,,,,,
4474.123,4.012,631.5,,,,,,,,,
4475.121,4.016,632.8,,,,,,,,,
4476.122,4.016,629.6,,,,,,,,,
4477.119,4.016,629.8,,,,,,,,,
4478.118,4.012,632.9,,,,,,,,,
4479.116,4.016,631,,,,,,,,,
4480.121,4.016,631.4,,,,,,,,,
4481.119,4.016,632.6,,,,,,,,,
4482.119,4.012,631.3,,,,,,,,,
4483.117,4.016,629,,,,,,,,,
4484.113,4.012,632.9,,,,,,,,,
4485.113,4.016,630.9,,,,,,,,,
4486.123,4.016,631.1,,,,,,,,,
4487.122,4.012,631.7,,,,,,,,,
4488.126,4.016,631.4,,,,,,,,,
4489.126,4.012,628.1,,,,,,,,,
4490.123,4.016,633.4,,,,,,,,,
4491.12,4.016,630,,,,,,,,,
4492.122,4.012,631.3,,,,,,,,,
4493.117,4.016,631.3,,,,,,,,,
4494.115,4.016,631.2,,,,,,,,,
4495.118,4.016,628.4,,,,,,,,,
4496.122,4.012,630.7,,,,,,,,,
4497.114,4.012,628.8,,,,,,,,,
4498.122,4.016,630.9,,,,,,,,,
4499.116,4.016,630.3,,,,,,,,,
4500.116,4.012,630.6,,,,,,,,,
4501.111,4.016,628.5,,,,,,,,,
4502.119,4.016,630.6,,,,,,,,,
4503.117,4.016,629.4,,,,,,,,,
4504.115,4.016,629,,,,,,,,,
4505.112,4.016,630,,,,,,,,,
4506.124,4.016,630.6,,,,,,,,,
4507.117,4.016,628.1,,,,,,,,,
4508.117,4.016,629.9,,,,,,,,,
4509.125,4.016,629.4,,,,,,,,,
4510.119,4.016,633.3,,,,,,,,,
4511.117,4.02,628.8,,,,,,,,,
4512.117,4.016,630,,,,,,,,,
4513.118,4.02,628.5,,,,,,,,,
4514.111,4.016,629.8,,,,,,,,,
4515.112,4.016,629.5,,,,,,,,,
4516.123,4.016,633.3,,,,,,,,,
4517.124,4.016,628.1,,,,,,,,,
4518.12,4.016,629.4,,,,,,,,,
4519.117,4.016,628.5,,,,,,,,,
4520.112,4.016,630,,,,,,,,,
4521.111,4.016,629,,,,,,,,,
4522.124,4.016,632.6,,,,,,,,,
4523.12,4.02,627.5,,,,,,,,,
4524.12,4.016,627.1,,,,,,,,,
4525.118,4.02,628.2,,,,,,,,,
4526.116,4.02,629.5,,,,,,,,,
4527.115,4.016,629,,,,,,,,,
4528.111,4.02,631.6,,,,,,,,,
4529.121,4.02,627.8,,,,,,,,,
4530.118,4.016,627.1,,,,,,,,,
4531.117,4.016,627.1,,,,,,,,,
4532.117,4.016,628.7,,,,,,,,,
4533.115,4.02,628.5,,,,,,,,,
4534.111,4.016,632.1,,,,,,,,,
4535.126,4.016,627.5,,,,,,,,,
4536.112,4.02,626.5,,,,,,,,,
4537.111,4.016,626.8,,,,,,,,,
4538.123,4.02,628.2,,,,,,,,,
4539.117,4.016,628.2,,,,,,,,,
4540.11,4.02,631.8,,,,,,,,,
4541.123,4.02,627.2,,,,,,,,,
4542.123,4.02,626.4,,,,,,,,,
4543.121,4.02,626.4,,,,,,,,,
4544.119,4.02,627.7,,,,,,,,,
4545.117,4.02,628.4,,,,,,,,,
4546.116,4.02,627.9,,,,,,,,,
4547.116,4.016,625.9,,,,,,,,,
4548.114,4.02,626,,,,,,,,,
4549.114,4.02,626.5,,,,,,,,,
4550.113,4.02,628.2,,,,,,,,,
4551.112,4.02,627.5,,,,,,,,,
4552.122,4.02,628.3,,,,,,,,,
4553.119,4.02,627.9,,,,,,,,,
4554.115,4.02,631.3,,,,,,,,,
4555.11,4.02,625.6,,,,,,,,,
4556.122,4.016,628,,,,,,,,,
4557.117,4.02,626.7,,,,,,,,,
4558.115,4.016,627.9,,,,,,,,,
4559.113,4.02,626.9,,,,,,,,,
4560.111,4.02,630.8,,,,,,,,,
4561.123,4.02,625,,,,,,,,,
4562.117,4.02,627.8,,,,,,,,,
4563.122,4.02,625.6,,,,,,,,,
4564.116,4.02,627.7,,,,,,,,,
4565.111,4.02,625.8,,,,,,,,,
4566.124,4.02,630.7,,,,,,,,,
4567.119,4.02,625.3,,,,,,,,,
4568.116,4.02,625.5,,,,,,,,,
4569.113,4.02,626,,,,,,,,,
4570.109,4.024,627.4,,,,,,,,,
4571.116,4.02,625.9,,,,,,,,,
4572.115,4.024,629.9,,,,,,,,,
4573.111,4.02,624.8,,,,,,,,,
4574.111,4.02,625.8,,,,,,,,,
4575.119,4.02,626.3,,,,,,,,,
4576.116,4.02,626.3,,,,,,,,,
4577.111,4.024,625.4,,,,,,,,,
4578.121,4.024,629.6,,,,,,,,,
4579.12,4.02,624.6,,,,,,,,,
4580.119,4.02,625.1,,,,,,,,,
4581.114,4.024,625.1,,,,,,,,,
4582.116,4.024,626.1,,,,,,,,,
4583.114,4.02,625.3,,,,,,,,,
4584.123,4.024,629.6,,,,,,,,,
4585.123,4.02,624,,,,,,,,,
4586.119,4.024,624.2,,,,,,,,,
4587.117,4.02,624,,,,,,,,,
4588.113,4.02,625.7,,,,,,,,,
4589.112,4.024,625.5,,,,,,,,,
4590.116,4.02,625.8,,,,,,,,,
4591.112,4.02,625.3,,,,,,,,,
4592.109,4.02,623.8,,,,,,,,,
4593.112,4.02,623.8,,,,,,,,,
4594.112,4.024,625.6,,,,,,,,,
4595.12,4.024,625,,,,,,,,,
4596.117,4.024,625.6,,,,,,,,,
4597.118,4.024,625.7,,,,,,,,,
4598.115,4.024,627.9,,,,,,,,,
4599.109,4.028,623.3,,,,,,,,,
4600.119,4.024,624.7,,,,,,,,,
4601.118,4.02,625.6,,,,,,,,,
4602.118,4.02,625.4,,,,,,,,,
4603.117,4.024,625.1,,,,,,,,,
4604.109,4.028,627.3,,,,,,,,,
4605.116,4.024,624.4,,,,,,,,,
4606.112,4.02,624.3,,,,,,,,,
4607.108,4.024,625.5,,,,,,,,,
4608.121,4.024,624.7,,,,,,,,,
4609.113,4.024,624.8,,,,,,,,,
4610.12,4.028,626.3,,,,,,,,,
4611.113,4.028,624.5,,,,,,,,,
4612.109,4.024,622.2,,,,,,,,,
4613.117,4.024,625.9,,,,,,,,,
4614.116,4.024,624.5,,,,,,,,,
4615.113,4.024,624.6,,,,,,,,,
4616.122,4.024,625.8,,,,,,,,,
4617.115,4.024,624.6,,,,,,,,,
4618.108,4.028,621.9,,,,,,,,,
4619.121,4.028,622.8,,,,,,,,,
4620.115,4.028,624.3,,,,,,,,,
4621.111,4.024,624.4,,,,,,,,,
4622.108,4.028,625.8,,,,,,,,,
4623.116,4.028,624.2,,,,,,,,,
4624.112,4.028,621.5,,,,,,,,,
4625.111,4.024,622.4,,,,,,,,,
4626.121,4.028,621.9,,,,,,,,,
4627.117,4.028,623.7,,,,,,,,,
4628.113,4.024,624.8,,,,,,,,,
4629.122,4.024,623.5,,,,,,,,,
4630.116,4.024,621.3,,,,,,,,,
4631.111,4.028,621.7,,,,,,,,,
4632.111,4.028,621.1,,,,,,,,,
4633.122,4.028,625.7,,,,,,,,,
4634.117,4.028,624.5,,,,,,,,,
4635.114,4.028,623.1,,,,,,,,,
4636.113,4.028,620.6,,,,,,,,,
4637.11,4.028,622.5,,,,,,,,,
4638.113,4.028,620.1,,,,,,,,,
4639.111,4.028,625.3,,,,,,,,,
4640.12,4.028,621.4,,,,,,,,,
4641.108,4.028,623.2,,,,,,,,,
4642.116,4.024,620.7,,,,,,,,,
4643.111,4.028,622.2,,,,,,,,,
4644.108,4.028,620.7,,,,,,,,,
4645.121,4.028,625.4,,,,,,,,,
4646.115,4.028,621.4,,,,,,,,,
4647.11,4.028,623,,,,,,,,,
4648.112,4.028,622.9,,,,,,,,,
4649.107,4.028,621.1,,,,,,,,,
4650.119,4.028,620.4,,,,,,,,,
4651.118,4.028,624.8,,,,,,,,,
4652.115,4.028,621,,,,,,,,,
4653.116,4.028,622.5,,,,,,,,,
4654.116,4.028,622.5,,,,,,,,,
4655.112,4.028,621.9,,,,,,,,,
4656.12,4.028,619.8,,,,,,,,,
4657.121,4.028,624.8,,,,,,,,,
4658.116,4.028,620.7,,,,,,,,,
4659.117,4.028,621.3,,,,,,,,,
4660.114,4.028,621.9,,,,,,,,,
4661.109,4.032,621.5,,,,,,,,,
4662.107,4.028,619.6,,,,,,,,,
4663.107,4.028,624.3,,,,,,,,,
4664.121,4.028,619.8,,,,,,,,,
4665.116,4.028,621.1,,,,,,,,,
4666.121,4.032,620.9,,,,,,,,,
4667.118,4.028,621.5,,,,,,,,,
4668.118,4.028,619.1,,,,,,,,,
4669.117,4.032,620.9,,,,,,,,,
4670.114,4.028,618.9,,,,,,,,,
4671.112,4.032,620,,,,,,,,,
4672.114,4.032,619.9,,,,,,,,,
4673.112,4.032,621,,,,,,,,,
4674.109,4.028,619.6,,,,,,,,,
4675.107,4.032,621.1,,,,,,,,,
4676.119,4.036,620.4,,,,,,,,,
4677.12,4.032,620.4,,,,,,,,,
4678.117,4.032,620,,,,,,,,,
4679.113,4.028,620.5,,,,,,,,,
4680.107,4.032,619.2,,,,,,,,,
4681.116,4.032,620.7,,,,,,,,,
4682.113,4.032,619.2,,,,,,,,,
4683.11,4.032,623.8,,,,,,,,,
4684.109,4.032,619.7,,,,,,,,,
4685.109,4.032,620.3,,,,,,,,,
4686.109,4.036,618.8,,,,,,,,,
4687.108,4.032,620.3,,,,,,,,,
4688.119,4.032,618.8,,,,,,,,,
4689.116,4.032,623.2,,,,,,,,,
4690.111,4.032,617.6,,,,,,,,,
4691.107,4.032,618,,,,,,,,,
4692.118,4.032,618.4,,,,,,,,,
4693.118,4.032,620,,,,,,,,,
4694.115,4.032,619.4,,,,,,,,,
4695.109,4.032,622.5,,,,,,,,,
4696.118,4.032,617.4,,,,,,,,,
4697.113,4.032,617.5,,,,,,,,,
4698.109,4.036,617.2,,,,,,,,,
4699.106,4.036,619.6,,,,,,,,,
4700.119,4.032,618.9,,,,,,,,,
4701.119,4.032,621.9,,,,,,,,,
4702.114,4.036,617.9,,,,,,,,,
4703.112,4.036,616.6,,,,,,,,,
4704.116,4.036,616.9,,,,,,,,,
4705.115,4.032,617.7,,,,,,,,,
4706.111,4.036,619,,,,,,,,,
4707.106,4.036,621.1,,,,,,,,,
4708.118,4.036,617.6,,,,,,,,,
4709.113,4.032,616.3,,,,,,,,,
4710.11,4.032,616.2,,,,,,,,,
4711.11,4.036,616.4,,,,,,,,,
4712.121,4.032,619.5,,,,,,,,,
4713.117,4.032,620.6,,,,,,,,,
4714.112,4.036,617.9,,,,,,,,,
4715.107,4.036,616.6,,,,,,,,,
4716.113,4.036,615.9,,,,,,,,,
4717.113,4.036,616,,,,,,,,,
4718.108,4.036,620.2,,,,,,,,,
4719.121,4.036,620,,,,,,,,,
4720.118,4.036,618.3,,,,,,,,,
4721.116,4.036,615.8,,,,,,,,,
4722.111,4.036,616,,,,,,,,,
4723.111,4.036,615.3,,,,,,,,,
4724.111,4.036,619.8,,,,,,,,,
4725.115,4.036,616.1,,,,,,,,,
4726.116,4.036,617.9,,,,,,,,,
4727.116,4.036,614.9,,,,,,,,,
4728.116,4.036,616.6,,,,,,,,,
4729.112,4.036,614.8,,,,,,,,,
4730.114,4.036,619.3,,,,,,,,,
4731.109,4.036,615.6,,,,,,,,,
4732.106,4.036,617.1,,,,,,,,,
4733.118,4.036,616.8,,,,,,,,,
4734.115,4.036,615.5,,,,,,,,,
4735.119,4.036,614.4,,,,,,,,,
4736.119,4.036,618.3,,,,,,,,,
4737.119,4.036,615.3,,,,,,,,,
4738.116,4.036,617,,,,,,,,,
4739.116,4.036,616.1,,,,,,,,,
4740.114,4.04,616.4,,,,,,,,,
4741.109,4.036,614.7,,,,,,,,,
4742.105,4.036,618.5,,,,,,,,,
4743.117,4.036,614.6,,,,,,,,,
4744.12,4.04,616.7,,,,,,,,,
4745.119,4.036,616.2,,,,,,,,,
4746.117,4.036,615.4,,,,,,,,,
4747.115,4.04,613.1,,,,,,,,,
4748.111,4.04,618.8,,,,,,,,,
4749.11,4.036,614.4,,,,,,,,,
4750.11,4.036,615.4,,,,,,,,,
4751.112,4.04,614.7,,,,,,,,,
4752.106,4.036,615.5,,,,,,,,,
4753.107,4.04,614.1,,,,,,,,,
4754.107,4.04,616.1,,,,,,,,,
4755.118,4.04,613.4,,,,,,,,,
4756.118,4.036,614.1,,,,,,,,,
4757.118,4.04,614.2,,,,,,,,,
4758.105,4.04,614.4,,,,,,,,,
4759.117,4.04,614.3,,,,,,,,,
4760.112,4.04,615.1,,,,,,,,,
4761.108,4.04,613.7,,,,,,,,,
4762.105,4.04,613.7,,,,,,,,,
4763.106,4.04,613.8,,,,,,,,,
4764.117,4.036,615.1,,,,,,,,,
4765.105,4.04,612.7,,,,,,,,,
4766.116,4.04,614.3,,,,,,,,,
4767.115,4.04,614.6,,,,,,,,,
4768.11,4.04,617.3,,,,,,,,,
4769.11,4.04,612.9,,,,,,,,,
4770.109,4.04,614.6,,,,,,,,,
4771.107,4.04,612.3,,,,,,,,,
4772.104,4.04,613.8,,,,,,,,,
4773.116,4.04,614,,,,,,,,,
4774.105,4.04,617,,,,,,,,,
4775.118,4.04,612.5,,,,,,,,,
4776.116,4.04,614.3,,,,,,,,,
4777.115,4.036,613.7,,,,,,,,,
4778.108,4.04,610.8,,,,,,,,,
4779.106,4.036,610.9,,,,,,,,,
4780.104,4.04,615.4,,,,,,,,,
4781.105,4.04,612,,,,,,,,,
4782.104,4.044,611,,,,,,,,,
4783.116,4.04,611.6,,,,,,,,,
4784.116,4.04,612.4,,,,,,,,,
4785.112,4.04,611.9,,,,,,,,,
4786.114,4.04,615.3,,,,,,,,,
4787.115,4.04,611.3,,,,,,,,,
4788.106,4.04,611.1,,,,,,,,,
4789.104,4.044,610,,,,,,,,,
4790.115,4.044,612.3,,,,,,,,,
4791.113,4.04,612.3,,,,,,,,,
4792.109,4.044,613.7,,,,,,,,,
4793.107,4.04,610.4,,,,,,,,,
4794.105,4.044,610.5,,,,,,,,,
4795.118,4.044,610.5,,,,,,,,,
4796.116,4.044,610.7,,,,,,,,,
4797.118,4.044,611.4,,,,,,,,,
4798.117,4.044,611.8,,,,,,,,,
4799.114,4.044,611.8,,,,,,,,,
4800.117,4.044,609.5,,,,,,,,,
4801.113,4.044,610.5,,,,,,,,,
4802.109,4.04,609.8,,,,,,,,,
4803.106,4.044,612.4,,,,,,,,,
4804.118,4.04,611,,,,,,,,,
4805.107,4.044,609.8,,,,,,,,,
4806.118,4.04,609,,,,,,,,,
4807.116,4.044,608.8,,,,,,,,,
4808.117,4.044,606.6,,,,,,,,,
4809.116,4.044,607,,,,,,,,,
4810.113,4.048,609,,,,,,,,,
4811.111,4.044,605.4,,,,,,,,,
4812.106,4.044,609,,,,,,,,,
4813.104,4.04,608.9,,,,,,,,,
4814.105,4.044,609,,,,,,,,,
4815.104,4.044,606.7,,,,,,,,,
4816.104,4.048,608,,,,,,,,,
4817.115,4.044,604.4,,,,,,,,,
4818.115,4.044,608.3,,,,,,,,,
4819.114,4.044,607.1,,,,,,,,,
4820.114,4.044,607.7,,,,,,,,,
4821.111,4.044,605.7,,,,,,,,,
4822.11,4.044,607.3,,,,,,,,,
4823.107,4.044,604.3,,,,,,,,,
4824.103,4.044,606.9,,,,,,,,,
4825.116,4.044,600.4,,,,,,,,,
4826.115,4.044,604.5,,,,,,,,,
4827.107,4.044,603.8,,,,,,,,,
4828.105,4.044,601.8,,,,,,,,,
4829.103,4.044,603.8,,,,,,,,,
4830.114,4.044,606.9,,,,,,,,,
4831.11,4.048,604,,,,,,,,,
4832.106,4.044,602,,,,,,,,,
4833.104,4.044,604.7,,,,,,,,,
4834.116,4.044,606,,,,,,,,,
4835.112,4.048,605.1,,,,,,,,,
4836.11,4.048,601.7,,,,,,,,,
4837.109,4.044,598.8,,,,,,,,,
4838.107,4.044,602,,,,,,,,,
4839.105,4.048,600.3,,,,,,,,,
4840.11,4.048,604.3,,,,,,,,,
4841.111,4.044,601.6,,,,,,,,,
4842.104,4.044,602.4,,,,,,,,,
4843.105,4.044,599,,,,,,,,,
4844.103,4.048,600.9,,,,,,,,,
4845.116,4.044,597,,,,,,,,,
4846.109,4.048,596.5,,,,,,,,,
4847.106,4.044,602.9,,,,,,,,,
4848.106,4.044,600.5,,,,,,,,,
4849.113,4.048,600.7,,,,,,,,,
4850.108,4.048,599.9,,,,,,,,,
4851.104,4.048,597.7,,,,,,,,,
4852.103,4.048,599.9,,,,,,,,,
4853.102,4.044,596.4,,,,,,,,,
4854.103,4.048,599.8,,,,,,,,,
4855.117,4.048,601.9,,,,,,,,,
4856.116,4.044,595.7,,,,,,,,,
4857.115,4.052,601.9,,,,,,,,,
4858.106,4.044,600.9,,,,,,,,,
4859.107,4.048,597.6,,,,,,,,,
4860.116,4.044,600.6,,,,,,,,,
4861.114,4.048,597.8,,,,,,,,,
4862.106,4.048,599.6,,,,,,,,,
4863.117,4.052,599.1,,,,,,,,,
4864.114,4.048,597,,,,,,,,,
4865.115,4.048,592.8,,,,,,,,,
4866.103,4.048,598.2,,,,,,,,,
4867.113,4.052,594.9,,,,,,,,,
4868.107,4.048,595.5,,,,,,,,,
4869.109,4.048,591.2,,,,,,,,,
4870.106,4.048,597.5,,,,,,,,,
4871.107,4.048,596.4,,,,,,,,,
4872.107,4.048,595.3,,,,,,,,,
4873.105,4.048,592.5,,,,,,,,,
4874.105,4.048,594,,,,,,,,,
4875.115,4.048,600,,,,,,,,,
4876.114,4.048,594.1,,,,,,,,,
4877.109,4.048,588.8,,,,,,,,,
4878.106,4.044,595.7,,,,,,,,,
4879.102,4.048,588.9,,,,,,,,,
4880.113,4.048,593.8,,,,,,,,,
4881.109,4.048,593.1,,,,,,,,,
4882.109,4.048,589.5,,,,,,,,,
4883.104,4.048,588.2,,,,,,,,,
4884.102,4.048,584.3,,,,,,,,,
4885.101,4.048,589,,,,,,,,,
4886.103,4.048,589.9,,,,,,,,,
4887.103,4.048,588.5,,,,,,,,,
4888.102,4.052,584.2,,,,,,,,,
4889.104,4.052,589.6,,,,,,,,,
4890.115,4.048,587.5,,,,,,,,,
4891.111,4.052,590,,,,,,,,,
4892.104,4.052,582.5,,,,,,,,,
4893.104,4.048,586.4,,,,,,,,,
4894.104,4.048,587.5,,,,,,,,,
4895.103,4.052,590.5,,,,,,,,,
4896.101,4.048,586.1,,,,,,,,,
4897.116,4.052,583.7,,,,,,,,,
4898.102,4.052,586.5,,,,,,,,,
4899.102,4.048,584.5,,,,,,,,,
4900.116,4.052,587.5,,,,,,,,,
4901.109,4.052,586.6,,,,,,,,,
4902.107,4.048,591.2,,,,,,,,,
4903.104,4.052,588.3,,,,,,,,,
4904.101,4.052,582.4,,,,,,,,,
4905.113,4.048,586.9,,,,,,,,,
4906.112,4.048,585.9,,,,,,,,,
4907.108,4.048,583.2,,,,,,,,,
4908.104,4.052,583.4,,,,,,,,,
4909.105,4.052,587,,,,,,,,,
4910.104,4.052,586.9,,,,,,,,,
4911.101,4.052,583,,,,,,,,,
4912.103,4.052,585.5,,,,,,,,,
4913.105,4.052,586.6,,,,,,,,,
4914.115,4.052,585.1,,,,,,,,,
4915.113,4.052,584.3,,,,,,,,,
4916.113,4.052,587.6,,,,,,,,,
4917.108,4.052,583.9,,,,,,,,,
4918.105,4.052,578.6,,,,,,,,,
4919.103,4.052,582.4,,,,,,,,,
4920.109,4.052,585.2,,,,,,,,,
4921.107,4.052,582.2,,,,,,,,,
4922.102,4.052,582.4,,,,,,,,,
4923.113,4.052,581.7,,,,,,,,,
4924.114,4.052,583.5,,,,,,,,,
4925.109,4.052,583.4,,,,,,,,,
4926.109,4.052,580.1,,,,,,,,,
4927.107,4.052,584.2,,,,,,,,,
4928.104,4.048,582.2,,,,,,,,,
4929.101,4.052,582,,,,,,,,,
4930.101,4.056,580.4,,,,,,,,,
4931.103,4.056,584.2,,,,,,,,,
4932.106,4.052,576.4,,,,,,,,,
4933.103,4.052,584.1,,,,,,,,,
4934.103,4.052,576.3,,,,,,,,,
4935.101,4.056,582.2,,,,,,,,,
4936.102,4.052,577.4,,,,,,,,,
4937.1,4.052,580.7,,,,,,,,,
4938.1,4.052,576.2,,,,,,,,,
4939.103,4.052,578.1,,,,,,,,,
4940.101,4.056,578.8,,,,,,,,,
4941.1,4.052,580.2,,,,,,,,,
4942.115,4.052,573.7,,,,,,,,,
4943.105,4.052,580.4,,,,,,,,,
4944.107,4.052,581.4,,,,,,,,,
4945.106,4.052,576.1,,,,,,,,,
4946.103,4.056,575.9,,,,,,,,,
4947.101,4.052,572.7,,,,,,,,,
4948.101,4.052,579.6,,,,,,,,,
4949.107,4.056,575.6,,,,,,,,,
4950.109,4.052,579.1,,,,,,,,,
4951.108,4.052,571.1,,,,,,,,,
4952.107,4.056,574.3,,,,,,,,,
4953.113,4.052,576.9,,,,,,,,,
4954.109,4.052,578.9,,,,,,,,,
4955.109,4.052,581.2,,,,,,,,,
4956.103,4.052,576,,,,,,,,,
4957.111,4.052,572.3,,,,,,,,,
4958.107,4.052,575.5,,,,,,,,,
4959.102,4.056,572.1,,,,,,,,,
4960.114,4.052,567.9,,,,,,,,,
4961.108,4.056,573.2,,,,,,,,,
4962.108,4.052,579.6,,,,,,,,,
4963.108,4.056,570.2,,,,,,,,,
4964.105,4.052,572.6,,,,,,,,,
4965.103,4.056,577.4,,,,,,,,,
4966.1,4.052,574.5,,,,,,,,,
4967.114,4.056,577.2,,,,,,,,,
4968.108,4.052,574.1,,,,,,,,,
4969.11,4.056,573.9,,,,,,,,,
4970.106,4.056,573.6,,,,,,,,,
4971.102,4.052,570.1,,,,,,,,,
4972.113,4.056,574.7,,,,,,,,,
4973.11,4.056,570.4,,,,,,,,,
4974.105,4.056,570.9,,,,,,,,,
4975.107,4.056,568.8,,,,,,,,,
4976.102,4.056,566.2,,,,,,,,,
4977.109,4.056,566.4,,,,,,,,,
4978.107,4.056,567,,,,,,,,,
4979.107,4.052,569.9,,,,,,,,,
4980.104,4.056,573,,,,,,,,,
4981.104,4.052,565.8,,,,,,,,,
4982.101,4.052,572.9,,,,,,,,,
4983.1,4.056,568.9,,,,,,,,,
4984.11,4.056,572.3,,,,,,,,,
4985.102,4.056,568,,,,,,,,,
4986.099,4.056,569.5,,,,,,,,,
4987.106,4.056,561,,,,,,,,,
4988.113,4.056,570,,,,,,,,,
4989.109,4.056,570.8,,,,,,,,,
4990.102,4.056,570.2,,,,,,,,,
4991.107,4.056,563.7,,,,,,,,,
4992.104,4.056,570.2,,,,,,,,,
4993.102,4.056,566.3,,,,,,,,,
4994.098,4.056,566.8,,,,,,,,,
4995.109,4.056,561.4,,,,,,,,,
4996.1,4.056,562.9,,,,,,,,,
4997.113,4.056,569.5,,,,,,,,,
4998.109,4.056,568.9,,,,,,,,,
4999.111,4.056,564.8,,,,,,,,,
5000.109,4.056,567.4,,,,,,,,,
5001.106,4.06,565.2,,,,,,,,,
5002.102,4.06,559.7,,,,,,,,,
5003.107,4.06,565,,,,,,,,,
5004.105,4.056,565.8,,,,,,,,,
5005.103,4.056,568.2,,,,,,,,,
5006.098,4.056,561.3,,,,,,,,,
5007.111,4.056,564.9,,,,,,,,,
5008.108,4.056,557.4,,,,,,,,,
5009.102,4.056,562.5,,,,,,,,,
5010.101,4.056,563.4,,,,,,,,,
5011.1,4.052,558.3,,,,,,,,,
5012.103,4.06,561.4,,,,,,,,,
5013.1,4.056,560.4,,,,,,,,,
5014.113,4.06,563.1,,,,,,,,,
5015.111,4.056,559.8,,,,,,,,,
5016.109,4.056,557.7,,,,,,,,,
5017.103,4.056,563.6,,,,,,,,,
5018.1,4.06,563.4,,,,,,,,,
5019.112,4.06,563.2,,,,,,,,,
5020.106,4.056,561.8,,,,,,,,,
5021.098,4.06,563.7,,,,,,,,,
5022.109,4.056,557.6,,,,,,,,,
5023.104,4.056,560.7,,,,,,,,,
5024.111,4.06,562.4,,,,,,,,,
5025.105,4.06,564.6,,,,,,,,,
5026.103,4.056,556.2,,,,,,,,,
5027.1,4.06,560.5,,,,,,,,,
5028.097,4.056,562.1,,,,,,,,,
5029.109,4.056,552.1,,,,,,,,,
5030.108,4.06,558.7,,,,,,,,,
5031.104,4.06,558.6,,,,,,,,,
5032.108,4.056,553.5,,,,,,,,,
5033.107,4.056,554,,,,,,,,,
5034.109,4.06,552.8,,,,,,,,,
5035.104,4.06,559,,,,,,,,,
5036.101,4.06,560.5,,,,,,,,,
5037.1,4.056,556.1,,,,,,,,,
5038.099,4.06,554.1,,,,,,,,,
5039.101,4.06,554.3,,,,,,,,,
5040.098,4.06,557.9,,,,,,,,,
5041.109,4.06,560.3,,,,,,,,,
5042.106,4.06,559.2,,,,,,,,,
5043.103,4.06,551.9,,,,,,,,,
5044.098,4.06,551.5,,,,,,,,,
5045.097,4.06,554.3,,,,,,,,,
5046.108,4.06,560.6,,,,,,,,,
5047.106,4.06,551.8,,,,,,,,,
5048.107,4.06,556.3,,,,,,,,,
5049.103,4.06,559.4,,,,,,,,,
5050.101,4.06,551.3,,,,,,,,,
5051.098,4.06,550.8,,,,,,,,,
5052.11,4.06,558,,,,,,,,,
5053.106,4.056,551.8,,,,,,,,,
5054.103,4.06,547.2,,,,,,,,,
5055.099,4.06,556,,,,,,,,,
5056.111,4.06,558.1,,,,,,,,,
5057.111,4.06,551.5,,,,,,,,,
5058.106,4.06,556.6,,,,,,,,,
5059.103,4.06,551.7,,,,,,,,,
5060.102,4.056,551.7,,,,,,,,,
5061.096,4.06,551.9,,,,,,,,,
5062.107,4.06,551.7,,,,,,,,,
5063.104,4.06,552.9,,,,,,,,,
5064.098,4.06,553.8,,,,,,,,,
5065.099,4.06,552.4,,,,,,,,,
5066.098,4.06,553.3,,,,,,,,,
5067.097,4.06,553,,,,,,,,,
5068.096,4.06,552.1,,,,,,,,,
5069.108,4.06,553,,,,,,,,,
5070.104,4.06,554.6,,,,,,,,,
5071.106,4.06,553.2,,,,,,,,,
5072.104,4.06,548.2,,,,,,,,,
5073.103,4.064,552.6,,,,,,,,,
5074.1,4.064,548.9,,,,,,,,,
5075.101,4.064,550.5,,,,,,,,,
5076.098,4.06,550.5,,,,,,,,,
5077.101,4.06,546.2,,,,,,,,,
5078.098,4.06,551.3,,,,,,,,,
5079.109,4.06,549.6,,,,,,,,,
5080.095,4.06,551.3,,,,,,,,,
