time_s,voltage_V,current_A,soc_thuc,,,Total (mAh)
0.661,4.108,-0.1,0.99883,,,-1.404
1.668,4.108,0,0.99883,,,-1.404
2.654,4.108,0,0.99883,,,-1.404
3.654,4.108,0.2,0.99883,,,-1.404
4.654,4.108,-0.2,0.99883,,,-1.404
5.669,4.108,-0.3,0.99883,,,-1.404
6.657,4.108,0.2,0.99883,,,-1.404
7.661,4.108,0.3,0.99883,,,-1.404
8.667,4.108,0.1,0.99883,,,-1.404
9.668,4.112,0.1,0.99883,,,-1.404
10.667,4.108,0,0.99883,,,-1.404
11.654,4.108,0,0.99883,,,-1.404
12.656,4.104,0.1,0.99883,,,-1.404
13.655,4.108,-0.1,0.99883,,,-1.404
14.733,4.108,0.1,0.99883,,,-1.404
15.658,4.108,-0.2,0.99883,,,-1.404
16.66,4.108,0.2,0.99883,,,-1.404
17.663,4.108,0.2,0.99883,,,-1.404
18.654,4.072,-335.7,0.9987525,,,-1.497
19.654,4.072,-337.2,0.998674167,,,-1.591
20.653,4.068,-338.2,0.998595833,,,-1.685
21.655,4.068,-339,0.9985175,,,-1.779
22.658,4.068,-338.7,0.998439167,,,-1.873
23.661,4.068,-339.2,0.998360833,,,-1.967
24.656,4.068,-339,0.998281667,,,-2.062
25.66,4.064,-339.5,0.998203333,,,-2.156
26.664,4.064,-339.3,0.998125,,,-2.25
27.654,4.06,-339.5,0.998046667,,,-2.344
28.656,4.064,-339.9,0.9979675,,,-2.439
29.656,4.064,-339.8,0.997889167,,,-2.533
30.663,4.064,-339.3,0.99781,,,-2.628
31.664,4.06,-339.5,0.997731667,,,-2.722
32.668,4.06,-340.1,0.997653333,,,-2.816
33.664,4.06,-340.2,0.997574167,,,-2.911
34.663,4.064,-339.9,0.997495833,,,-3.005
35.666,4.06,-340.4,0.997416667,,,-3.1
36.667,4.06,-340,0.997338333,,,-3.194
37.655,4.056,-340.1,0.997259167,,,-3.289
38.664,4.06,-339.8,0.997180833,,,-3.383
39.66,4.06,-340.3,0.997101667,,,-3.478
40.663,4.056,-340.2,0.997023333,,,-3.572
41.664,4.056,-340,0.996944167,,,-3.667
42.653,4.056,-340.1,0.996865833,,,-3.761
43.658,4.056,-340,0.9967875,,,-3.855
44.654,4.052,-340.3,0.996708333,,,-3.95
45.663,4.056,-339.9,0.99663,,,-4.044
46.663,4.056,-339.8,0.996550833,,,-4.139
47.654,4.056,-340,0.9964725,,,-4.233
48.657,4.052,-339.8,0.996393333,,,-4.328
49.659,4.052,-340,0.996315,,,-4.422
50.666,4.052,-340.1,0.996235833,,,-4.517
51.654,4.052,-340.2,0.9961575,,,-4.611
52.657,4.052,-339.8,0.996079167,,,-4.705
53.661,4.052,-340,0.996,,,-4.8
54.662,4.052,-340,0.995921667,,,-4.894
55.666,4.052,-340,0.9958425,,,-4.989
56.656,4.052,-340,0.995764167,,,-5.083
57.664,4.052,-340,0.995685,,,-5.178
58.657,4.052,-339.8,0.995606667,,,-5.272
59.657,4.048,-340.1,0.995528333,,,-5.366
60.662,4.052,-339.9,0.995449167,,,-5.461
61.662,4.048,-339.8,0.995370833,,,-5.555
62.66,4.052,-339.9,0.995291667,,,-5.65
63.662,4.048,-339.7,0.995213333,,,-5.744
64.656,4.048,-339.7,0.995135,,,-5.838
65.659,4.048,-339.7,0.995055833,,,-5.933
66.658,4.048,-339.5,0.9949775,,,-6.027
67.665,4.048,-339.5,0.994899167,,,-6.121
68.653,4.048,-339.4,0.99482,,,-6.216
69.66,4.048,-339.4,0.994741667,,,-6.31
70.664,4.048,-339.7,0.994663333,,,-6.404
71.661,4.048,-339.4,0.994584167,,,-6.499
72.665,4.048,-339.4,0.994505833,,,-6.593
73.667,4.048,-339.4,0.9944275,,,-6.687
74.667,4.044,-339.6,0.994348333,,,-6.782
75.655,4.044,-339.3,0.99427,,,-6.876
76.664,4.044,-339.3,0.994191667,,,-6.97
77.656,4.044,-339.5,0.994113333,,,-7.064
78.661,4.048,-339.5,0.994034167,,,-7.159
79.666,4.044,-339.4,0.993955833,,,-7.253
80.657,4.044,-339.3,0.9938775,,,-7.347
81.665,4.048,-339.4,0.993799167,,,-7.441
82.655,4.044,-339.1,0.99372,,,-7.536
83.664,4.044,-339.2,0.993641667,,,-7.63
84.665,4.044,-338.9,0.993563333,,,-7.724
85.657,4.044,-338.9,0.993485,,,-7.818
86.652,4.044,-338.8,0.993406667,,,-7.912
87.657,4.044,-338.6,0.993328333,,,-8.006
88.664,4.044,-338.7,0.99325,,,-8.1
89.666,4.044,-338.7,0.993171667,,,-8.194
90.66,4.04,-338.7,0.9930925,,,-8.289
91.666,4.04,-338.9,0.993014167,,,-8.383
92.657,4.04,-338.6,0.992935833,,,-8.477
93.663,4.044,-338.7,0.9928575,,,-8.571
94.655,4.044,-338.8,0.992779167,,,-8.665
95.656,4.04,-338.7,0.992700833,,,-8.759
96.662,4.044,-338.8,0.9926225,,,-8.853
97.667,4.044,-338.9,0.992544167,,,-8.947
98.658,4.04,-338.7,0.992465833,,,-9.041
99.652,4.04,-338.7,0.9923875,,,-9.135
100.666,4.04,-338.5,0.992309167,,,-9.229
101.657,4.04,-338.7,0.99223,,,-9.324
102.664,4.04,-338.4,0.992151667,,,-9.418
103.656,4.04,-338.6,0.992073333,,,-9.512
104.665,4.044,-338.7,0.991995,,,-9.606
105.665,4.04,-338.8,0.991916667,,,-9.7
106.657,4.04,-338.6,0.991838333,,,-9.794
107.663,4.04,-338.4,0.99176,,,-9.888
108.654,4.04,-338.4,0.991681667,,,-9.982
109.661,4.04,-338.5,0.991603333,,,-10.076
110.66,4.04,-338.4,0.991525,,,-10.17
111.663,4.04,-338.2,0.991446667,,,-10.264
112.652,4.044,-338.4,0.991368333,,,-10.358
113.659,4.04,-338.2,0.99129,,,-10.452
114.665,4.04,-338.5,0.991211667,,,-10.546
115.666,4.04,-338.3,0.991133333,,,-10.64
116.654,4.036,-338.3,0.991055,,,-10.734
117.664,4.04,-338.5,0.990976667,,,-10.828
118.653,4.04,-338.5,0.990898333,,,-10.922
119.661,4.036,-338.3,0.99082,,,-11.016
120.662,4.036,-338.3,0.990741667,,,-11.11
121.653,4.04,-338.5,0.990663333,,,-11.204
122.662,4.04,-338.5,0.990585,,,-11.298
123.653,4.04,-338.4,0.990506667,,,-11.392
124.659,4.04,-338.3,0.990428333,,,-11.486
125.657,4.036,-338.5,0.99035,,,-11.58
126.662,4.04,-338.4,0.990271667,,,-11.674
127.651,4.036,-338.3,0.990193333,,,-11.768
128.666,4.036,-338.5,0.990115,,,-11.862
129.663,4.036,-338.4,0.990036667,,,-11.956
130.658,4.036,-338.3,0.989958333,,,-12.05
131.66,4.036,-338.6,0.98988,,,-12.144
132.658,4.036,-338.4,0.989801667,,,-12.238
133.666,4.036,-338.5,0.989723333,,,-12.332
134.654,4.032,-338.5,0.989645,,,-12.426
135.659,4.036,-338.5,0.989566667,,,-12.52
136.661,4.036,-338.5,0.989488333,,,-12.614
137.652,4.036,-338.5,0.98941,,,-12.708
138.66,4.036,-338.3,0.989331667,,,-12.802
139.664,4.036,-338.4,0.989253333,,,-12.896
140.666,4.036,-338.4,0.989175,,,-12.99
141.659,4.036,-338.5,0.989096667,,,-13.084
142.665,4.04,-338.4,0.989018333,,,-13.178
143.654,4.032,-338.3,0.98894,,,-13.272
144.66,4.036,-338.7,0.988861667,,,-13.366
145.662,4.036,-338.5,0.988783333,,,-13.46
146.656,4.036,-338.2,0.988705,,,-13.554
147.65,4.036,-338.4,0.988626667,,,-13.648
148.655,4.032,-338.4,0.988548333,,,-13.742
149.663,4.032,-338.4,0.98847,,,-13.836
150.651,4.036,-338.4,0.988391667,,,-13.93
151.657,4.032,-338.5,0.988313333,,,-14.024
152.666,4.036,-338.3,0.988235,,,-14.118
153.658,4.036,-338.6,0.988156667,,,-14.212
154.663,4.032,-338.4,0.988078333,,,-14.306
155.663,4.036,-338.2,0.988,,,-14.4
156.652,4.036,-338.1,0.987921667,,,-14.494
157.657,4.032,-338.3,0.987843333,,,-14.588
158.664,4.036,-338.4,0.987765,,,-14.682
159.651,4.032,-338.6,0.987686667,,,-14.776
160.653,4.032,-338.5,0.987608333,,,-14.87
161.656,4.036,-338.3,0.98753,,,-14.964
162.664,4.032,-338.2,0.987451667,,,-15.058
163.656,4.032,-338.4,0.987373333,,,-15.152
164.662,4.032,-338.1,0.987295,,,-15.246
165.652,4.032,-338.1,0.987216667,,,-15.34
166.658,4.032,-338.2,0.987138333,,,-15.434
167.65,4.036,-338,0.98706,,,-15.528
168.656,4.032,-338.2,0.9869825,,,-15.621
169.664,4.032,-338.1,0.986904167,,,-15.715
170.664,4.032,-338.2,0.986825833,,,-15.809
171.655,4.032,-338.1,0.9867475,,,-15.903
172.664,4.032,-338.3,0.986669167,,,-15.997
173.654,4.032,-338.4,0.986590833,,,-16.091
174.663,4.036,-338.3,0.9865125,,,-16.185
175.662,4.032,-338,0.986434167,,,-16.279
176.651,4.032,-338.3,0.986355833,,,-16.373
177.654,4.032,-338.4,0.9862775,,,-16.467
178.663,4.032,-338.3,0.986199167,,,-16.561
179.653,4.032,-338.3,0.986120833,,,-16.655
180.656,4.032,-338.5,0.9860425,,,-16.749
181.663,4.032,-338.2,0.985964167,,,-16.843
182.651,4.028,-338.5,0.985885833,,,-16.937
183.661,4.032,-338.3,0.9858075,,,-17.031
184.651,4.028,-338.4,0.985729167,,,-17.125
185.655,4.032,-338.3,0.985650833,,,-17.219
186.657,4.032,-338.1,0.9855725,,,-17.313
187.649,4.032,-338.4,0.985494167,,,-17.407
188.652,4.028,-338.3,0.985415833,,,-17.501
189.654,4.028,-338.4,0.9853375,,,-17.595
190.652,4.028,-338.2,0.985259167,,,-17.689
191.655,4.028,-338.1,0.985180833,,,-17.783
192.661,4.028,-338.3,0.9851025,,,-17.877
193.649,4.032,-338,0.985024167,,,-17.971
194.649,4.032,-338.3,0.984945833,,,-18.065
195.659,4.028,-338,0.984868333,,,-18.158
196.661,4.028,-338.3,0.98479,,,-18.252
197.656,4.028,-338.1,0.984711667,,,-18.346
198.657,4.032,-338.3,0.984633333,,,-18.44
199.65,4.028,-338.2,0.984555,,,-18.534
200.651,4.028,-338,0.984476667,,,-18.628
201.66,4.028,-338.1,0.984398333,,,-18.722
202.649,4.032,-338.2,0.98432,,,-18.816
203.656,4.028,-338.3,0.984241667,,,-18.91
204.663,4.028,-338.1,0.984163333,,,-19.004
205.651,4.028,-338.1,0.984085,,,-19.098
206.659,4.028,-338.1,0.984006667,,,-19.192
207.649,4.028,-338.2,0.983928333,,,-19.286
208.657,4.028,-338,0.98385,,,-19.38
209.662,4.028,-337.9,0.9837725,,,-19.473
210.664,4.024,-338.1,0.983694167,,,-19.567
211.655,4.032,-337.9,0.983615833,,,-19.661
212.664,4.028,-338,0.9835375,,,-19.755
213.655,4.028,-337.8,0.983459167,,,-19.849
214.663,4.028,-338,0.983380833,,,-19.943
215.649,4.028,-338,0.9833025,,,-20.037
216.654,4.028,-337.7,0.983225,,,-20.13
217.662,4.024,-338,0.983146667,,,-20.224
218.654,4.028,-338,0.983068333,,,-20.318
219.661,4.028,-337.8,0.98299,,,-20.412
220.664,4.028,-337.9,0.982911667,,,-20.506
221.657,4.032,-337.8,0.982833333,,,-20.6
222.66,4.028,-337.6,0.982755,,,-20.694
223.651,4.028,-337.7,0.9826775,,,-20.787
224.66,4.028,-338.1,0.982599167,,,-20.881
225.659,4.028,-337.5,0.982520833,,,-20.975
226.651,4.028,-337.8,0.9824425,,,-21.069
227.66,4.028,-337.9,0.982364167,,,-21.163
228.655,4.028,-337.7,0.982285833,,,-21.257
229.659,4.028,-337.7,0.982208333,,,-21.35
230.661,4.028,-337.5,0.98213,,,-21.444
231.651,4.028,-337.8,0.982051667,,,-21.538
232.659,4.028,-337.7,0.981973333,,,-21.632
233.651,4.028,-337.8,0.981895,,,-21.726
234.657,4.028,-337.6,0.9818175,,,-21.819
235.661,4.024,-337.4,0.981739167,,,-21.913
236.651,4.028,-337.7,0.981660833,,,-22.007
237.658,4.028,-337.6,0.9815825,,,-22.101
238.65,4.028,-337.6,0.981505,,,-22.194
239.658,4.028,-337.6,0.981426667,,,-22.288
240.657,4.024,-337.6,0.981348333,,,-22.382
241.661,4.024,-337.5,0.98127,,,-22.476
242.652,4.024,-337.7,0.981191667,,,-22.57
243.66,4.024,-337.7,0.981114167,,,-22.663
244.651,4.024,-337.8,0.981035833,,,-22.757
245.652,4.024,-337.7,0.9809575,,,-22.851
246.649,4.028,-337.4,0.980879167,,,-22.945
247.655,4.028,-337.6,0.980801667,,,-23.038
248.648,4.024,-337.4,0.980723333,,,-23.132
249.655,4.024,-337.5,0.980645,,,-23.226
250.66,4.02,-337.6,0.980566667,,,-23.32
251.654,4.024,-337.8,0.980488333,,,-23.414
252.658,4.024,-337.5,0.980410833,,,-23.507
253.662,4.024,-337.6,0.9803325,,,-23.601
254.649,4.024,-337.5,0.980254167,,,-23.695
255.659,4.024,-337.5,0.980175833,,,-23.789
256.658,4.024,-337.3,0.980098333,,,-23.882
257.659,4.024,-337.6,0.98002,,,-23.976
258.663,4.028,-337.5,0.979941667,,,-24.07
259.661,4.024,-337.5,0.979863333,,,-24.164
260.657,4.024,-337.3,0.979785833,,,-24.257
261.659,4.024,-336.9,0.9797075,,,-24.351
262.659,4.024,-337,0.97963,,,-24.444
263.655,4.028,-337.2,0.979551667,,,-24.538
264.661,4.024,-336.9,0.979473333,,,-24.632
265.656,4.028,-336.9,0.979395833,,,-24.725
266.66,4.024,-337,0.9793175,,,-24.819
267.65,4.024,-337,0.979239167,,,-24.913
268.651,4.024,-336.6,0.979161667,,,-25.006
269.656,4.024,-336.8,0.979083333,,,-25.1
270.653,4.024,-336.9,0.979005833,,,-25.193
271.658,4.024,-336.8,0.9789275,,,-25.287
272.658,4.024,-336.9,0.97885,,,-25.38
273.662,4.024,-336.7,0.978771667,,,-25.474
274.651,4.024,-336.7,0.978694167,,,-25.567
275.661,4.02,-337,0.978615833,,,-25.661
276.651,4.024,-337,0.9785375,,,-25.755
277.656,4.02,-337.2,0.97846,,,-25.848
278.648,4.02,-337,0.978381667,,,-25.942
279.651,4.024,-336.8,0.978304167,,,-26.035
280.646,4.024,-337.1,0.978225833,,,-26.129
281.66,4.024,-336.8,0.9781475,,,-26.223
282.662,4.02,-337.1,0.97807,,,-26.316
283.65,4.024,-337,0.977991667,,,-26.41
284.651,4.024,-337.2,0.977913333,,,-26.504
285.65,4.02,-336.8,0.977835833,,,-26.597
286.651,4.02,-336.9,0.9777575,,,-26.691
287.652,4.024,-337,0.97768,,,-26.784
288.652,4.02,-336.9,0.977601667,,,-26.878
289.65,4.024,-336.7,0.977524167,,,-26.971
290.647,4.024,-337,0.977445833,,,-27.065
291.662,4.024,-337.3,0.9773675,,,-27.159
292.66,4.024,-337,0.97729,,,-27.252
293.648,4.02,-337,0.977211667,,,-27.346
294.65,4.02,-337,0.977133333,,,-27.44
295.659,4.024,-337.1,0.977055833,,,-27.533
296.647,4.024,-336.9,0.9769775,,,-27.627
297.653,4.024,-337.2,0.9769,,,-27.72
298.656,4.02,-337.2,0.976821667,,,-27.814
299.662,4.024,-337.1,0.976743333,,,-27.908
300.646,4.02,-336.9,0.976665833,,,-28.001
301.653,4.02,-336.9,0.9765875,,,-28.095
302.662,4.02,-337,0.97651,,,-28.188
303.655,4.024,-337,0.976431667,,,-28.282
304.646,4.02,-337.2,0.976353333,,,-28.376
305.648,4.02,-337,0.976275833,,,-28.469
306.656,4.02,-337,0.9761975,,,-28.563
307.661,4.02,-337.1,0.976119167,,,-28.657
308.652,4.024,-336.9,0.976041667,,,-28.75
309.658,4.024,-337,0.975963333,,,-28.844
310.661,4.02,-336.9,0.975885833,,,-28.937
311.652,4.02,-336.8,0.9758075,,,-29.031
312.661,4.02,-336.9,0.975729167,,,-29.125
313.654,4.02,-337,0.975651667,,,-29.218
314.658,4.024,-337,0.975573333,,,-29.312
315.659,4.02,-336.7,0.975495833,,,-29.405
316.662,4.02,-336.8,0.9754175,,,-29.499
317.653,4.02,-336.7,0.97534,,,-29.592
318.646,4.02,-336.9,0.975261667,,,-29.686
319.653,4.02,-336.7,0.975184167,,,-29.779
320.654,4.02,-336.9,0.975105833,,,-29.873
321.648,4.02,-336.7,0.9750275,,,-29.967
322.657,4.02,-336.6,0.97495,,,-30.06
323.648,4.02,-336.8,0.974871667,,,-30.154
324.655,4.016,-336.7,0.974794167,,,-30.247
325.654,4.02,-336.6,0.974715833,,,-30.341
326.656,4.024,-336.6,0.974638333,,,-30.434
327.656,4.02,-336.8,0.97456,,,-30.528
328.657,4.016,-336.6,0.9744825,,,-30.621
329.656,4.02,-336.7,0.974404167,,,-30.715
330.654,4.02,-336.5,0.974326667,,,-30.808
331.66,4.02,-336.1,0.974248333,,,-30.902
332.654,4.02,-336.7,0.974170833,,,-30.995
333.651,4.02,-336.6,0.9740925,,,-31.089
334.659,4.02,-336.5,0.974015,,,-31.182
335.661,4.016,-336.3,0.973936667,,,-31.276
336.65,4.02,-336.7,0.973859167,,,-31.369
337.654,4.02,-336.6,0.973780833,,,-31.463
338.66,4.02,-336.6,0.973703333,,,-31.556
339.65,4.02,-336.8,0.973625,,,-31.65
340.655,4.02,-336.5,0.9735475,,,-31.743
341.647,4.02,-336.5,0.973469167,,,-31.837
342.656,4.02,-336.7,0.973391667,,,-31.93
343.649,4.016,-336.5,0.973313333,,,-32.024
344.657,4.02,-336.5,0.973235833,,,-32.117
345.659,4.02,-336.7,0.9731575,,,-32.211
346.653,4.02,-336.9,0.97308,,,-32.304
347.646,4.02,-336.5,0.973001667,,,-32.398
348.65,4.02,-336.9,0.972924167,,,-32.491
349.657,4.016,-336.7,0.972845833,,,-32.585
350.658,4.02,-336.4,0.972768333,,,-32.678
351.649,4.02,-336.6,0.97269,,,-32.772
352.656,4.02,-336.6,0.9726125,,,-32.865
353.649,4.02,-336.5,0.972534167,,,-32.959
354.657,4.016,-336.3,0.972456667,,,-33.052
355.658,4.02,-336.5,0.972378333,,,-33.146
356.652,4.02,-336.4,0.972300833,,,-33.239
357.654,4.016,-336.7,0.972223333,,,-33.332
358.646,4.02,-336.3,0.972145,,,-33.426
359.652,4.016,-336.5,0.9720675,,,-33.519
360.656,4.02,-336.6,0.971989167,,,-33.613
361.646,4.02,-336.4,0.971911667,,,-33.706
362.657,4.016,-336.1,0.971833333,,,-33.8
363.65,4.016,-336.4,0.971755833,,,-33.893
364.658,4.016,-336.4,0.9716775,,,-33.987
365.66,4.016,-336.4,0.9716,,,-34.08
366.648,4.016,-336.4,0.9715225,,,-34.173
367.654,4.016,-336.7,0.971444167,,,-34.267
368.645,4.016,-336.3,0.971366667,,,-34.36
369.652,4.02,-336.5,0.971288333,,,-34.454
370.663,4.016,-336.5,0.971210833,,,-34.547
371.651,4.016,-336.7,0.9711325,,,-34.641
372.653,4.016,-336.7,0.971055,,,-34.734
373.645,4.016,-336.5,0.970976667,,,-34.828
374.649,4.02,-336.5,0.970899167,,,-34.921
375.652,4.016,-336.7,0.970820833,,,-35.015
376.648,4.016,-336.5,0.970743333,,,-35.108
377.655,4.016,-336.8,0.970665,,,-35.202
378.647,4.016,-336.6,0.9705875,,,-35.295
379.649,4.016,-336.3,0.970509167,,,-35.389
380.657,4.016,-336.3,0.970431667,,,-35.482
381.657,4.016,-336.3,0.970353333,,,-35.576
382.644,4.016,-336,0.970275833,,,-35.669
383.652,4.016,-336.2,0.970198333,,,-35.762
384.659,4.016,-336.1,0.97012,,,-35.856
385.649,4.016,-336.1,0.9700425,,,-35.949
386.65,4.016,-336,0.969965,,,-36.042
387.66,4.016,-336.3,0.969886667,,,-36.136
388.65,4.016,-336.4,0.969809167,,,-36.229
389.658,4.016,-336.4,0.969730833,,,-36.323
390.649,4.016,-336,0.969653333,,,-36.416
391.645,4.016,-336.1,0.969575833,,,-36.509
392.659,4.016,-336.4,0.9694975,,,-36.603
393.658,4.016,-335.9,0.96942,,,-36.696
394.646,4.016,-336.4,0.969341667,,,-36.79
395.658,4.016,-336.1,0.969264167,,,-36.883
396.646,4.016,-336,0.969186667,,,-36.976
397.651,4.016,-336.3,0.969108333,,,-37.07
398.657,4.016,-336.3,0.969030833,,,-37.163
399.649,4.016,-336.3,0.9689525,,,-37.257
400.654,4.016,-336,0.968875,,,-37.35
401.655,4.016,-336.1,0.9687975,,,-37.443
402.645,4.016,-336.3,0.968719167,,,-37.537
403.65,4.016,-336,0.968641667,,,-37.63
404.655,4.016,-336.4,0.968564167,,,-37.723
405.647,4.016,-336.3,0.968485833,,,-37.817
406.649,4.016,-336.1,0.968408333,,,-37.91
407.657,4.016,-336.1,0.96833,,,-38.004
408.652,4.016,-335.9,0.9682525,,,-38.097
409.657,4.016,-336,0.968175,,,-38.19
410.648,4.016,-336.1,0.968096667,,,-38.284
411.65,4.012,-335.9,0.968019167,,,-38.377
412.657,4.016,-336.3,0.967941667,,,-38.47
413.658,4.016,-336.1,0.967863333,,,-38.564
414.648,4.016,-336.1,0.967785833,,,-38.657
415.651,4.016,-336,0.967708333,,,-38.75
416.652,4.016,-336.4,0.96763,,,-38.844
417.646,4.012,-336.3,0.9675525,,,-38.937
418.651,4.016,-335.9,0.967474167,,,-39.031
419.659,4.016,-336,0.967396667,,,-39.124
420.649,4.016,-336.3,0.967319167,,,-39.217
421.658,4.012,-336.3,0.967240833,,,-39.311
422.649,4.016,-335.9,0.967163333,,,-39.404
423.656,4.012,-336.1,0.967085833,,,-39.497
424.648,4.016,-336.1,0.9670075,,,-39.591
425.652,4.016,-335.8,0.96693,,,-39.684
426.651,4.016,-336.1,0.9668525,,,-39.777
427.657,4.016,-336,0.966774167,,,-39.871
428.649,4.016,-336,0.966696667,,,-39.964
429.655,4.016,-336,0.966619167,,,-40.057
430.656,4.012,-336.1,0.966540833,,,-40.151
431.653,4.016,-336,0.966463333,,,-40.244
432.644,4.012,-336.1,0.966385833,,,-40.337
433.65,4.016,-336,0.9663075,,,-40.431
434.653,4.016,-336,0.96623,,,-40.524
435.643,4.016,-335.9,0.9661525,,,-40.617
436.659,4.012,-335.7,0.966074167,,,-40.711
437.653,4.016,-336.1,0.965996667,,,-40.804
438.658,4.012,-336,0.965919167,,,-40.897
439.65,4.016,-335.9,0.965840833,,,-40.991
440.655,4.016,-335.7,0.965763333,,,-41.084
441.654,4.012,-335.3,0.965685833,,,-41.177
442.647,4.012,-335.5,0.965608333,,,-41.27
443.651,4.012,-335.7,0.965530833,,,-41.363
444.658,4.012,-335.5,0.9654525,,,-41.457
445.647,4.012,-335.6,0.965375,,,-41.55
446.649,4.016,-335.4,0.9652975,,,-41.643
447.656,4.012,-335.4,0.96522,,,-41.736
448.65,4.012,-335.9,0.965141667,,,-41.83
449.655,4.016,-335.6,0.965064167,,,-41.923
450.648,4.016,-335.6,0.964986667,,,-42.016
451.652,4.012,-335.3,0.964909167,,,-42.109
452.658,4.012,-335.6,0.964831667,,,-42.202
453.651,4.012,-335.5,0.964753333,,,-42.296
454.657,4.012,-335.2,0.964675833,,,-42.389
455.648,4.012,-335.6,0.964598333,,,-42.482
456.647,4.016,-335.5,0.964520833,,,-42.575
457.648,4.012,-335.6,0.964443333,,,-42.668
458.646,4.012,-335.3,0.964365833,,,-42.761
459.651,4.012,-335.7,0.9642875,,,-42.855
460.648,4.016,-335.4,0.96421,,,-42.948
461.643,4.016,-335.4,0.9641325,,,-43.041
462.648,4.016,-335.7,0.964055,,,-43.134
463.656,4.012,-335.5,0.9639775,,,-43.227
464.649,4.012,-335.6,0.963899167,,,-43.321
465.655,4.012,-335.7,0.963821667,,,-43.414
466.643,4.012,-335.6,0.963744167,,,-43.507
467.649,4.012,-335.6,0.963666667,,,-43.6
468.654,4.016,-335.8,0.963588333,,,-43.694
469.646,4.012,-335.5,0.963510833,,,-43.787
470.65,4.012,-335.6,0.963433333,,,-43.88
471.654,4.012,-335.5,0.963355833,,,-43.973
472.643,4.012,-335.4,0.963278333,,,-44.066
473.646,4.012,-335.7,0.9632,,,-44.16
474.651,4.012,-335.7,0.9631225,,,-44.253
475.644,4.012,-335.7,0.963045,,,-44.346
476.647,4.012,-335.7,0.9629675,,,-44.439
477.655,4.016,-335.7,0.962889167,,,-44.533
478.647,4.012,-335.4,0.962811667,,,-44.626
479.652,4.012,-335.7,0.962734167,,,-44.719
480.644,4.012,-335.7,0.962656667,,,-44.812
481.643,4.008,-335.5,0.962578333,,,-44.906
482.652,4.012,-335.6,0.962500833,,,-44.999
483.642,4.012,-335.6,0.962423333,,,-45.092
484.651,4.016,-335.6,0.962345833,,,-45.185
485.657,4.016,-335.6,0.962268333,,,-45.278
486.642,4.012,-335.3,0.96219,,,-45.372
487.651,4.012,-335.4,0.9621125,,,-45.465
488.653,4.012,-335.5,0.962035,,,-45.558
489.655,4.012,-335.3,0.9619575,,,-45.651
490.643,4.012,-335.2,0.96188,,,-45.744
491.647,4.012,-335.2,0.9618025,,,-45.837
492.653,4.012,-335.3,0.961725,,,-45.93
493.643,4.012,-335.3,0.961646667,,,-46.024
494.65,4.012,-335.4,0.961569167,,,-46.117
495.653,4.012,-335.4,0.961491667,,,-46.21
496.656,4.012,-335.5,0.961414167,,,-46.303
497.647,4.012,-335.4,0.961336667,,,-46.396
498.653,4.012,-335,0.961259167,,,-46.489
499.642,4.012,-335.4,0.961180833,,,-46.583
500.648,4.012,-335,0.961103333,,,-46.676
501.65,4.012,-335.4,0.961025833,,,-46.769
502.657,4.012,-335.6,0.960948333,,,-46.862
503.646,4.012,-335.4,0.960870833,,,-46.955
504.651,4.012,-335,0.960793333,,,-47.048
505.644,4.012,-335.3,0.960715833,,,-47.141
506.647,4.012,-335.1,0.960638333,,,-47.234
507.646,4.012,-335.3,0.96056,,,-47.328
508.652,4.012,-335,0.9604825,,,-47.421
509.643,4.012,-335.4,0.960405,,,-47.514
510.649,4.008,-335.2,0.9603275,,,-47.607
511.649,4.012,-335.4,0.96025,,,-47.7
512.643,4.012,-335.3,0.9601725,,,-47.793
513.648,4.008,-335.3,0.960095,,,-47.886
514.656,4.012,-335.2,0.9600175,,,-47.979
515.646,4.012,-335.3,0.959939167,,,-48.073
516.649,4.008,-335.3,0.959861667,,,-48.166
517.653,4.012,-335.3,0.959784167,,,-48.259
518.646,4.012,-335.3,0.959706667,,,-48.352
519.652,4.012,-335.3,0.959629167,,,-48.445
520.656,4.012,-335.3,0.959551667,,,-48.538
521.656,4.012,-335.1,0.959474167,,,-48.631
522.648,4.008,-335.4,0.959395833,,,-48.725
523.65,4.008,-335.3,0.959318333,,,-48.818
524.648,4.012,-335.4,0.959240833,,,-48.911
525.652,4.008,-335.2,0.959163333,,,-49.004
526.648,4.012,-335.1,0.959085833,,,-49.097
527.647,4.012,-335.4,0.959008333,,,-49.19
528.641,4.012,-335.1,0.958930833,,,-49.283
529.645,4.012,-335.1,0.958853333,,,-49.376
530.654,4.012,-335.4,0.958775,,,-49.47
531.64,4.012,-335.2,0.9586975,,,-49.563
532.648,4.012,-335.1,0.95862,,,-49.656
533.656,4.008,-335.3,0.9585425,,,-49.749
534.649,4.012,-335.1,0.958465,,,-49.842
535.642,4.012,-335,0.9583875,,,-49.935
536.642,4.012,-335.2,0.95831,,,-50.028
537.649,4.008,-335,0.9582325,,,-50.121
538.64,4.012,-335.2,0.958155,,,-50.214
539.651,4.008,-335.1,0.9580775,,,-50.307
540.645,4.012,-335.1,0.958,,,-50.4
541.649,4.008,-335,0.9579225,,,-50.493
542.641,4.012,-335.1,0.957844167,,,-50.587
543.646,4.012,-335.2,0.957766667,,,-50.68
544.655,4.012,-335.1,0.957689167,,,-50.773
545.648,4.012,-335,0.957611667,,,-50.866
546.649,4.012,-335.2,0.957534167,,,-50.959
